ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1404	"ENSMUSG00000071866"	"Ppia"	chr11	+	6418100	6418314	6418100	6418131	6418225	6418314
1405	"ENSMUSG00000026878"	"Rab14"	chr2	-	35180204	35183831	35180204	35182447	35183743	35183831
1406	"ENSMUSG00000020359"	"Phykpl"	chr11	+	51592005	51592285	51592005	51592093	51592168	51592285
1407	"ENSMUSG00000020359"	"Phykpl"	chr11	+	51593603	51594141	51593603	51593686	51593915	51594141
1408	"ENSMUSG00000039041"	"Adrm1"	chr2	+	180172855	180174033	180172855	180172972	180173909	180174033
1409	"ENSMUSG00000033880"	"Lgals3bp"	chr11	-	118398120	118398571	118398120	118398252	118398379	118398571
1410	"ENSMUSG00000044966"	"Fbxo48"	chr11	+	16953141	16953681	16953141	16953253	16953348	16953681
1411	"ENSMUSG00000024118"	"1600002H07Rik"	chr17	-	24219730	24220310	24219730	24220133	24220251	24220310
1412	"ENSMUSG00000024118"	"1600002H07Rik"	chr17	-	24220251	24220615	24220251	24220310	24220516	24220615
1413	"ENSMUSG00000024118"	"1600002H07Rik"	chr17	-	24220251	24220615	24220251	24220310	24220521	24220615
1414	"ENSMUSG00000059552"	"Trp53"	chr11	+	69587371	69588547	69587371	69587632	69588363	69588547
1415	"ENSMUSG00000027009"	"Itga4"	chr2	+	79288821	79289391	79288821	79288867	79289236	79289391
1416	"ENSMUSG00000029074"	"Ttll10"	chr4	-	156048291	156048704	156048291	156048495	156048582	156048704
1417	"ENSMUSG00000020463"	"Smek2"	chr11	+	29218455	29220797	29218455	29218685	29220543	29220797
1418	"ENSMUSG00000009585"	"Apobec3"	chr15	+	79905443	79906602	79905443	79905600	79906340	79906602
1419	"ENSMUSG00000030492"	"Slc7a9"	chr7	+	35453393	35454179	35453393	35453636	35454053	35454179
1420	"ENSMUSG00000027423"	"Snx5"	chr2	-	144254725	144254942	144254725	144254812	144254902	144254942
1421	"ENSMUSG00000027423"	"Snx5"	chr2	-	144257099	144257993	144257099	144257195	144257869	144257993
1422	"ENSMUSG00000003153"	"Slc2a3"	chr6	-	122737057	122739993	122737057	122737298	122739832	122739993
1423	"ENSMUSG00000010097"	"Nxf1"	chr19	+	8764921	8766833	8764921	8765031	8766796	8766833
1424	"ENSMUSG00000010097"	"Nxf1"	chr19	+	8767079	8767283	8767079	8767148	8767227	8767283
1425	"ENSMUSG00000010097"	"Nxf1"	chr19	+	8767079	8767283	8767079	8767148	8767281	8767283
1426	"ENSMUSG00000068735"	"Trp53i11"	chr2	+	93198894	93199458	93198894	93198991	93199356	93199458
1427	"ENSMUSG00000027981"	"Rnpc3"	chr3	-	113605066	113608411	113605066	113607299	113608339	113608411
1428	"ENSMUSG00000000223"	"Drp2"	chrX	+	134440334	134441386	134440334	134440420	134441228	134441386
1429	"ENSMUSG00000009555"	"Cdk9"	chr2	-	32709466	32709944	32709466	32709615	32709772	32709944
1430	"ENSMUSG00000029625"	"Cpsf4"	chr5	+	145177229	145178928	145177229	145177302	145178757	145178928
1431	"ENSMUSG00000029625"	"Cpsf4"	chr5	+	145177229	145178928	145177229	145177302	145178783	145178928
1432	"ENSMUSG00000029625"	"Cpsf4"	chr5	+	145177229	145178928	145177229	145177302	145178832	145178928
1433	"ENSMUSG00000029625"	"Cpsf4"	chr5	+	145177229	145178928	145177229	145177302	145178835	145178928
1434	"ENSMUSG00000017386"	"Traf4"	chr11	-	78161286	78161622	78161286	78161448	78161517	78161622
1435	"ENSMUSG00000038791"	"Scgb3a2"	chr18	+	43766703	43767399	43766703	43766900	43767230	43767399
1436	"ENSMUSG00000038791"	"Scgb3a2"	chr18	+	43766703	43767399	43766703	43766966	43767230	43767399
1437	"ENSMUSG00000033819"	"Ppp1r16a"	chr15	+	76692836	76693138	76692836	76692940	76693013	76693138
1438	"ENSMUSG00000033819"	"Ppp1r16a"	chr15	+	76693013	76693724	76693013	76693138	76693594	76693724
1439	"ENSMUSG00000071646"	"Mta2"	chr19	+	8946266	8946750	8946266	8946384	8946647	8946750
1440	"ENSMUSG00000079550"	"Mpp4"	chr1	-	59144653	59146413	59144653	59144811	59146341	59146413
1441	"ENSMUSG00000079550"	"Mpp4"	chr1	-	59144653	59146413	59144653	59144850	59146341	59146413
1442	"ENSMUSG00000039356"	"Exosc2"	chr2	+	31675838	31676736	31675838	31675904	31676664	31676736
1443	"ENSMUSG00000039356"	"Exosc2"	chr2	+	31675838	31676736	31675838	31675904	31676667	31676736
1444	"ENSMUSG00000020372"	"Gnb2l1"	chr11	+	48801662	48802420	48801662	48801834	48802272	48802420
1445	"ENSMUSG00000029622"	"Arpc1b"	chr5	+	145123973	145124694	145123973	145124290	145124586	145124694
1446	"ENSMUSG00000041763"	"Tpp2"	chr1	+	43951106	43953381	43951106	43951211	43953256	43953381
1447	"ENSMUSG00000041763"	"Tpp2"	chr1	+	44001318	44003000	44001318	44001438	44002103	44003000
1448	"ENSMUSG00000061718"	"Ppp1r1b"	chr11	+	98349995	98350629	98349995	98350110	98350568	98350629
1449	"ENSMUSG00000051579"	"Tceal8"	chrX	-	136171419	136171705	136171419	136171521	136171635	136171705
1450	"ENSMUSG00000030872"	"Gga2"	chr7	-	121986721	121989801	121986721	121987664	121988273	121989801
1451	"ENSMUSG00000020385"	"Clk4"	chr11	+	51275411	51275864	51275411	51275578	51275769	51275864
1452	"ENSMUSG00000018387"	"Shroom1"	chr11	+	53465495	53466256	53465495	53466044	53466123	53466256
1453	"ENSMUSG00000038491"	"Cdk19os"	chr10	-	40350047	40350103	40350047	40350089	40350091	40350103
1454	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89363604	89363834	89363604	89363689	89363765	89363834
1455	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370394	89370675	89370394	89370488	89370600	89370675
1456	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370394	89370675	89370394	89370488	89370603	89370675
1457	"ENSMUSG00000008690"	"Ncaph2"	chr15	+	89370752	89370993	89370752	89370808	89370891	89370993
1458	"ENSMUSG00000018565"	"Elp5"	chr11	-	69979829	69980059	69979829	69979910	69979998	69980059
1459	"ENSMUSG00000041798"	"Gck"	chr11	-	5900819	5901814	5900819	5901087	5901662	5901814
1460	"ENSMUSG00000096972"	"Gm26883"	chr2	-	169883511	169888503	169883511	169883958	169884165	169888503
1461	"ENSMUSG00000079197"	"Psme2"	chr14	-	55587653	55588094	55587653	55587740	55588039	55588094
1462	"ENSMUSG00000079197"	"Psme2"	chr14	-	55589480	55589705	55589480	55589511	55589618	55589705
1463	"ENSMUSG00000064330"	"Pde6h"	chr6	+	136959225	136961205	136959225	136959394	136961164	136961205
1464	"ENSMUSG00000062202"	"Btbd9"	chr17	-	30215523	30220570	30215523	30220144	30220344	30220570
1465	"ENSMUSG00000038679"	"Trps1"	chr15	-	50830828	50831958	50830828	50831006	50831606	50831958
1466	"ENSMUSG00000038679"	"Trps1"	chr15	-	50846013	50846942	50846013	50846591	50846729	50846942
1467	"ENSMUSG00000003184"	"Irf3"	chr7	+	45000371	45001022	45000371	45000546	45000644	45001022
1468	"ENSMUSG00000102671"	"Vamp5"	chrCHR_MG184_PATCH	-	72368047	72369469	72368047	72369178	72369288	72369469
1469	"ENSMUSG00000028073"	"Pear1"	chr3	-	87752471	87752836	87752471	87752600	87752707	87752836
1470	"ENSMUSG00000028073"	"Pear1"	chr3	-	87756848	87757264	87756848	87756985	87757143	87757264
1471	"ENSMUSG00000020782"	"Llgl2"	chr11	+	115854546	115855105	115854546	115854575	115855062	115855105
1472	"ENSMUSG00000020536"	"Llgl1"	chr11	+	60712920	60714186	60712920	60713041	60713128	60714186
1473	"ENSMUSG00000020806"	"Rhbdf2"	chr11	-	116605242	116606232	116605242	116605438	116606107	116606232
1474	"ENSMUSG00000010142"	"Tnfrsf13b"	chr11	+	61141260	61141491	61141260	61141291	61141447	61141491
1475	"ENSMUSG00000038180"	"Spag4"	chr2	+	156066133	156066866	156066133	156066197	156066804	156066866
1476	"ENSMUSG00000038180"	"Spag4"	chr2	+	156066133	156066866	156066133	156066238	156066804	156066866
1477	"ENSMUSG00000018907"	"Alox12e"	chr11	-	70320729	70321139	70320729	70320890	70321035	70321139
1478	"ENSMUSG00000071653"	"1810009A15Rik"	chr19	+	8889123	8889727	8889123	8889248	8889636	8889727
1479	"ENSMUSG00000020413"	"Hus1"	chr11	-	8993136	8996932	8993136	8996346	8996783	8996932
1480	"ENSMUSG00000003421"	"Nosip"	chr7	+	45076068	45076428	45076068	45076228	45076309	45076428
1481	"ENSMUSG00000014606"	"Slc25a11"	chr11	-	70645169	70645440	70645169	70645269	70645349	70645440
1482	"ENSMUSG00000073876"	"Gm13305"	chr4	-	42162041	42162928	42162041	42162205	42162761	42162928
1483	"ENSMUSG00000073876"	"Gm13305"	chr4	-	42162761	42163039	42162761	42162928	42163006	42163039
1484	"ENSMUSG00000031537"	"Ikbkb"	chr8	-	22665488	22665911	22665488	22665636	22665811	22665911
1485	"ENSMUSG00000031537"	"Ikbkb"	chr8	-	22668944	22671745	22668944	22669096	22671630	22671745
1486	"ENSMUSG00000028521"	"Slc35d1"	chr4	-	103213870	103214092	103213870	103213957	103214058	103214092
1487	"ENSMUSG00000032892"	"Rangrf"	chr11	-	68972483	68973028	68972483	68972741	68972942	68973028
1488	"ENSMUSG00000075595"	"Zfp652"	chr11	+	95763538	95772353	95763538	95764327	95770177	95772353
1489	"ENSMUSG00000059796"	"Eif4a1"	chr11	-	69667694	69668111	69667694	69667774	69668021	69668111
1490	"ENSMUSG00000059796"	"Eif4a1"	chr11	-	69668195	69668548	69668195	69668333	69668404	69668548
1491	"ENSMUSG00000059796"	"Eif4a1"	chr11	-	69668195	69668753	69668195	69668548	69668643	69668753
1492	"ENSMUSG00000059796"	"Eif4a1"	chr11	-	69669077	69670747	69669077	69669246	69670614	69670747
1493	"ENSMUSG00000064043"	"Trerf1"	chr17	+	47353732	47353945	47353732	47353918	47353919	47353945
1494	"ENSMUSG00000025733"	"Rhot2"	chr17	-	25839984	25840335	25839984	25840107	25840221	25840335
1495	"ENSMUSG00000025733"	"Rhot2"	chr17	-	25839984	25840335	25839984	25840107	25840254	25840335
1496	"ENSMUSG00000025733"	"Rhot2"	chr17	-	25839984	25840568	25839984	25840107	25840437	25840568
1497	"ENSMUSG00000025733"	"Rhot2"	chr17	-	25841558	25841855	25841558	25841667	25841756	25841855
1498	"ENSMUSG00000025733"	"Rhot2"	chr17	-	25841756	25842091	25841756	25841855	25841989	25842091
1499	"ENSMUSG00000025733"	"Rhot2"	chr17	-	25842179	25842418	25842179	25842288	25842365	25842418
1500	"ENSMUSG00000025733"	"Rhot2"	chr17	-	25844088	25844313	25844088	25844170	25844254	25844313
1501	"ENSMUSG00000018559"	"Ctdnep1"	chr11	+	69984253	69984534	69984253	69984320	69984415	69984534
1502	"ENSMUSG00000025375"	"Aatk"	chr11	-	120007312	120009475	120007312	120008444	120009274	120009475
1503	"ENSMUSG00000018567"	"Gabarap"	chr11	+	69992364	69992700	69992364	69992443	69992581	69992700
1504	"ENSMUSG00000018567"	"Gabarap"	chr11	+	69992364	69992700	69992364	69992443	69992675	69992700
1505	"ENSMUSG00000020888"	"Dvl2"	chr11	+	70004804	70005300	70004804	70004874	70005154	70005300
1506	"ENSMUSG00000037336"	"Mfsd2b"	chr12	-	4865136	4866268	4865136	4865313	4866158	4866268
1507	"ENSMUSG00000037336"	"Mfsd2b"	chr12	-	4865136	4866529	4865136	4865313	4866448	4866529
1508	"ENSMUSG00000037336"	"Mfsd2b"	chr12	-	4865136	4866529	4865136	4866268	4866448	4866529
1509	"ENSMUSG00000037336"	"Mfsd2b"	chr12	-	4869534	4870623	4869534	4869658	4870498	4870623
1510	"ENSMUSG00000037336"	"Mfsd2b"	chr12	-	4869534	4870623	4869534	4869672	4870498	4870623
1511	"ENSMUSG00000040746"	"Rnf167"	chr11	+	70649674	70650017	70649674	70649765	70649911	70650017
1512	"ENSMUSG00000040746"	"Rnf167"	chr11	+	70649674	70650219	70649674	70650017	70650125	70650219
1513	"ENSMUSG00000040667"	"Nup88"	chr11	-	70943878	70944238	70943878	70943997	70944111	70944238
1514	"ENSMUSG00000035772"	"Mrps2"	chr2	+	28468242	28468950	28468242	28468359	28468820	28468950
1515	"ENSMUSG00000018442"	"Derl2"	chr11	-	71013442	71015800	71013442	71013638	71015726	71015800
1516	"ENSMUSG00000026709"	"Dars2"	chr1	-	161044958	161045476	161044958	161045069	161045257	161045476
1517	"ENSMUSG00000034156"	"Bzrap1"	chr11	+	87781681	87782049	87781681	87781753	87781944	87782049
1518	"ENSMUSG00000023088"	"Abcc1"	chr16	+	14466103	14467098	14466103	14466230	14466996	14467098
1519	"ENSMUSG00000074874"	"Ctla2b"	chr13	-	60895350	60896143	60895350	60895719	60896020	60896143
1520	"ENSMUSG00000026791"	"Slc2a8"	chr2	-	32974837	32976280	32974837	32974983	32976136	32976280
1521	"ENSMUSG00000026791"	"Slc2a8"	chr2	-	32981360	32981883	32981360	32981567	32981720	32981883
1522	"ENSMUSG00000029017"	"Pmpcb"	chr5	+	21743378	21746090	21743378	21743458	21745977	21746090
1523	"ENSMUSG00000042289"	"Hsd3b7"	chr7	+	127801833	127802113	127801833	127801942	127802013	127802113
1524	"ENSMUSG00000042289"	"Hsd3b7"	chr7	+	127802235	127803802	127802235	127802398	127802785	127803802
1525	"ENSMUSG00000032894"	"1700031F05Rik"	chrX	-	102859185	102859757	102859185	102859250	102859664	102859757
1526	"ENSMUSG00000020741"	"Cluh"	chr11	+	74664030	74664926	74664030	74664131	74664773	74664926
1527	"ENSMUSG00000020741"	"Cluh"	chr11	+	74665006	74665426	74665006	74665069	74665181	74665426
1528	"ENSMUSG00000022407"	"Adsl"	chr15	+	80963659	80964027	80963659	80963729	80963879	80964027
1529	"ENSMUSG00000062031"	"Athl1"	chr7	+	140944950	140945349	140944950	140945082	140945237	140945349
1530	"ENSMUSG00000062753"	"AI413582"	chr17	-	27564148	27564410	27564148	27564254	27564384	27564410
1531	"ENSMUSG00000030357"	"Fkbp4"	chr6	-	128433525	128433793	128433525	128433609	128433702	128433793
1532	"ENSMUSG00000017999"	"Ddx27"	chr2	+	167020499	167020714	167020499	167020543	167020627	167020714
1533	"ENSMUSG00000020840"	"Blmh"	chr11	+	76949959	76951185	76949959	76950069	76951043	76951185
1534	"ENSMUSG00000027404"	"Snrpb"	chr2	-	130172602	130173174	130172602	130172728	130173035	130173174
1535	"ENSMUSG00000075702"	"Selm"	chr11	+	3516485	3516920	3516485	3516520	3516841	3516920
1536	"ENSMUSG00000043716"	"Rpl7"	chr1	-	16102691	16103334	16102691	16102829	16103167	16103334
1537	"ENSMUSG00000043716"	"Rpl7"	chr1	-	16103167	16103684	16103167	16103334	16103509	16103684
1538	"ENSMUSG00000037907"	"Ankrd13b"	chr11	-	77470484	77472378	77470484	77471823	77472301	77472378
1539	"ENSMUSG00000037907"	"Ankrd13b"	chr11	-	77472448	77472877	77472448	77472612	77472724	77472877
1540	"ENSMUSG00000037907"	"Ankrd13b"	chr11	-	77473010	77473411	77473010	77473168	77473280	77473411
1541	"ENSMUSG00000037907"	"Ankrd13b"	chr11	-	77473010	77473411	77473010	77473200	77473280	77473411
1542	"ENSMUSG00000000632"	"Sez6"	chr11	+	77973782	77974329	77973782	77973977	77974190	77974329
1543	"ENSMUSG00000000632"	"Sez6"	chr11	+	77973782	77974636	77973782	77973977	77974439	77974636
1544	"ENSMUSG00000000632"	"Sez6"	chr11	+	77973782	77974636	77973782	77974329	77974439	77974636
1545	"ENSMUSG00000037791"	"Phf12"	chr11	+	78024812	78025086	78024812	78024867	78024960	78025086
1546	"ENSMUSG00000037791"	"Phf12"	chr11	+	78024812	78025086	78024812	78024929	78025023	78025086
1547	"ENSMUSG00000017405"	"Nek8"	chr11	-	78170612	78171298	78170612	78170794	78170872	78171298
1548	"ENSMUSG00000017405"	"Nek8"	chr11	-	78170872	78171298	78170872	78170952	78171089	78171298
1549	"ENSMUSG00000017405"	"Nek8"	chr11	-	78170872	78172683	78170872	78171298	78172450	78172683
1550	"ENSMUSG00000058546"	"Rpl23a"	chr11	-	78180934	78181223	78180934	78180997	78181153	78181223
1551	"ENSMUSG00000002058"	"Unc119"	chr11	+	78347796	78348259	78347796	78347899	78348086	78348259
1552	"ENSMUSG00000029029"	"Wrap73"	chr4	+	154152792	154154640	154152792	154152870	154154534	154154640
1553	"ENSMUSG00000029029"	"Wrap73"	chr4	+	154155240	154156292	154155240	154155366	154156100	154156292
1554	"ENSMUSG00000024725"	"Ostf1"	chr19	-	18584641	18586625	18584641	18584743	18586546	18586625
1555	"ENSMUSG00000029716"	"Tfr2"	chr5	+	137583404	137584066	137583404	137583632	137583925	137584066
1556	"ENSMUSG00000026721"	"Rabgap1l"	chr1	-	160740751	160740931	160740751	160740799	160740883	160740931
1557	"ENSMUSG00000054517"	"Trim65"	chr11	-	116127437	116127931	116127437	116127615	116127697	116127931
1558	"ENSMUSG00000020701"	"Tmem132e"	chr11	+	82434242	82435179	82434242	82434700	82434976	82435179
1559	"ENSMUSG00000020686"	"Gas2l2"	chr11	-	83427254	83427496	83427254	83427285	83427332	83427496
1560	"ENSMUSG00000020680"	"Taf15"	chr11	+	83504641	83505104	83504641	83504710	83504830	83505104
1561	"ENSMUSG00000038930"	"Rccd1"	chr7	-	80318858	80319341	80318858	80319026	80319245	80319341
1562	"ENSMUSG00000038930"	"Rccd1"	chr7	-	80320091	80321181	80320091	80320213	80320301	80321181
1563	"ENSMUSG00000038930"	"Rccd1"	chr7	-	80320091	80321181	80320091	80320213	80320861	80321181
1564	"ENSMUSG00000038930"	"Rccd1"	chr7	-	80320301	80321181	80320301	80320698	80320861	80321181
1565	"ENSMUSG00000031886"	"Ces2e"	chr8	+	104933527	104934672	104933527	104933754	104934446	104934672
1566	"ENSMUSG00000053746"	"Ptrh1"	chr2	+	32776303	32776806	32776303	32776523	32776706	32776806
1567	"ENSMUSG00000020516"	"Rps6kb1"	chr11	-	86511588	86511887	86511588	86511666	86511824	86511887
1568	"ENSMUSG00000039205"	"Ciz1"	chr2	+	32363197	32363656	32363197	32363298	32363622	32363656
1569	"ENSMUSG00000039205"	"Ciz1"	chr2	+	32370863	32371408	32370863	32371101	32371248	32371408
1570	"ENSMUSG00000039205"	"Ciz1"	chr2	+	32370863	32371408	32370863	32371113	32371248	32371408
1571	"ENSMUSG00000039205"	"Ciz1"	chr2	+	32374341	32375572	32374341	32374466	32375484	32375572
1572	"ENSMUSG00000039205"	"Ciz1"	chr2	+	32376265	32377362	32376265	32376427	32377292	32377362
1573	"ENSMUSG00000004267"	"Eno2"	chr6	-	124762652	124763206	124762652	124762761	124763004	124763206
1574	"ENSMUSG00000037400"	"Atp11b"	chr3	+	35837485	35839214	35837485	35837589	35839048	35839214
1575	"ENSMUSG00000037400"	"Atp11b"	chr3	+	35855104	35856276	35855104	35855228	35856071	35856276
1576	"ENSMUSG00000020486"	"Sept4"	chr11	+	87583317	87584014	87583317	87583614	87583920	87584014
1577	"ENSMUSG00000020486"	"Sept4"	chr11	+	87588717	87589085	87588717	87588852	87588967	87589085
1578	"ENSMUSG00000020486"	"Sept4"	chr11	+	87589655	87590055	87589655	87589818	87589955	87590055
1579	"ENSMUSG00000020486"	"Sept4"	chr11	+	87589655	87590055	87589655	87589818	87590008	87590055
1580	"ENSMUSG00000064289"	"Tank"	chr2	+	61643714	61644422	61643714	61643785	61644306	61644422
1581	"ENSMUSG00000002395"	"Use1"	chr8	+	71367643	71367848	71367643	71367693	71367769	71367848
1582	"ENSMUSG00000002395"	"Use1"	chr8	+	71368849	71369303	71368849	71368877	71369131	71369303
1583	"ENSMUSG00000079507"	"H2-Q1"	chr17	+	35320820	35321550	35320820	35321090	35321274	35321550
1584	"ENSMUSG00000079507"	"H2-Q1"	chr17	+	35323466	35325099	35323466	35323601	35324181	35325099
1585	"ENSMUSG00000054079"	"Utp18"	chr11	-	93869805	93870580	93869805	93869896	93870479	93870580
1586	"ENSMUSG00000020867"	"Spata20"	chr11	-	94483380	94483713	94483380	94483485	94483582	94483713
1587	"ENSMUSG00000047798"	"Cd300lf"	chr11	-	115124247	115126452	115124247	115124356	115126110	115126452
1588	"ENSMUSG00000047798"	"Cd300lf"	chr11	-	115124247	115126452	115124247	115124377	115126110	115126452
1589	"ENSMUSG00000002413"	"Braf"	chr6	-	39677377	39677641	39677377	39677472	39677571	39677641
1590	"ENSMUSG00000031827"	"Cotl1"	chr8	-	119809224	119810355	119809224	119810049	119810100	119810355
1591	"ENSMUSG00000041361"	"Myzap"	chr9	-	71552238	71555737	71552238	71552364	71555584	71555737
1592	"ENSMUSG00000026782"	"Abi2"	chr1	+	60437055	60438959	60437055	60437232	60438941	60438959
1593	"ENSMUSG00000026782"	"Abi2"	chr1	+	60476739	60481158	60476739	60476832	60478002	60481158
1594	"ENSMUSG00000014418"	"Hps5"	chr7	-	46774813	46775951	46774813	46774937	46775764	46775951
1595	"ENSMUSG00000106687"	"Dgcr8"	chrCHR_MG3833_PATCH	-	18277165	18278140	18277165	18277264	18278038	18278140
1596	"ENSMUSG00000022843"	"Clcn2"	chr16	-	20710271	20710639	20710271	20710427	20710554	20710639
1597	"ENSMUSG00000022843"	"Clcn2"	chr16	-	20712879	20713459	20712879	20713008	20713327	20713459
1598	"ENSMUSG00000006998"	"Psmd2"	chr16	+	20659678	20660102	20659678	20659780	20659956	20660102
1599	"ENSMUSG00000018659"	"Pnpo"	chr11	-	96940015	96940955	96940015	96940069	96940855	96940955
1600	"ENSMUSG00000007379"	"Dennd2c"	chr3	+	103133214	103133851	103133214	103133345	103133738	103133851
1601	"ENSMUSG00000036606"	"Plxnb2"	chr15	-	89155548	89156385	89155548	89156177	89156255	89156385
1602	"ENSMUSG00000089736"	"Tgfbr3l"	chr8	+	4250466	4250921	4250466	4250625	4250848	4250921
1603	"ENSMUSG00000074064"	"Mlycd"	chr8	+	119401480	119402590	119401480	119401593	119402433	119402590
1604	"ENSMUSG00000084786"	"Ubl5"	chr9	+	20645192	20645489	20645192	20645259	20645405	20645489
1605	"ENSMUSG00000097709"	"2810429I04Rik"	chr13	+	3478242	3480001	3478242	3478352	3479908	3480001
1606	"ENSMUSG00000038437"	"Mllt6"	chr11	+	97669423	97669636	97669423	97669499	97669548	97669636
1607	"ENSMUSG00000017221"	"Psmd3"	chr11	+	98690462	98691019	98690462	98690653	98690915	98691019
1608	"ENSMUSG00000045114"	"Prrt2"	chr7	-	127019394	127020355	127019394	127019642	127019946	127020355
1609	"ENSMUSG00000001622"	"Csn3"	chr5	+	87927571	87929254	87927571	87927633	87928269	87929254
1610	"ENSMUSG00000026785"	"Pkn3"	chr2	+	30079925	30080686	30079925	30080071	30080574	30080686
1611	"ENSMUSG00000050855"	"Zfp940"	chr7	-	29846468	29846960	29846468	29846564	29846833	29846960
1612	"ENSMUSG00000035031"	"C8a"	chr4	-	104815678	104817660	104815678	104815909	104817552	104817660
1613	"ENSMUSG00000020282"	"Rhbdf1"	chr11	-	32210397	32210758	32210397	32210551	32210657	32210758
1614	"ENSMUSG00000020282"	"Rhbdf1"	chr11	-	32210397	32210758	32210397	32210517	32210707	32210758
1615	"ENSMUSG00000020282"	"Rhbdf1"	chr11	-	32212622	32212942	32212622	32212784	32212867	32212942
1616	"ENSMUSG00000027263"	"Tubgcp4"	chr2	+	121189361	121189965	121189361	121189469	121189823	121189965
1617	"ENSMUSG00000027263"	"Tubgcp4"	chr2	+	121189361	121189965	121189361	121189469	121189826	121189965
1618	"ENSMUSG00000029102"	"Hgfac"	chr5	+	35046883	35047264	35046883	35047024	35047115	35047264
1619	"ENSMUSG00000021235"	"Coq6"	chr12	+	84368142	84368709	84368142	84368201	84368585	84368709
1620	"ENSMUSG00000021235"	"Coq6"	chr12	+	84370255	84371031	84370255	84370354	84370923	84371031
1621	"ENSMUSG00000021235"	"Coq6"	chr12	+	84370255	84371031	84370255	84370386	84370923	84371031
1622	"ENSMUSG00000021235"	"Coq6"	chr12	+	84370255	84371558	84370255	84371031	84371450	84371558
1623	"ENSMUSG00000035629"	"1700021K19Rik"	chr16	-	32842997	32843531	32842997	32843188	32843230	32843531
1624	"ENSMUSG00000021559"	"Dapk1"	chr13	+	60760634	60763185	60760634	60761884	60762356	60763185
1625	"ENSMUSG00000074796"	"Slc4a11"	chr2	-	130685230	130685663	130685230	130685404	130685494	130685663
1626	"ENSMUSG00000074796"	"Slc4a11"	chr2	-	130687158	130687484	130687158	130687291	130687370	130687484
1627	"ENSMUSG00000007029"	"Vars"	chr17	+	35004771	35005061	35004771	35004893	35004976	35005061
1628	"ENSMUSG00000007029"	"Vars"	chr17	+	35011599	35011898	35011599	35011694	35011807	35011898
1629	"ENSMUSG00000007029"	"Vars"	chr17	+	35013121	35013390	35013121	35013192	35013264	35013390
1630	"ENSMUSG00000007029"	"Vars"	chr17	+	35013642	35013896	35013642	35013747	35013827	35013896
1631	"ENSMUSG00000001240"	"Ramp2"	chr11	+	101247585	101248250	101247585	101247688	101247810	101248250
1632	"ENSMUSG00000035086"	"Becn1"	chr11	-	101289782	101290499	101289782	101289925	101290438	101290499
1633	"ENSMUSG00000035086"	"Becn1"	chr11	-	101294000	101295164	101294000	101294147	101294965	101295164
1634	"ENSMUSG00000035086"	"Becn1"	chr11	-	101294000	101295164	101294000	101294228	101294965	101295164
1635	"ENSMUSG00000035086"	"Becn1"	chr11	-	101294000	101295164	101294000	101294147	101294969	101295164
1636	"ENSMUSG00000035086"	"Becn1"	chr11	-	101294000	101295164	101294000	101294228	101294969	101295164
1637	"ENSMUSG00000035086"	"Becn1"	chr11	-	101294000	101295164	101294000	101294147	101295034	101295164
1638	"ENSMUSG00000035086"	"Becn1"	chr11	-	101294000	101295164	101294000	101294228	101295034	101295164
1639	"ENSMUSG00000035086"	"Becn1"	chr11	-	101295533	101296316	101295533	101295624	101296193	101296316
1640	"ENSMUSG00000035086"	"Becn1"	chr11	-	101295533	101296316	101295533	101295624	101296257	101296316
1641	"ENSMUSG00000056938"	"Acbd4"	chr11	+	103103525	103104172	103103525	103103644	103104092	103104172
1642	"ENSMUSG00000056938"	"Acbd4"	chr11	+	103104092	103104172	103104092	103104108	103104109	103104172
1643	"ENSMUSG00000056938"	"Acbd4"	chr11	+	103111541	103112197	103111541	103111657	103111842	103112197
1644	"ENSMUSG00000052373"	"Mpp3"	chr11	-	102023701	102025154	102023701	102023782	102025076	102025154
1645	"ENSMUSG00000034793"	"G6pc3"	chr11	+	102192748	102193226	102192748	102192867	102193084	102193226
1646	"ENSMUSG00000021281"	"Tnfaip2"	chr12	+	111448246	111448639	111448246	111448369	111448487	111448639
1647	"ENSMUSG00000021281"	"Tnfaip2"	chr12	+	111448246	111448639	111448246	111448369	111448538	111448639
1648	"ENSMUSG00000018677"	"Slc25a39"	chr11	-	102403632	102403872	102403632	102403713	102403790	102403872
1649	"ENSMUSG00000030051"	"Aplf"	chr6	-	87628428	87630175	87628428	87629921	87630015	87630175
1650	"ENSMUSG00000046415"	"B430212C06Rik"	chr18	-	67323795	67324719	67323795	67323879	67324490	67324719
1651	"ENSMUSG00000020926"	"Adam11"	chr11	+	102777630	102780262	102777630	102777648	102778130	102780262
1652	"ENSMUSG00000073125"	"Xlr3b"	chrX	+	73195941	73198385	73195941	73195976	73197352	73198385
1653	"ENSMUSG00000073125"	"Xlr3b"	chrX	+	73197352	73198385	73197352	73197470	73198285	73198385
1654	"ENSMUSG00000059540"	"Tcea2"	chr2	+	181685791	181686752	181685791	181685922	181686189	181686752
1655	"ENSMUSG00000059540"	"Tcea2"	chr2	+	181686189	181686752	181686189	181686246	181686597	181686752
