ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
4792	"ENSMUSG00000039108"	"Lsm14b"	chr2	+	180028957	180029074	180031793	180031871	180027899	180028035	180032060	180032222
4793	"ENSMUSG00000024511"	"Rab27b"	chr18	-	69989543	69989647	69994476	69994562	69986911	69987035	69996068	69996240
4794	"ENSMUSG00000020778"	"Ten1"	chr11	+	116204844	116204979	116205610	116205768	116198854	116198983	116214838	116215318
4795	"ENSMUSG00000001985"	"Grik3"	chr4	+	125659688	125659802	125670552	125670756	125656287	125656395	125685993	125686217
4796	"ENSMUSG00000051786"	"Tubgcp6"	chr15	-	89102000	89102169	89102544	89102603	89101774	89101916	89102816	89104290
4797	"ENSMUSG00000035439"	"Haus8"	chr8	-	71255646	71255712	71256007	71256120	71255406	71255565	71256458	71256551
4798	"ENSMUSG00000043857"	"Mgat5b"	chr11	+	116923339	116923452	116931622	116931770	116918862	116919543	116944864	116944980
4799	"ENSMUSG00000043857"	"Mgat5b"	chr11	+	116978061	116978208	116978363	116978480	116977680	116977836	116983591	116983666
4800	"ENSMUSG00000039307"	"Hexdc"	chr11	+	121214759	121214924	121215170	121215335	121213982	121214070	121216892	121217076
4801	"ENSMUSG00000039307"	"Hexdc"	chr11	+	121214759	121214924	121216892	121217076	121213982	121214070	121218087	121218159
4802	"ENSMUSG00000039307"	"Hexdc"	chr11	+	121221235	121221337	121221500	121221590	121220863	121221161	121222212	121222647
4803	"ENSMUSG00000054423"	"Cadps"	chr14	-	12411553	12411661	12418004	12418037	12376604	12376709	12439870	12439954
4804	"ENSMUSG00000054423"	"Cadps"	chr14	-	12418004	12418037	12449721	12449869	12411553	12411661	12454163	12454319
4805	"ENSMUSG00000054423"	"Cadps"	chr14	-	12457682	12457829	12465858	12466000	12454163	12454319	12467022	12467179
4806	"ENSMUSG00000054423"	"Cadps"	chr14	-	12485640	12485658	12486524	12486593	12473408	12473515	12488980	12489104
4807	"ENSMUSG00000054423"	"Cadps"	chr14	-	12485640	12485658	12488883	12488901	12473408	12473515	12488980	12489104
4808	"ENSMUSG00000054423"	"Cadps"	chr14	-	12486524	12486593	12488883	12488901	12473408	12473515	12488980	12489104
4809	"ENSMUSG00000032656"	"March3"	chr18	-	56783018	56783228	56807663	56807868	56775851	56776108	56811831	56812019
4810	"ENSMUSG00000024789"	"Jak2"	chr19	+	29288673	29288801	29291166	29291301	29287900	29288087	29294855	29294943
4811	"ENSMUSG00000024789"	"Jak2"	chr19	+	29288673	29288801	29294855	29294943	29287900	29288087	29295641	29295769
4812	"ENSMUSG00000024789"	"Jak2"	chr19	+	29291166	29291301	29294855	29294943	29288673	29288801	29295641	29295769
4813	"ENSMUSG00000030447"	"Cyfip1"	chr7	+	55897824	55897972	55898237	55898391	55896667	55896815	55899914	55900071
4814	"ENSMUSG00000052738"	"Suclg1"	chr6	+	73256170	73256274	73260474	73260591	73248381	73248753	73263807	73264020
4815	"ENSMUSG00000027327"	"1700037H04Rik"	chr2	-	131149440	131149542	131151617	131151760	131148155	131148294	131153593	131153710
4816	"ENSMUSG00000027327"	"1700037H04Rik"	chr2	-	131151617	131151760	131153593	131153710	131148155	131148294	131159952	131160020
4817	"ENSMUSG00000027327"	"1700037H04Rik"	chr2	-	131151617	131151760	131153584	131153710	131148155	131148294	131159952	131160081
4818	"ENSMUSG00000027327"	"1700037H04Rik"	chr2	-	131151617	131151760	131153593	131153710	131149440	131149542	131159952	131160034
4819	"ENSMUSG00000028182"	"Lrriq3"	chr3	+	155114410	155114544	155129336	155129499	155100964	155101288	155163909	155164039
4820	"ENSMUSG00000071424"	"Grid2"	chr6	+	63503291	63503447	63908865	63909150	63256005	63256944	63930906	63931112
4821	"ENSMUSG00000036019"	"Tmtc2"	chr10	-	105369949	105370778	105413216	105413787	105348434	105348549	105573666	105574435
4822	"ENSMUSG00000029364"	"Wsb2"	chr5	+	117371088	117371220	117374112	117374213	117370690	117370935	117375768	117375941
4823	"ENSMUSG00000046613"	"Vwa5b2"	chr16	+	20591379	20591550	20594179	20594399	20591151	20591300	20594566	20594724
4824	"ENSMUSG00000002833"	"Hdgfrp2"	chr17	+	56082276	56082415	56093521	56093722	56082099	56082176	56096016	56096130
4825	"ENSMUSG00000002833"	"Hdgfrp2"	chr17	+	56093521	56093722	56096016	56096130	56082276	56082415	56096204	56096276
4826	"ENSMUSG00000021557"	"Agtpbp1"	chr13	-	59460468	59460629	59465984	59466116	59449537	59450314	59473687	59473817
4827	"ENSMUSG00000021557"	"Agtpbp1"	chr13	-	59460468	59460629	59461996	59462173	59449879	59450314	59465984	59466116
4828	"ENSMUSG00000021557"	"Agtpbp1"	chr13	-	59460468	59460629	59461996	59462173	59453849	59454680	59465984	59466116
4829	"ENSMUSG00000021557"	"Agtpbp1"	chr13	-	59460468	59460629	59465984	59466116	59453849	59454680	59473687	59473817
4830	"ENSMUSG00000021557"	"Agtpbp1"	chr13	-	59461996	59462173	59465984	59466116	59449879	59450314	59473687	59474712
4831	"ENSMUSG00000021557"	"Agtpbp1"	chr13	-	59461996	59462173	59465984	59466116	59460468	59460629	59473687	59473817
4832	"ENSMUSG00000021557"	"Agtpbp1"	chr13	-	59495562	59495649	59496975	59497059	59495332	59495481	59500013	59500702
4833	"ENSMUSG00000021557"	"Agtpbp1"	chr13	-	59528386	59528518	59531056	59531203	59525145	59525239	59532012	59532076
4834	"ENSMUSG00000000627"	"Sema4f"	chr6	-	82930897	82930991	82935586	82935685	82919562	82919682	82935894	82935954
4835	"ENSMUSG00000020978"	"Klhdc2"	chr12	+	69305782	69305841	69307617	69307690	69305627	69305708	69308957	69309045
4836	"ENSMUSG00000020978"	"Klhdc2"	chr12	+	69307617	69307690	69308957	69309045	69307189	69307299	69309986	69310039
4837	"ENSMUSG00000020978"	"Klhdc2"	chr12	+	69308957	69309045	69309986	69310039	69307617	69307690	69310152	69310687
4838	"ENSMUSG00000034813"	"Grip1"	chr10	+	120038598	120038793	120049350	120049507	120038290	120038430	120050004	120050116
4839	"ENSMUSG00000020671"	"Rab10"	chr12	-	3256866	3257005	3264688	3264749	3253268	3253358	3309291	3309969
4840	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3591905	3591986	3617605	3617691	3589170	3589238	3632809	3632964
4841	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3591905	3591986	3617605	3617691	3589170	3589238	3643916	3644022
4842	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3596648	3596862	3617605	3617691	3591905	3591986	3632809	3632964
4843	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3596648	3596862	3617605	3617691	3591905	3591986	3643916	3644022
4844	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3596648	3596862	3632809	3632964	3591905	3591986	3643916	3644022
4845	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3617605	3617691	3632809	3632964	3591905	3591986	3643916	3644022
4846	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3617605	3617691	3632809	3632964	3596648	3596862	3643916	3644022
4847	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3632809	3632964	3643916	3644022	3596648	3596862	3648222	3648389
4848	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3632809	3632964	3643916	3644022	3617605	3617691	3648222	3648389
4849	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3718411	3718489	3734938	3735026	3686737	3686862	3748424	3748510
4850	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3734938	3735026	3748424	3748510	3718411	3718489	3749469	3749583
4851	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3751810	3751907	3754095	3754116	3734938	3735026	3772586	3772746
4852	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3751810	3751907	3754095	3754116	3749469	3749583	3772586	3772746
4853	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3773550	3773640	3774569	3774610	3772586	3772746	3779618	3779654
4854	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3773550	3773640	3776058	3776109	3772586	3772746	3779618	3779654
4855	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3773550	3773640	3779618	3779654	3772586	3772746	3781105	3781398
4856	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3774569	3774610	3776058	3776109	3772586	3772746	3779618	3779654
4857	"ENSMUSG00000071454"	"Dtnb"	chr12	+	3774569	3774610	3776058	3776109	3773550	3773640	3779618	3779654
4858	"ENSMUSG00000020657"	"Dnajc27"	chr12	+	4096212	4096377	4103053	4103214	4089133	4089203	4106801	4107043
4859	"ENSMUSG00000020657"	"Dnajc27"	chr12	+	4097223	4097346	4103053	4103214	4096212	4096377	4106801	4107043
4860	"ENSMUSG00000020652"	"Cenpo"	chr12	-	4217207	4217322	4231515	4231682	4216518	4216778	4233530	4233657
4861	"ENSMUSG00000022064"	"Pibf1"	chr14	+	99196348	99196451	99210939	99211070	99187717	99187808	99221558	99221643
4862	"ENSMUSG00000022064"	"Pibf1"	chr14	+	99210939	99211070	99221558	99221643	99196348	99196451	99242838	99243009
4863	"ENSMUSG00000015222"	"Map2"	chr1	+	66251661	66251712	66322403	66322468	66175272	66175495	66362202	66362280
4864	"ENSMUSG00000015222"	"Map2"	chr1	+	66251661	66251712	66362202	66362280	66175272	66175495	66380488	66380617
4865	"ENSMUSG00000015222"	"Map2"	chr1	+	66322403	66322468	66362202	66362280	66251646	66251712	66380488	66380773
4866	"ENSMUSG00000015222"	"Map2"	chr1	+	66322403	66322468	66380488	66380773	66251646	66251712	66399388	66399502
4867	"ENSMUSG00000015222"	"Map2"	chr1	+	66362202	66362280	66380488	66380773	66322403	66322468	66399388	66399502
4868	"ENSMUSG00000015222"	"Map2"	chr1	+	66412406	66416147	66416343	66416550	66401443	66401521	66416731	66416866
4869	"ENSMUSG00000015222"	"Map2"	chr1	+	66416343	66416550	66416731	66416866	66416110	66416147	66420134	66420196
4870	"ENSMUSG00000015143"	"Actn1"	chr12	-	80170182	80170248	80170685	80170766	80168857	80169016	80171728	80171875
4871	"ENSMUSG00000021428"	"Riok1"	chr13	+	38043908	38043978	38045272	38045315	38043050	38043141	38047244	38047337
4872	"ENSMUSG00000004562"	"Arhgef40"	chr14	+	52003653	52003758	52003972	52004116	52002284	52002462	52004611	52004742
4873	"ENSMUSG00000024480"	"Ap3s1"	chr18	+	46754370	46754462	46779187	46779259	46741916	46742081	46780660	46780768
4874	"ENSMUSG00000024480"	"Ap3s1"	chr18	+	46758002	46758114	46779187	46779259	46754370	46754462	46780660	46780768
4875	"ENSMUSG00000024480"	"Ap3s1"	chr18	+	46758002	46758114	46780660	46780768	46754370	46754462	46789896	46790826
4876	"ENSMUSG00000040964"	"Arhgef10l"	chr4	-	140552527	140552649	140562713	140562814	140546999	140547086	140564186	140564314
4877	"ENSMUSG00000033768"	"Nrxn2"	chr19	+	6443630	6443648	6448254	6448284	6427804	6428778	6454978	6455280
4878	"ENSMUSG00000033768"	"Nrxn2"	chr19	+	6448254	6448284	6450527	6450599	6443630	6443648	6454978	6455280
4879	"ENSMUSG00000033768"	"Nrxn2"	chr19	+	6448254	6448284	6463823	6463847	6443630	6443648	6472257	6472419
4880	"ENSMUSG00000033768"	"Nrxn2"	chr19	+	6448254	6448284	6463823	6463868	6443630	6443648	6472257	6472419
4881	"ENSMUSG00000033768"	"Nrxn2"	chr19	+	6454978	6455280	6472257	6472419	6448254	6448284	6473317	6473756
4882	"ENSMUSG00000033768"	"Nrxn2"	chr19	+	6516922	6517248	6519248	6519327	6509777	6509949	6531267	6532278
4883	"ENSMUSG00000033768"	"Nrxn2"	chr19	+	6516922	6517248	6519248	6519327	6509777	6509949	6542340	6544169
4884	"ENSMUSG00000020571"	"Pdia6"	chr12	+	17273944	17274002	17274383	17274510	17270395	17270537	17277197	17277304
4885	"ENSMUSG00000060275"	"Nrg2"	chr18	-	36031882	36031941	36032335	36032412	36024305	36024408	36038230	36038351
4886	"ENSMUSG00000041020"	"Map7d2"	chrX	+	159460266	159460365	159462113	159462224	159459377	159459483	159469962	159470093
4887	"ENSMUSG00000019794"	"Katna1"	chr10	+	7743555	7743736	7748775	7748897	7741407	7741565	7751543	7751649
4888	"ENSMUSG00000000056"	"Narf"	chr11	+	121249128	121249192	121250292	121250430	121246925	121247055	121250759	121250917
4889	"ENSMUSG00000054519"	"Zfp867"	chr11	-	59465011	59465072	59465450	59465577	59461196	59464286	59472340	59472474
4890	"ENSMUSG00000012296"	"Tjap1"	chr17	-	46271799	46271929	46282345	46282439	46264882	46264978	46282959	46283026
4891	"ENSMUSG00000024130"	"Abca3"	chr17	+	24392887	24392986	24396449	24396636	24387435	24387586	24397285	24397589
4892	"ENSMUSG00000024130"	"Abca3"	chr17	+	24396449	24396636	24397285	24397589	24392887	24392986	24398334	24398608
4893	"ENSMUSG00000024130"	"Abca3"	chr17	+	24397285	24397589	24398334	24398608	24396449	24396636	24399884	24400089
4894	"ENSMUSG00000027523"	"Gnas"	chr2	+	174334211	174334284	174343199	174343297	174328107	174330434	174345074	174345129
4895	"ENSMUSG00000020646"	"Mboat2"	chr12	+	24878190	24878336	24882716	24882794	24831598	24831774	24924198	24924294
4896	"ENSMUSG00000020646"	"Mboat2"	chr12	+	24878190	24878336	24934566	24934622	24831598	24831774	24939293	24939348
4897	"ENSMUSG00000020646"	"Mboat2"	chr12	+	24882716	24882794	24924198	24924294	24831598	24831774	24934566	24934622
4898	"ENSMUSG00000020646"	"Mboat2"	chr12	+	24882716	24882794	24924198	24924294	24878190	24878336	24934566	24934622
4899	"ENSMUSG00000020646"	"Mboat2"	chr12	+	24882716	24882794	24939293	24939348	24878190	24878336	24946505	24946686
4900	"ENSMUSG00000020646"	"Mboat2"	chr12	+	24924198	24924294	24934566	24934622	24882716	24882794	24939293	24939348
4901	"ENSMUSG00000013155"	"Enkd1"	chr8	-	105704350	105704514	105704634	105704760	105704112	105704249	105706565	105706738
4902	"ENSMUSG00000013155"	"Enkd1"	chr8	-	105704634	105704760	105706565	105706738	105704350	105704514	105707548	105707743
4903	"ENSMUSG00000050321"	"Neto1"	chr18	+	86461041	86461083	86461199	86461327	86404639	86404888	86473614	86473843
4904	"ENSMUSG00000024002"	"Brd4"	chr17	-	32229416	32229735	32253040	32253200	32225575	32225713	32284062	32284109
4905	"ENSMUSG00000090272"	"Mndal"	chr1	-	173865398	173865557	173871377	173871545	173862460	173862883	173874350	173874472
4906	"ENSMUSG00000020664"	"Dld"	chr12	-	31341377	31341478	31342743	31342813	31340863	31341007	31343374	31343443
4907	"ENSMUSG00000026110"	"Mgat4a"	chr1	-	37449095	37449162	37450328	37450407	37444806	37444919	37452230	37452424
4908	"ENSMUSG00000045038"	"Prkce"	chr17	+	86619891	86620030	86625324	86625513	86559150	86559305	86630060	86630207
4909	"ENSMUSG00000024937"	"Ehbp1l1"	chr19	-	5710210	5710310	5710573	5710697	5708757	5708831	5710792	5710848
4910	"ENSMUSG00000003863"	"Ppfia3"	chr7	-	45342325	45342501	45343552	45343579	45341686	45341784	45343740	45343803
4911	"ENSMUSG00000049313"	"Sorl1"	chr9	-	42008178	42008304	42014454	42014574	42005805	42005913	42018115	42018238
4912	"ENSMUSG00000034543"	"Morc2a"	chr11	+	3650307	3650447	3658671	3658725	3649493	3650146	3661828	3661863
4913	"ENSMUSG00000034543"	"Morc2a"	chr11	+	3685384	3685526	3685657	3685882	3684837	3684892	3685975	3686069
4914	"ENSMUSG00000029913"	"Prdm5"	chr6	+	65886084	65886178	65927916	65928021	65831248	65831371	65935969	65936373
4915	"ENSMUSG00000026356"	"Dars"	chr1	-	128387116	128387176	128389118	128389199	128378765	128378877	128391270	128391373
4916	"ENSMUSG00000020598"	"Nrcam"	chr12	+	44387899	44388055	44456624	44456702	44328884	44329096	44532457	44532659
4917	"ENSMUSG00000020598"	"Nrcam"	chr12	+	44578144	44578180	44584834	44584987	44576603	44576780	44590107	44590239
4918	"ENSMUSG00000103627"	"Iffo1"	chr6	+	125152613	125152771	125153041	125153162	125151384	125151525	125153409	125153502
4919	"ENSMUSG00000028033"	"Kcnq5"	chr1	-	21457403	21457624	21466382	21466409	21424048	21424157	21469469	21469564
4920	"ENSMUSG00000028033"	"Kcnq5"	chr1	-	21535060	21535187	21593523	21593614	21505683	21505859	21961180	21961581
4921	"ENSMUSG00000021244"	"Ylpm1"	chr12	+	85028769	85030887	85033916	85034034	85014649	85015593	85040572	85040993
4922	"ENSMUSG00000026222"	"Sp100"	chr1	+	85681085	85681139	85691974	85692049	85679058	85679109	85694258	85694309
4923	"ENSMUSG00000026222"	"Sp100"	chr1	+	85707226	85707298	85707981	85708125	85706836	85706954	85708992	85709406
4924	"ENSMUSG00000035293"	"G2e3"	chr12	+	51363951	51364020	51365254	51365559	51363416	51363546	51367774	51367956
4925	"ENSMUSG00000020954"	"Strn3"	chr12	-	51629373	51629507	51633578	51633719	51627704	51627880	51643103	51643214
4926	"ENSMUSG00000020954"	"Strn3"	chr12	-	51633578	51633719	51643103	51643214	51629373	51629507	51647993	51648135
4927	"ENSMUSG00000020955"	"Ap4s1"	chr12	+	51720635	51720722	51722979	51723048	51716941	51717150	51730887	51730899
4928	"ENSMUSG00000061603"	"Akap6"	chr12	+	53025720	53025841	53069106	53069253	53010473	53010622	53072289	53072511
4929	"ENSMUSG00000061603"	"Akap6"	chr12	+	53104514	53104730	53139380	53142768	53072289	53072511	53147810	53151015
4930	"ENSMUSG00000021010"	"Npas3"	chr12	+	53354344	53354434	53501033	53501278	53248676	53248747	53640459	53640536
4931	"ENSMUSG00000021010"	"Npas3"	chr12	+	53501033	53501278	53640459	53640536	53354344	53354434	53831695	53831785
4932	"ENSMUSG00000021027"	"Ralgapa1"	chr12	-	55702434	55702563	55707952	55708108	55698761	55698887	55708993	55709092
4933	"ENSMUSG00000049439"	"Cyp20a1"	chr1	+	60376066	60376187	60382403	60382468	60372589	60372644	60386904	60386994
4934	"ENSMUSG00000049439"	"Cyp20a1"	chr1	+	60379373	60379485	60382403	60382468	60376066	60376187	60386904	60386994
4935	"ENSMUSG00000059456"	"Ptk2b"	chr14	-	66163024	66163150	66165263	66165329	66158530	66158677	66166666	66166775
4936	"ENSMUSG00000018583"	"G3bp1"	chr11	+	55485625	55485738	55487478	55487560	55469684	55469801	55489018	55489192
4937	"ENSMUSG00000018583"	"G3bp1"	chr11	+	55487478	55487560	55489018	55489192	55485625	55485738	55491963	55492054
4938	"ENSMUSG00000026172"	"Bcs1l"	chr1	+	74590264	74590459	74590670	74590734	74589959	74590099	74590959	74591129
4939	"ENSMUSG00000021000"	"Ctage5"	chr12	+	59144698	59144770	59146335	59146362	59137697	59137786	59146846	59146957
4940	"ENSMUSG00000021000"	"Ctage5"	chr12	+	59149463	59149568	59154355	59154478	59147851	59147923	59158252	59158367
4941	"ENSMUSG00000021000"	"Ctage5"	chr12	+	59174105	59174188	59176330	59176459	59172524	59172592	59179849	59180008
4942	"ENSMUSG00000021000"	"Ctage5"	chr12	+	59176330	59176459	59179849	59180008	59172524	59172592	59184186	59184297
4943	"ENSMUSG00000021000"	"Ctage5"	chr12	+	59176330	59176459	59179849	59180008	59174105	59174188	59184186	59184303
4944	"ENSMUSG00000031349"	"Nsdhl"	chrX	+	72952842	72952971	72955071	72955214	72949164	72949311	72956336	72956439
4945	"ENSMUSG00000034912"	"Mdga2"	chr12	-	66568742	66569012	66655107	66655437	66550480	66550629	66689257	66689527
4946	"ENSMUSG00000034912"	"Mdga2"	chr12	-	66629904	66630198	66655107	66655437	66568742	66569012	66689257	66689527
4947	"ENSMUSG00000036167"	"Pphln1"	chr15	+	93410691	93410783	93424013	93424075	93398349	93398461	93441500	93441712
4948	"ENSMUSG00000036167"	"Pphln1"	chr15	+	93410691	93410783	93424013	93424075	93398463	93398704	93441500	93441712
4949	"ENSMUSG00000036167"	"Pphln1"	chr15	+	93455450	93455530	93459671	93459791	93441500	93441712	93465104	93465245
4950	"ENSMUSG00000036167"	"Pphln1"	chr15	+	93459671	93459791	93465104	93465245	93455450	93455530	93488973	93491498
4951	"ENSMUSG00000012609"	"Ttll5"	chr12	+	85933281	85933674	85939325	85939510	85932724	85932808	85956565	85956720
4952	"ENSMUSG00000012609"	"Ttll5"	chr12	+	85939325	85939510	85956565	85956720	85933281	85933674	85996000	85996196
4953	"ENSMUSG00000012609"	"Ttll5"	chr12	+	85939328	85939510	85956565	85956720	85933281	85933674	85996000	85996196
4954	"ENSMUSG00000026615"	"Eprs"	chr1	+	185372917	185373057	185374117	185374212	185370888	185371045	185379544	185379737
4955	"ENSMUSG00000026615"	"Eprs"	chr1	+	185415753	185415951	185418211	185418385	185414329	185414485	185420126	185420287
4956	"ENSMUSG00000052752"	"Traf7"	chr17	-	24514712	24514829	24516504	24516596	24514124	24514217	24518741	24518799
4957	"ENSMUSG00000052752"	"Traf7"	chr17	-	24514712	24514829	24516504	24516599	24514124	24514217	24518741	24518799
4958	"ENSMUSG00000052752"	"Traf7"	chr17	-	24514712	24514866	24516504	24516596	24514124	24514217	24518741	24518799
4959	"ENSMUSG00000052752"	"Traf7"	chr17	-	24514712	24514866	24516504	24516599	24514124	24514217	24518741	24518799
4960	"ENSMUSG00000102252"	"Snrpn"	chr7	-	59988601	59988747	59995405	59995554	59987411	59987563	59999317	59999413
4961	"ENSMUSG00000102252"	"Snrpn"	chr7	-	59995405	59995554	59999317	59999413	59988601	59988747	60005035	60005111
4962	"ENSMUSG00000056553"	"Ptprn2"	chr12	+	116580398	116580449	116722082	116722196	116485728	116485973	116824316	116824419
4963	"ENSMUSG00000056553"	"Ptprn2"	chr12	+	116722082	116722196	116824316	116824419	116580398	116580449	116841243	116841406
4964	"ENSMUSG00000056553"	"Ptprn2"	chr12	+	116824316	116824419	116841243	116841406	116722082	116722196	116858842	116859191
4965	"ENSMUSG00000056553"	"Ptprn2"	chr12	+	117161593	117161806	117184580	117184775	117022803	117022868	117211855	117212003
4966	"ENSMUSG00000056553"	"Ptprn2"	chr12	+	117233283	117233361	117247656	117247776	117227146	117227220	117248533	117248700
4967	"ENSMUSG00000056553"	"Ptprn2"	chr12	+	117255448	117255610	117269576	117269650	117253602	117253656	117276558	117276849
4968	"ENSMUSG00000056553"	"Ptprn2"	chr12	+	117255545	117255610	117269576	117269650	117253602	117253656	117276558	117276793
4969	"ENSMUSG00000031732"	"Phlpp2"	chr8	+	109876802	109877083	109895507	109895641	109868541	109868717	109904239	109904971
4970	"ENSMUSG00000039826"	"Trub2"	chr2	-	29784952	29785027	29786475	29786607	29782119	29782201	29787502	29787634
4971	"ENSMUSG00000058589"	"Anks1b"	chr10	+	90577088	90577195	90644457	90644556	90512814	90512875	90680766	90680919
4972	"ENSMUSG00000058589"	"Anks1b"	chr10	+	90644457	90644556	90680766	90680919	90576516	90577195	90895098	90895206
4973	"ENSMUSG00000058589"	"Anks1b"	chr10	+	90680766	90680919	90895098	90895206	90644457	90644556	90914692	90914767
4974	"ENSMUSG00000058589"	"Anks1b"	chr10	+	90680766	90680919	90895098	90895206	90644457	90644556	90914695	90914767
4975	"ENSMUSG00000058589"	"Anks1b"	chr10	+	90680766	90680919	90895098	90895206	90644457	90644556	90921295	90921424
4976	"ENSMUSG00000058589"	"Anks1b"	chr10	+	90895098	90895206	90914692	90914767	90680766	90680919	90921295	90921424
4977	"ENSMUSG00000058589"	"Anks1b"	chr10	+	90895098	90895206	90914695	90914767	90680766	90680919	90921295	90921424
4978	"ENSMUSG00000058589"	"Anks1b"	chr10	+	90897246	90897426	90914692	90914767	90895098	90895206	90921295	90921424
4979	"ENSMUSG00000058589"	"Anks1b"	chr10	+	90897246	90897426	90914695	90914767	90895098	90895206	90921295	90921424
4980	"ENSMUSG00000058589"	"Anks1b"	chr10	+	90897246	90897426	90921295	90921424	90895098	90895206	90940563	90940575
4981	"ENSMUSG00000058589"	"Anks1b"	chr10	+	90897348	90897426	90921295	90921424	90895098	90895206	90940563	90940575
4982	"ENSMUSG00000058589"	"Anks1b"	chr10	+	90923530	90923602	90940563	90940575	90921295	90921424	90941425	90941438
4983	"ENSMUSG00000068040"	"Tm9sf4"	chr2	+	153178885	153179002	153182387	153182487	153161540	153161571	153187262	153187431
4984	"ENSMUSG00000068040"	"Tm9sf4"	chr2	+	153178888	153179002	153182387	153182487	153161302	153161571	153187262	153187431
4985	"ENSMUSG00000068040"	"Tm9sf4"	chr2	+	153198349	153198433	153203781	153203901	153195489	153195565	153204534	153204624
4986	"ENSMUSG00000068040"	"Tm9sf4"	chr2	+	153200642	153200818	153204534	153204624	153198349	153198433	153208606	153210466
4987	"ENSMUSG00000021109"	"Hif1a"	chr12	+	73928213	73928298	73930656	73930769	73927985	73928131	73932273	73932476
4988	"ENSMUSG00000021109"	"Hif1a"	chr12	+	73930656	73930769	73932273	73932476	73928213	73928298	73936189	73936296
4989	"ENSMUSG00000021109"	"Hif1a"	chr12	+	73932273	73932476	73937652	73937800	73930656	73930769	73939528	73939749
4990	"ENSMUSG00000021109"	"Hif1a"	chr12	+	73944078	73944187	73944910	73945037	73941960	73942385	73945551	73947530
4991	"ENSMUSG00000034341"	"Wbp2"	chr11	-	116080545	116080680	116081231	116081324	116080221	116080344	116082275	116082411
4992	"ENSMUSG00000034341"	"Wbp2"	chr11	-	116081231	116081324	116082275	116082411	116080545	116080680	116083838	116083947
4993	"ENSMUSG00000021051"	"Ppp2r5e"	chr12	-	75485131	75485224	75493413	75493515	75469731	75469862	75515601	75515798
4994	"ENSMUSG00000021051"	"Ppp2r5e"	chr12	-	75485131	75485224	75515601	75515798	75469731	75469862	75593168	75593332
4995	"ENSMUSG00000021051"	"Ppp2r5e"	chr12	-	75493413	75493515	75515601	75515798	75485131	75485224	75593168	75593332
4996	"ENSMUSG00000028232"	"Tmem68"	chr4	-	3551751	3551891	3554353	3554414	3549040	3550579	3560498	3560692
4997	"ENSMUSG00000028232"	"Tmem68"	chr4	-	3551751	3551891	3560498	3560692	3549040	3550579	3564092	3564257
4998	"ENSMUSG00000028232"	"Tmem68"	chr4	-	3554353	3554414	3560498	3560692	3551751	3551891	3564092	3564257
4999	"ENSMUSG00000033411"	"Ctdspl2"	chr2	+	121978891	121979041	121981151	121981364	121977330	121977469	121986948	121987027
5000	"ENSMUSG00000024410"	"3110002H16Rik"	chr18	+	12188559	12188637	12188819	12189081	12188208	12188328	12189159	12189385
5001	"ENSMUSG00000002799"	"Jag2"	chr12	-	112915604	112915718	112915879	112915993	112915470	112915517	112916333	112916447
5002	"ENSMUSG00000002799"	"Jag2"	chr12	-	112916808	112916939	112920071	112920132	112916603	112916723	112920230	112920482
5003	"ENSMUSG00000033373"	"Fntb"	chr12	+	76897326	76897413	76906944	76907074	76887971	76888055	76910210	76910246
5004	"ENSMUSG00000021114"	"Atp6v1d"	chr12	-	78850471	78850539	78852264	78852344	78849739	78849784	78857226	78857344
5005	"ENSMUSG00000021114"	"Atp6v1d"	chr12	-	78852264	78852344	78857226	78857344	78850471	78850539	78861418	78861638
5006	"ENSMUSG00000021116"	"Eif2s1"	chr12	+	78877091	78877243	78879950	78880057	78874563	78874643	78881131	78881229
5007	"ENSMUSG00000015709"	"Arnt2"	chr7	-	84251365	84251502	84262392	84262543	84246280	84250154	84263178	84263317
5008	"ENSMUSG00000027677"	"Ttc14"	chr3	+	33801190	33801390	33802858	33802943	33800955	33801080	33803074	33803204
5009	"ENSMUSG00000027677"	"Ttc14"	chr3	+	33803449	33803605	33803999	33804071	33803074	33803204	33804420	33804540
5010	"ENSMUSG00000027677"	"Ttc14"	chr3	+	33803999	33804071	33804420	33804540	33803449	33803605	33804639	33804762
5011	"ENSMUSG00000027677"	"Ttc14"	chr3	+	33803999	33804071	33804420	33804540	33803449	33803605	33806815	33806933
