	GeneID	chr	strand	shortSplice	longSplice	shareSplice
1657	ENSMUSG00000034343	chr1	+	91254262	91254259	91253827
1662	ENSMUSG00000068263	chr6	+	87750623	87750620	87749277
1663	ENSMUSG00000021340	chr13	+	24962626	24962589	24962427
1666	ENSMUSG00000019854	chr10	+	18107670	18107667	18104275
1670	ENSMUSG00000034269	chr6	+	113110373	113110316	113109990
1671	ENSMUSG00000034269	chr6	+	113110373	113110316	113110221
1680	ENSMUSG00000015536	chr13	+	114826157	114825210	114824694
1681	ENSMUSG00000015536	chr13	+	114826204	114826157	114825265
1682	ENSMUSG00000015536	chr13	+	114826204	114826157	114825361
1685	ENSMUSG00000026339	chr1	+	121462235	121462232	121461979
1686	ENSMUSG00000026339	chr1	+	121496983	121494395	121492987
1688	ENSMUSG00000010110	chr19	+	8743352	8743079	8742924
1689	ENSMUSG00000010110	chr19	+	8754908	8754876	8750027
1690	ENSMUSG00000047793	chr1	+	93281651	93281607	93281350
1698	ENSMUSG00000034947	chr11	+	101582624	101582500	101582325
1702	ENSMUSG00000026283	chr1	+	93811781	93811764	93806119
1703	ENSMUSG00000021123	chr12	+	79212688	79212652	79211543
1704	ENSMUSG00000023027	chr15	+	100245244	100245231	100232831
1710	ENSMUSG00000038534	chr11	+	97052526	97052485	97052376
1711	ENSMUSG00000018449	chr11	+	70974993	70974899	70974132
1712	ENSMUSG00000028641	chr4	+	119241682	119241661	119241534
1722	ENSMUSG00000038866	chr1	+	106027402	106027387	106023758
1727	ENSMUSG00000025583	chr11	+	119874160	119874153	119872399
1728	ENSMUSG00000043372	chr11	+	103134034	103134031	103133457
1729	ENSMUSG00000047248	chr7	+	100380025	100379967	100374533
1731	ENSMUSG00000004207	chr10	+	60299097	60299091	60296002
1735	ENSMUSG00000029407	chr5	+	92187704	92187697	92187345
1736	ENSMUSG00000078773	chr4	+	11601632	11601550	11599901
1740	ENSMUSG00000039156	chr5	+	54111009	54110871	54110637
1744	ENSMUSG00000024238	chr18	+	5766391	5766220	5761433
1745	ENSMUSG00000000600	chr5	+	3806464	3806418	3803483
1746	ENSMUSG00000000600	chr5	+	3806464	3806418	3804426
1747	ENSMUSG00000033857	chr11	+	118479089	118479085	118478953
1748	ENSMUSG00000033857	chr11	+	118486447	118486444	118485905
1749	ENSMUSG00000033857	chr11	+	118486821	118486705	118486553
1750	ENSMUSG00000022106	chr14	+	73154319	73154314	73151615
1751	ENSMUSG00000022106	chr14	+	73166531	73166479	73162477
1755	ENSMUSG00000026427	chr1	+	131160462	131160409	131158299
1757	ENSMUSG00000021175	chr12	+	117870008	117870005	117865164
1760	ENSMUSG00000079330	chr1	+	132255420	132255354	132232337
1761	ENSMUSG00000063052	chr3	+	158041619	158041585	158040622
1764	ENSMUSG00000039678	chr2	+	30135408	30135368	30134870
1768	ENSMUSG00000047459	chr2	+	155242734	155242730	155236940
1775	ENSMUSG00000025260	chrX	+	152003652	152003622	152003525
1776	ENSMUSG00000033021	chr1	+	75436783	75436777	75436193
1777	ENSMUSG00000033021	chr1	+	75436783	75436777	75436445
1778	ENSMUSG00000033021	chr1	+	75440487	75440411	75439404
1781	ENSMUSG00000027001	chr2	+	80624325	80624207	80621240
1783	ENSMUSG00000020430	chr11	+	3973448	3973436	3973368
1785	ENSMUSG00000003581	chr11	+	4137308	4137211	4136797
1787	ENSMUSG00000021111	chr12	+	105828283	105828280	105827086
1789	ENSMUSG00000028270	chr3	+	142625552	142625512	142624702
1791	ENSMUSG00000020476	chr11	+	5797283	5797274	5797175
1792	ENSMUSG00000020476	chr11	+	5797286	5797274	5797175
1793	ENSMUSG00000020476	chr11	+	5797286	5797283	5797175
1794	ENSMUSG00000028282	chr4	+	32631815	32631805	32631166
1795	ENSMUSG00000017715	chr11	+	118014646	118014573	118005891
1796	ENSMUSG00000039041	chr2	+	180175242	180175159	180174946
1801	ENSMUSG00000059552	chr11	+	69591349	69591253	69590762
1802	ENSMUSG00000061518	chr1	+	36692450	36692430	36692284
1803	ENSMUSG00000017309	chr11	+	102047105	102046853	102043304
1804	ENSMUSG00000020070	chr10	+	63004656	63002945	63002280
1805	ENSMUSG00000042323	chr14	+	31025500	31025497	31022859
1806	ENSMUSG00000042323	chr14	+	31025500	31025497	31023170
1807	ENSMUSG00000042323	chr14	+	31025500	31025497	31023179
1808	ENSMUSG00000042323	chr14	+	31074775	31074770	31067964
1809	ENSMUSG00000042323	chr14	+	31082552	31082549	31074982
1811	ENSMUSG00000034544	chr3	+	66996470	66996464	66994712
1815	ENSMUSG00000002059	chr11	+	78191610	78191574	78191455
1816	ENSMUSG00000020319	chr11	+	21691834	21691769	21689682
1818	ENSMUSG00000036875	chr10	+	62969779	62969775	62967742
1819	ENSMUSG00000049811	chr11	+	23015658	23015654	23013647
1820	ENSMUSG00000020280	chr11	+	23667287	23667277	23666549
1822	ENSMUSG00000002845	chr16	+	38585379	38585175	38582124
1824	ENSMUSG00000040557	chr5	+	134932720	134932621	134932410
1825	ENSMUSG00000009585	chr15	+	79897743	79897694	79895558
1826	ENSMUSG00000052533	chr2	+	30302000	30301951	30301089
1827	ENSMUSG00000052533	chr2	+	30302004	30301951	30301089
1828	ENSMUSG00000052533	chr2	+	30302004	30302000	30301089
1832	ENSMUSG00000010097	chr19	+	8767281	8767227	8767148
1833	ENSMUSG00000068735	chr2	+	93197608	93197461	93196978
1834	ENSMUSG00000068735	chr2	+	93197611	93197461	93196978
1835	ENSMUSG00000068735	chr2	+	93197611	93197608	93196978
1837	ENSMUSG00000006720	chr13	+	21950233	21950202	21949786
1840	ENSMUSG00000029625	chr5	+	145178783	145178757	145177302
1841	ENSMUSG00000029625	chr5	+	145178832	145178757	145177302
1842	ENSMUSG00000029625	chr5	+	145178835	145178757	145177302
1843	ENSMUSG00000029625	chr5	+	145178832	145178783	145177302
1844	ENSMUSG00000029625	chr5	+	145178835	145178783	145177302
1845	ENSMUSG00000029625	chr5	+	145178835	145178832	145177302
1846	ENSMUSG00000057098	chr11	+	44907906	44907903	44883931
1847	ENSMUSG00000057098	chr11	+	44907906	44907903	44883955
1848	ENSMUSG00000017943	chr2	+	163446033	163446024	163438725
1849	ENSMUSG00000002280	chr17	+	25776965	25776948	25775141
1850	ENSMUSG00000002280	chr17	+	25781240	25781192	25780952
1852	ENSMUSG00000040767	chr11	+	32207573	32207556	32207043
1853	ENSMUSG00000040767	chr11	+	32208333	32208311	32207662
1856	ENSMUSG00000039356	chr2	+	31676667	31676664	31675904
1857	ENSMUSG00000029622	chr5	+	145125890	145125878	145125784
1858	ENSMUSG00000040350	chr11	+	48845435	48845431	48838932
1859	ENSMUSG00000034902	chr10	+	81305185	81305138	81304715
1863	ENSMUSG00000041763	chr1	+	43972555	43972529	43971732
1864	ENSMUSG00000041763	chr1	+	43983237	43983071	43981867
1865	ENSMUSG00000020366	chr11	+	49869211	49869171	49867041
1866	ENSMUSG00000020366	chr11	+	49883146	49883141	49882199
1871	ENSMUSG00000047098	chr14	+	55596174	55596006	55595760
1872	ENSMUSG00000003847	chr8	+	107361746	107361743	107358766
1873	ENSMUSG00000015092	chr2	+	25560968	25560584	25560202
1874	ENSMUSG00000018398	chr11	+	53534954	53534948	53534628
1875	ENSMUSG00000008690	chr15	+	89370603	89370600	89370488
1876	ENSMUSG00000009090	chr11	+	5018096	5018015	5016851
1878	ENSMUSG00000026648	chr2	+	3437001	3436988	3433806
1879	ENSMUSG00000026648	chr2	+	3437001	3436988	3436493
1880	ENSMUSG00000026648	chr2	+	3437029	3436988	3436493
1881	ENSMUSG00000026648	chr2	+	3437029	3437001	3436493
1882	ENSMUSG00000040950	chr11	+	70135051	70135048	70134263
1883	ENSMUSG00000028796	chr4	+	128748032	128748007	128747242
1887	ENSMUSG00000061859	chr4	+	98441065	98441053	98437470
1888	ENSMUSG00000030861	chr7	+	131424471	131424436	131410787
1890	ENSMUSG00000026315	chr1	+	107597459	107597454	107590287
1891	ENSMUSG00000006932	chr9	+	120951021	120950893	120950749
1892	ENSMUSG00000006932	chr9	+	120957109	120957106	120955972
1897	ENSMUSG00000026131	chr1	+	34166941	34166938	34166305
1902	ENSMUSG00000036860	chr11	+	59204174	59204171	59202719
1903	ENSMUSG00000036860	chr11	+	59204555	59204534	59204255
1907	ENSMUSG00000005417	chr11	+	59735943	59735829	59731592
1908	ENSMUSG00000026017	chr1	+	60109326	60109221	60105434
1909	ENSMUSG00000026017	chr1	+	60109326	60109221	60105427
1910	ENSMUSG00000026017	chr1	+	60109326	60109221	60108200
1911	ENSMUSG00000027088	chr2	+	69792372	69792336	69790321
1912	ENSMUSG00000026840	chr2	+	31925980	31925947	31925743
1914	ENSMUSG00000035469	chr14	+	59206803	59206763	59205722
1915	ENSMUSG00000020782	chr11	+	115854811	115854731	115854575
1916	ENSMUSG00000020485	chr11	+	87742795	87742707	87738273
1917	ENSMUSG00000029130	chr5	+	29196622	29196579	29196397
1918	ENSMUSG00000029130	chr5	+	29198624	29198573	29198020
1919	ENSMUSG00000029130	chr5	+	29198667	29198573	29198020
1920	ENSMUSG00000029130	chr5	+	29198667	29198624	29198020
1923	ENSMUSG00000003421	chr7	+	45076626	45076551	45076428
1924	ENSMUSG00000040785	chr16	+	94410871	94410832	94403368
1925	ENSMUSG00000040785	chr16	+	94410871	94410832	94409729
1926	ENSMUSG00000040785	chr16	+	94439187	94439184	94435546
1927	ENSMUSG00000040785	chr16	+	94459761	94459717	94458032
1928	ENSMUSG00000018750	chr11	+	69775861	69775801	69775442
1929	ENSMUSG00000069844	chr11	+	67055730	67055715	67053865
1930	ENSMUSG00000006345	chr10	+	75574231	75574228	75573748
1933	ENSMUSG00000054477	chr18	+	45655198	45655197	45561316
1934	ENSMUSG00000015980	chr7	+	139227966	139227919	139226361
1937	ENSMUSG00000021239	chr12	+	84593128	84593071	84592351
1938	ENSMUSG00000020895	chr11	+	69071373	69071356	69071291
1941	ENSMUSG00000035139	chr13	+	51654495	51654385	51652755
1944	ENSMUSG00000064043	chr17	+	47317770	47317767	47316660
1945	ENSMUSG00000064043	chr17	+	47353732	47353696	47348856
1946	ENSMUSG00000028580	chr4	+	130743692	130743689	130741556
1951	ENSMUSG00000018567	chr11	+	69992675	69992581	69992443
1953	ENSMUSG00000039844	chr2	+	29710155	29710152	29707400
1954	ENSMUSG00000039844	chr2	+	29733576	29733419	29732919
1955	ENSMUSG00000040746	chr11	+	70649911	70649674	70649532
1959	ENSMUSG00000027900	chr3	+	106555166	106555163	106552280
1960	ENSMUSG00000034156	chr11	+	87781944	87781681	87781593
1961	ENSMUSG00000073423	chr17	+	33629796	33629780	33629698
1962	ENSMUSG00000035437	chr2	+	37469515	37469376	37452301
1963	ENSMUSG00000023088	chr16	+	14459023	14458996	14457969
1965	ENSMUSG00000030982	chr7	+	118743609	118743594	118740775
1966	ENSMUSG00000031772	chr8	+	112858162	112858158	112856517
1967	ENSMUSG00000029017	chr5	+	21745977	21743378	21742956
1969	ENSMUSG00000014361	chr2	+	128778919	128778914	128777498
1970	ENSMUSG00000042289	chr7	+	127801460	127801391	127801246
1971	ENSMUSG00000042289	chr7	+	127802013	127801833	127801616
1972	ENSMUSG00000042289	chr7	+	127802328	127802235	127802113
1973	ENSMUSG00000023150	chr1	+	151356128	151355166	151354093
1974	ENSMUSG00000023150	chr1	+	151356128	151355166	151354759
1983	ENSMUSG00000072946	chr12	+	84310918	84310902	84308432
1984	ENSMUSG00000017999	chr2	+	167020627	167020499	167020039
1985	ENSMUSG00000020840	chr11	+	76951043	76949959	76946439
1986	ENSMUSG00000075702	chr11	+	3516841	3516485	3516296
1990	ENSMUSG00000002767	chr17	+	46648669	46648658	46648587
1991	ENSMUSG00000000632	chr11	+	77973782	77973746	77973260
1992	ENSMUSG00000000632	chr11	+	77973837	77973746	77973260
1993	ENSMUSG00000000632	chr11	+	77973837	77973782	77973260
2002	ENSMUSG00000002058	chr11	+	78348086	78347796	78347331
2003	ENSMUSG00000002058	chr11	+	78348530	78348464	78348259
2004	ENSMUSG00000048489	chr6	+	116651695	116651692	116650845
2016	ENSMUSG00000025648	chr9	+	108998858	108998841	108992112
2017	ENSMUSG00000025648	chr9	+	109008348	109008311	109007748
2018	ENSMUSG00000025648	chr9	+	109010448	109010341	109008470
2020	ENSMUSG00000042015	chr13	+	94978473	94978469	94976589
2021	ENSMUSG00000052656	chr6	+	71508868	71508685	71505849
2024	ENSMUSG00000035152	chr11	+	83324624	83324510	83322074
2025	ENSMUSG00000026584	chr1	+	163934692	163934631	163933693
2026	ENSMUSG00000026584	chr1	+	163941106	163941020	163938796
2027	ENSMUSG00000026584	chr1	+	163941106	163941020	163939983
2028	ENSMUSG00000026584	chr1	+	163946202	163946163	163944935
2029	ENSMUSG00000079184	chr14	+	56695668	56695620	56693578
2030	ENSMUSG00000000530	chr15	+	101134644	101134606	101129063
2031	ENSMUSG00000000530	chr15	+	101134675	101134644	101130051
2032	ENSMUSG00000000530	chr15	+	101134675	101134644	101134197
2036	ENSMUSG00000039205	chr2	+	32363622	32363432	32363158
2037	ENSMUSG00000039205	chr2	+	32370046	32370031	32367532
2040	ENSMUSG00000037400	chr3	+	35856071	35855104	35849564
2041	ENSMUSG00000020486	chr11	+	87590008	87589955	87589818
2045	ENSMUSG00000018377	chr11	+	88076190	88076172	88074725
2046	ENSMUSG00000033773	chr5	+	107641953	107641782	107633131
2047	ENSMUSG00000064289	chr2	+	61626905	61626902	61613715
2048	ENSMUSG00000064289	chr2	+	61626905	61626902	61613798
2049	ENSMUSG00000064289	chr2	+	61644306	61643714	61627839
2052	ENSMUSG00000002395	chr8	+	71367643	71367497	71367369
2053	ENSMUSG00000002395	chr8	+	71367769	71367643	71367369
2056	ENSMUSG00000047473	chr7	+	29789340	29789337	29786303
2059	ENSMUSG00000017679	chr2	+	163607211	163607208	163602669
2061	ENSMUSG00000020873	chr11	+	95386510	95386485	95385904
2063	ENSMUSG00000048029	chr19	+	58945533	58945530	58943621
2064	ENSMUSG00000048029	chr19	+	58964438	58964377	58962907
2065	ENSMUSG00000038811	chr11	+	95845050	95845031	95843895
2067	ENSMUSG00000026782	chr1	+	60450169	60450070	60448202
2068	ENSMUSG00000026782	chr1	+	60470671	60470665	60453762
2069	ENSMUSG00000026782	chr1	+	60470671	60470665	60464615
2073	ENSMUSG00000022841	chr16	+	20540974	20540968	20540415
2074	ENSMUSG00000018672	chr11	+	96855259	96855255	96854639
2082	ENSMUSG00000034757	chr11	+	102287579	102287307	102285088
2083	ENSMUSG00000084786	chr9	+	20645621	20645601	20645489
2086	ENSMUSG00000018167	chr11	+	98375079	98375003	98372342
2087	ENSMUSG00000018167	chr11	+	98376497	98376489	98375728
2089	ENSMUSG00000017221	chr11	+	98693382	98693310	98691019
2097	ENSMUSG00000022827	chr16	+	37563668	37563615	37556950
2098	ENSMUSG00000022827	chr16	+	37563668	37563615	37560109
2099	ENSMUSG00000027263	chr2	+	121189826	121189823	121189469
2103	ENSMUSG00000021235	chr12	+	84368585	84368142	84367019
2104	ENSMUSG00000021235	chr12	+	84370923	84370255	84368709
2105	ENSMUSG00000021235	chr12	+	84371450	84371403	84371170
2106	ENSMUSG00000018217	chr11	+	63133127	63133124	63129150
2107	ENSMUSG00000018217	chr11	+	63133127	63133124	63131654
2108	ENSMUSG00000018217	chr11	+	63133127	63133124	63132697
2109	ENSMUSG00000018217	chr11	+	63133127	63133124	63133001
2110	ENSMUSG00000017801	chr11	+	101088597	101088592	101087790
2111	ENSMUSG00000017801	chr11	+	101088597	101088592	101088325
2113	ENSMUSG00000024052	chr17	+	71229309	71229307	71225241
2114	ENSMUSG00000001240	chr11	+	101247585	101247402	101247144
2115	ENSMUSG00000001240	chr11	+	101247810	101247585	101247144
2121	ENSMUSG00000025509	chr7	+	141458083	141458004	141457657
2122	ENSMUSG00000025509	chr7	+	141458106	141458004	141457657
2123	ENSMUSG00000025509	chr7	+	141458106	141458083	141457657
2124	ENSMUSG00000099481	chr7	+	102071218	102071186	102065942
2125	ENSMUSG00000099481	chr7	+	102071218	102071186	102069991
2130	ENSMUSG00000034793	chr11	+	102193084	102192748	102192563
2131	ENSMUSG00000021281	chr12	+	111448538	111448487	111448369
2134	ENSMUSG00000020926	chr11	+	102774639	102774631	102774513
2136	ENSMUSG00000055805	chr11	+	103193450	103193447	103193202
2137	ENSMUSG00000059540	chr2	+	181685791	181685776	181684533
2138	ENSMUSG00000028289	chr4	+	28947539	28947527	28943378
2139	ENSMUSG00000018411	chr11	+	104298545	104298497	104294924
2140	ENSMUSG00000018411	chr11	+	104305312	104305211	104302410
2141	ENSMUSG00000098659	chr3	+	4799492	4799476	4798822
2149	ENSMUSG00000049281	chr9	+	40277071	40277067	40270047
2152	ENSMUSG00000034706	chr11	+	114752892	114752856	114751921
2153	ENSMUSG00000034652	chr11	+	114894669	114894657	114893594
2156	ENSMUSG00000024845	chr19	+	4127576	4127549	4127121
2157	ENSMUSG00000024845	chr19	+	4131030	4130856	4127836
2158	ENSMUSG00000024845	chr19	+	4131396	4131361	4131282
2162	ENSMUSG00000039068	chr3	+	152449015	152449012	152448926
2169	ENSMUSG00000039307	chr11	+	121221082	121220863	121219923
2170	ENSMUSG00000029710	chr5	+	137362389	137362362	137361466
2171	ENSMUSG00000050106	chr11	+	117784112	117784109	117783920
2174	ENSMUSG00000025372	chr11	+	119997008	119996888	119996747
2175	ENSMUSG00000033955	chr2	+	85050864	85050860	85048135
2176	ENSMUSG00000033955	chr2	+	85050864	85050860	85050560
2178	ENSMUSG00000025142	chr11	+	120701143	120701123	120689341
2179	ENSMUSG00000025142	chr11	+	120709111	120709070	120708999
2181	ENSMUSG00000003233	chr16	+	20526317	20526266	20526156
2187	ENSMUSG00000046613	chr16	+	20603851	20603847	20602189
2190	ENSMUSG00000034813	chr10	+	119986331	119985473	119978607
2192	ENSMUSG00000023473	chr9	+	108845044	108845041	108844542
2193	ENSMUSG00000020654	chr12	+	4208579	4208576	4206978
2194	ENSMUSG00000015222	chr1	+	66401446	66401443	66399502
2195	ENSMUSG00000015222	chr1	+	66420137	66420134	66401521
2196	ENSMUSG00000042207	chr1	+	134593337	134593328	134588947
2197	ENSMUSG00000022961	chr16	+	91678153	91678100	91677704
2201	ENSMUSG00000024201	chr17	+	56394789	56394768	56394106
2202	ENSMUSG00000024201	chr17	+	56396221	56396203	56394889
2203	ENSMUSG00000004562	chr14	+	51990903	51990881	51990215
2204	ENSMUSG00000004562	chr14	+	52004611	52004599	52003758
2205	ENSMUSG00000004562	chr14	+	52004611	52004599	52004116
2206	ENSMUSG00000004562	chr14	+	52004988	52004878	52004742
2207	ENSMUSG00000004562	chr14	+	52005340	52005158	52005035
2208	ENSMUSG00000033768	chr19	+	6450530	6450527	6443648
2209	ENSMUSG00000033768	chr19	+	6450530	6450527	6448284
2210	ENSMUSG00000052632	chr12	+	21213147	21213138	21212884
2214	ENSMUSG00000022248	chr15	+	10492787	10492764	10490514
2216	ENSMUSG00000027257	chr2	+	91259867	91259863	91256926
2217	ENSMUSG00000027257	chr2	+	91260200	91260170	91259927
2223	ENSMUSG00000027523	chr2	+	174341652	174341649	174334284
2224	ENSMUSG00000034327	chr14	+	67729350	67729223	67728746
2226	ENSMUSG00000001870	chr17	+	75276554	75276395	75274034
2229	ENSMUSG00000026222	chr1	+	85673681	85673624	85670082
2230	ENSMUSG00000026222	chr1	+	85675194	85674654	85673771
2231	ENSMUSG00000035293	chr12	+	51367774	51367751	51363546
2232	ENSMUSG00000025193	chr19	+	43762902	43762872	43760724
2235	ENSMUSG00000021000	chr12	+	59170261	59170257	59169035
2236	ENSMUSG00000032309	chr9	+	55218433	55218314	55214998
2237	ENSMUSG00000035597	chr12	+	65056304	65056250	65055764
2238	ENSMUSG00000005804	chr2	+	122744129	122744125	122742730
2241	ENSMUSG00000012609	chr12	+	85918972	85918930	85917774
2242	ENSMUSG00000012609	chr12	+	85918972	85918930	85917832
2243	ENSMUSG00000012609	chr12	+	85939328	85939325	85933674
2249	ENSMUSG00000040054	chr10	+	128113462	128113459	128112767
2252	ENSMUSG00000056553	chr12	+	117255545	117255448	117253656
2253	ENSMUSG00000058589	chr10	+	90914695	90914692	90680919
2254	ENSMUSG00000058589	chr10	+	90897348	90897246	90895206
2255	ENSMUSG00000058589	chr10	+	90914695	90914692	90895206
2256	ENSMUSG00000058589	chr10	+	90914695	90914692	90897426
2257	ENSMUSG00000058589	chr10	+	90969806	90969803	90966392
2258	ENSMUSG00000005078	chr12	+	72089332	72089314	72085673
2259	ENSMUSG00000005078	chr12	+	72089332	72089314	72086183
2260	ENSMUSG00000068040	chr2	+	153198353	153198349	153195565
2261	ENSMUSG00000021090	chr12	+	72463835	72463832	72463501
2264	ENSMUSG00000021109	chr12	+	73941729	73941687	73940631
2265	ENSMUSG00000032584	chr9	+	107914711	107914708	107914569
2266	ENSMUSG00000063450	chr12	+	76024018	76024015	76023144
2267	ENSMUSG00000063450	chr12	+	76107483	76107427	76106117
2268	ENSMUSG00000063450	chr12	+	76108866	76108863	76108215
2269	ENSMUSG00000033411	chr2	+	121977334	121977330	121969279
2270	ENSMUSG00000033411	chr2	+	121978894	121978891	121977469
2271	ENSMUSG00000024410	chr18	+	12184911	12184891	12184262
2272	ENSMUSG00000027677	chr3	+	33807855	33807838	33806933
2274	ENSMUSG00000038533	chr2	+	154531224	154531221	154528905
2277	ENSMUSG00000026213	chr1	+	75527362	75527057	75526158
2281	ENSMUSG00000036699	chrX	+	36196511	36196508	36196158
2282	ENSMUSG00000074794	chr13	+	80891487	80891449	80891224
2283	ENSMUSG00000040040	chr14	+	57437226	57437176	57434857
2284	ENSMUSG00000029517	chr6	+	18868243	18868240	18868096
2286	ENSMUSG00000063179	chr7	+	131384510	131384499	131384000
2293	ENSMUSG00000001998	chr2	+	127043678	127043646	127043543
2294	ENSMUSG00000021198	chr12	+	102998596	102998437	102991470
2295	ENSMUSG00000021198	chr12	+	103108217	103108115	103104895
2296	ENSMUSG00000021198	chr12	+	103142614	103142586	103142064
2297	ENSMUSG00000021268	chr12	+	109549518	109549478	109549371
2302	ENSMUSG00000040856	chr12	+	109460117	109460045	109459892
2305	ENSMUSG00000021288	chr12	+	111789348	111789324	111787596
2306	ENSMUSG00000011148	chr12	+	112633068	112632999	112632745
2307	ENSMUSG00000024735	chr19	+	10898982	10898925	10897893
2309	ENSMUSG00000026817	chr2	+	32630249	32630234	32629884
2310	ENSMUSG00000020716	chr11	+	79565420	79565417	79564946
2311	ENSMUSG00000037926	chr11	+	77416417	77416414	77408247
2317	ENSMUSG00000028914	chr4	+	141815768	141813594	141812316
2320	ENSMUSG00000041708	chr15	+	83852043	83852039	83800184
2321	ENSMUSG00000041708	chr15	+	83852043	83852039	83836498
2322	ENSMUSG00000042605	chr5	+	121811463	121811384	121810996
2328	ENSMUSG00000048264	chr13	+	9576844	9576803	9575481
2329	ENSMUSG00000038034	chr1	+	172319331	172319292	172318967
2332	ENSMUSG00000028514	chr4	+	106359015	106359012	106358474
2335	ENSMUSG00000020804	chr11	+	116596125	116596036	116595793
2337	ENSMUSG00000002064	chr11	+	78254854	78254850	78251212
2347	ENSMUSG00000024851	chr19	+	4107785	4106711	4106625
2348	ENSMUSG00000024851	chr19	+	4110947	4110841	4110659
2349	ENSMUSG00000024851	chr19	+	4112747	4112661	4112510
2352	ENSMUSG00000036270	chr8	+	105888120	105888117	105888045
2353	ENSMUSG00000036270	chr8	+	105888598	105888595	105888518
2354	ENSMUSG00000036270	chr8	+	105889630	105889624	105889540
2355	ENSMUSG00000036270	chr8	+	105889672	105889624	105889540
2356	ENSMUSG00000036270	chr8	+	105889672	105889630	105889540
2359	ENSMUSG00000020817	chr11	+	70935126	70935120	70934594
2372	ENSMUSG00000024283	chr18	+	7871548	7871530	7870027
2373	ENSMUSG00000024283	chr18	+	7917561	7917552	7916297
2374	ENSMUSG00000024283	chr18	+	7917564	7917552	7916297
2375	ENSMUSG00000024283	chr18	+	7917564	7917561	7916297
2376	ENSMUSG00000024283	chr18	+	7921424	7921421	7920250
2377	ENSMUSG00000052581	chr6	+	80019623	80019553	80019186
2384	ENSMUSG00000071657	chr19	+	8847913	8847666	8847547
2386	ENSMUSG00000031353	chrX	+	162769790	162769763	162768997
2389	ENSMUSG00000001632	chr6	+	113319040	113319037	113318721
2390	ENSMUSG00000046101	chr1	+	9912155	9912113	9912040
2391	ENSMUSG00000027282	chr2	+	90852839	90852815	90849704
2392	ENSMUSG00000027282	chr2	+	90853050	90853023	90852866
2393	ENSMUSG00000024013	chr17	+	29368183	29368122	29367979
2394	ENSMUSG00000002102	chr2	+	91056657	91056641	91056042
2399	ENSMUSG00000002103	chr2	+	91204239	91204227	91203696
2400	ENSMUSG00000040549	chr2	+	91619750	91619687	91616460
2401	ENSMUSG00000031486	chr8	+	27115788	27115654	27115461
2404	ENSMUSG00000058318	chr2	+	92215463	92215448	92214089
2405	ENSMUSG00000058318	chr2	+	92230658	92230637	92228481
2406	ENSMUSG00000058318	chr2	+	92326915	92326912	92320459
2407	ENSMUSG00000058318	chr2	+	92328314	92328311	92320459
2408	ENSMUSG00000058318	chr2	+	92328314	92328311	92327164
2409	ENSMUSG00000033763	chr8	+	110732057	110731961	110730120
2410	ENSMUSG00000033763	chr8	+	110737145	110737142	110732178
2416	ENSMUSG00000036564	chr8	+	95706187	95706161	95700157
2417	ENSMUSG00000036564	chr8	+	95710663	95710645	95709954
2420	ENSMUSG00000035027	chr10	+	81119108	81118976	81118229
2421	ENSMUSG00000035027	chr10	+	81121045	81121042	81119703
2423	ENSMUSG00000050808	chr2	+	110737401	110737346	110733955
2425	ENSMUSG00000096929	chr1	+	195018600	195018547	194976457
2426	ENSMUSG00000096929	chr1	+	195018600	195018547	195017551
2429	ENSMUSG00000092201	chr2	+	114020185	114020181	114017033
2431	ENSMUSG00000040282	chr2	+	115687063	115687045	115686450
2432	ENSMUSG00000029106	chr5	+	34629138	34629135	34628513
2433	ENSMUSG00000078681	chr7	+	65695169	65695142	65693943
2434	ENSMUSG00000022517	chr16	+	4907367	4907364	4886473
2435	ENSMUSG00000027331	chr2	+	118830872	118830811	118829014
2437	ENSMUSG00000033943	chr2	+	119941728	119941221	119938786
2438	ENSMUSG00000098789	chr2	+	120031574	120031501	120031402
2439	ENSMUSG00000033852	chr2	+	120034573	120034477	120032465
2446	ENSMUSG00000000308	chr2	+	121358795	121358681	121357859
2447	ENSMUSG00000025340	chr5	+	130197949	130197946	130191043
2450	ENSMUSG00000029089	chr5	+	48374383	48374372	48374247
2452	ENSMUSG00000040420	chr15	+	23460421	23460315	23446095
2453	ENSMUSG00000040420	chr15	+	23460424	23460315	23446095
2454	ENSMUSG00000040420	chr15	+	23460424	23460421	23446095
2455	ENSMUSG00000087017	chr2	+	122718157	122717894	122707204
2456	ENSMUSG00000027200	chr2	+	124660282	124660243	124659884
2458	ENSMUSG00000027363	chr2	+	126720024	126719991	126718164
2459	ENSMUSG00000030199	chr6	+	134137287	134137284	134066465
2462	ENSMUSG00000026307	chr1	+	91302772	91302768	91300640
2463	ENSMUSG00000026307	chr1	+	91308313	91308292	91305454
2465	ENSMUSG00000027411	chr2	+	130441616	130441607	130441503
2472	ENSMUSG00000021877	chr14	+	26646913	26646887	26646739
2473	ENSMUSG00000028673	chr4	+	135936972	135936922	135934880
2475	ENSMUSG00000037455	chr10	+	23816292	23816286	23810945
2476	ENSMUSG00000021893	chr14	+	31370877	31370701	31369851
2477	ENSMUSG00000010057	chr9	+	107544176	107544150	107543615
2485	ENSMUSG00000027465	chr2	+	152308329	152307988	152305026
2487	ENSMUSG00000032680	chr2	+	152434035	152434032	152429024
2488	ENSMUSG00000074673	chr2	+	152984135	152984080	152983166
2489	ENSMUSG00000029064	chr4	+	155557470	155557467	155557286
