	GeneID	chr	strand	SeStart	SeEnd	upstreamEnd	DownstreamStart
26835	ENSMUSG00000020739	chr11	+	115578163	115578286	115578064	115578488
26836	ENSMUSG00000020739	chr11	+	115578488	115578620	115578286	115578789
26837	ENSMUSG00000020739	chr11	+	115580503	115580587	115578896	115580729
26840	ENSMUSG00000075702	chr11	+	3516485	3516520	3516296	3516841
26841	ENSMUSG00000038007	chr4	+	86911615	86911753	86900619	86932031
26843	ENSMUSG00000039676	chr15	+	9462590	9462800	9461834	9465754
26844	ENSMUSG00000026499	chr1	+	180738462	180738637	180736850	180745070
26845	ENSMUSG00000026499	chr1	+	180745070	180745257	180738637	180746793
26855	ENSMUSG00000002767	chr17	+	46647389	46647558	46646398	46648236
26856	ENSMUSG00000002767	chr17	+	46647395	46647558	46646398	46648236
26865	ENSMUSG00000032615	chr11	+	59852790	59852891	59839756	59860749
26866	ENSMUSG00000032615	chr11	+	59852790	59852891	59839756	59874552
26867	ENSMUSG00000032615	chr11	+	59852790	59852891	59848372	59860749
26868	ENSMUSG00000032615	chr11	+	59860749	59860810	59839756	59874552
26869	ENSMUSG00000032615	chr11	+	59860749	59860810	59852891	59874552
26870	ENSMUSG00000058258	chr13	+	8887484	8887577	8886904	8887922
26871	ENSMUSG00000000632	chr11	+	77953407	77954067	77931114	77962854
26872	ENSMUSG00000000632	chr11	+	77954749	77954883	77954067	77962854
26873	ENSMUSG00000000632	chr11	+	77974190	77974329	77973977	77974439
26874	ENSMUSG00000000632	chr11	+	77977244	77977283	77976941	77977536
26877	ENSMUSG00000046782	chr12	+	57660237	57660596	57658139	57672932
26878	ENSMUSG00000046782	chr12	+	57677129	57677266	57674768	57686251
26879	ENSMUSG00000046782	chr12	+	57704400	57704550	57702360	57705536
26880	ENSMUSG00000038085	chr2	+	156320009	156320063	156312799	156333578
26881	ENSMUSG00000038085	chr2	+	156328317	156328455	156320063	156333578
26882	ENSMUSG00000038085	chr2	+	156335249	156335413	156333632	156338574
26883	ENSMUSG00000038085	chr2	+	156335285	156335413	156333632	156338574
26884	ENSMUSG00000038085	chr2	+	156353194	156353309	156341740	156367556
26885	ENSMUSG00000038085	chr2	+	156365118	156365296	156353309	156367556
26886	ENSMUSG00000037791	chr11	+	78006726	78006799	77984197	78009400
26887	ENSMUSG00000037791	chr11	+	78009400	78009794	77984197	78013170
26888	ENSMUSG00000037791	chr11	+	78015497	78015630	78013291	78018064
26889	ENSMUSG00000037791	chr11	+	78024812	78024867	78023819	78024960
26890	ENSMUSG00000037791	chr11	+	78025884	78026028	78025086	78027319
26891	ENSMUSG00000037791	chr11	+	78028226	78028309	78027418	78028842
26892	ENSMUSG00000037791	chr11	+	78028842	78028981	78028309	78029316
26895	ENSMUSG00000020834	chr11	+	78034012	78034136	78032703	78034274
26896	ENSMUSG00000020834	chr11	+	78034012	78034136	78032703	78036861
26897	ENSMUSG00000020834	chr11	+	78034274	78034586	78032703	78036861
26898	ENSMUSG00000020834	chr11	+	78034274	78034586	78034136	78036861
26919	ENSMUSG00000023284	chr5	+	110118418	110118550	110112066	110123759
26920	ENSMUSG00000023284	chr5	+	110123759	110123880	110112066	110124352
26924	ENSMUSG00000042359	chr2	+	76499256	76499422	76406689	76523888
26925	ENSMUSG00000042359	chr2	+	76513916	76514156	76499422	76523888
26926	ENSMUSG00000042359	chr2	+	76523888	76524144	76499422	76540103
26927	ENSMUSG00000042359	chr2	+	76523888	76524144	76499422	76545977
26928	ENSMUSG00000042359	chr2	+	76540103	76540196	76499422	76545977
26929	ENSMUSG00000042359	chr2	+	76540103	76540196	76524144	76545977
26930	ENSMUSG00000042359	chr2	+	76555889	76555982	76555117	76560185
26931	ENSMUSG00000042359	chr2	+	76555889	76555982	76555117	76564783
26932	ENSMUSG00000042359	chr2	+	76560185	76560260	76555117	76564783
26933	ENSMUSG00000042359	chr2	+	76560185	76560260	76555982	76564783
26934	ENSMUSG00000042359	chr2	+	76569019	76569043	76568242	76577011
26937	ENSMUSG00000035829	chr2	+	28447884	28447982	28446896	28450301
26938	ENSMUSG00000035829	chr2	+	28448691	28448908	28447982	28450301
26944	ENSMUSG00000044122	chr11	+	78204064	78204197	78201892	78204839
26946	ENSMUSG00000017390	chr11	+	78325048	78325209	78324963	78325328
26947	ENSMUSG00000017390	chr11	+	78325328	78325412	78325209	78325641
26948	ENSMUSG00000017390	chr11	+	78325934	78326134	78325816	78326261
26949	ENSMUSG00000041958	chr11	+	78328731	78328871	78328508	78328974
26950	ENSMUSG00000041958	chr11	+	78328974	78329086	78328871	78332949
26951	ENSMUSG00000041958	chr11	+	78333666	78333758	78333039	78335426
26952	ENSMUSG00000041958	chr11	+	78335426	78335634	78333758	78336687
26953	ENSMUSG00000041958	chr11	+	78336687	78336830	78335634	78337788
26954	ENSMUSG00000041958	chr11	+	78340008	78340109	78339488	78341224
26955	ENSMUSG00000002058	chr11	+	78347796	78347899	78347331	78348086
26959	ENSMUSG00000046947	chr6	+	39579662	39579791	39576509	39580995
26960	ENSMUSG00000046947	chr6	+	39583810	39584062	39581091	39585726
26989	ENSMUSG00000029029	chr4	+	154145242	154145395	154142513	154146490
26990	ENSMUSG00000029029	chr4	+	154145242	154145395	154142513	154148709
26991	ENSMUSG00000029029	chr4	+	154146490	154146607	154142513	154148709
26992	ENSMUSG00000029029	chr4	+	154146490	154146607	154145395	154148709
26993	ENSMUSG00000029029	chr4	+	154155240	154155366	154154640	154156100
27004	ENSMUSG00000004931	chr10	+	81271364	81271526	81271282	81271661
27042	ENSMUSG00000006586	chr4	+	13771375	13771545	13743729	13835632
27043	ENSMUSG00000006586	chr4	+	13771375	13771545	13751748	13835632
27044	ENSMUSG00000006586	chr4	+	13837759	13838001	13835770	13841797
27045	ENSMUSG00000006586	chr4	+	13859810	13860061	13846957	13865200
27046	ENSMUSG00000024974	chr19	+	53631486	53631637	53629385	53633958
27047	ENSMUSG00000024974	chr19	+	53636380	53636539	53635822	53638697
27048	ENSMUSG00000025648	chr9	+	108998841	108998975	108992112	108999112
27049	ENSMUSG00000025648	chr9	+	108998858	108998975	108992112	108999112
27050	ENSMUSG00000025648	chr9	+	108998906	108998975	108992112	108999112
27051	ENSMUSG00000025648	chr9	+	108999112	108999209	108992112	109005571
27052	ENSMUSG00000025648	chr9	+	109005571	109005638	108999209	109007283
27053	ENSMUSG00000025648	chr9	+	109025046	109025129	109011304	109027519
27054	ENSMUSG00000025648	chr9	+	109025046	109025151	109011304	109027519
27055	ENSMUSG00000025648	chr9	+	109025475	109025638	109025151	109027519
27056	ENSMUSG00000025648	chr9	+	109027519	109027649	109025151	109027744
27057	ENSMUSG00000025648	chr9	+	109027744	109027807	109025151	109028893
27058	ENSMUSG00000025648	chr9	+	109028893	109028958	109027807	109030328
27059	ENSMUSG00000029716	chr5	+	137574813	137574936	137574719	137577457
27060	ENSMUSG00000029716	chr5	+	137578878	137579042	137577805	137580166
27061	ENSMUSG00000029716	chr5	+	137578878	137579042	137577805	137582588
27062	ENSMUSG00000029716	chr5	+	137580166	137580286	137577805	137582588
27063	ENSMUSG00000029716	chr5	+	137580166	137580286	137579042	137582588
27064	ENSMUSG00000029716	chr5	+	137583230	137583315	137583150	137583404
27065	ENSMUSG00000029716	chr5	+	137583404	137583632	137583150	137583925
27075	ENSMUSG00000042015	chr13	+	94997055	94997185	94995298	95008807
27076	ENSMUSG00000042015	chr13	+	94999511	94999514	94997185	94999866
27077	ENSMUSG00000042015	chr13	+	94999866	94999928	94997185	95008807
27078	ENSMUSG00000042015	chr13	+	95005730	95005842	94999928	95008807
27079	ENSMUSG00000042015	chr13	+	95008807	95008870	95005842	95010284
27080	ENSMUSG00000042015	chr13	+	95015030	95015215	95010395	95017326
27081	ENSMUSG00000042015	chr13	+	95018831	95018965	95018205	95021669
27119	ENSMUSG00000052656	chr6	+	71505733	71505849	71496970	71508868
27124	ENSMUSG00000027242	chr2	+	121518217	121518265	121517797	121519417
27125	ENSMUSG00000020701	chr11	+	82440430	82440636	82438384	82442461
27126	ENSMUSG00000020701	chr11	+	82443371	82443563	82442750	82444268
27127	ENSMUSG00000020576	chr12	+	13279387	13279431	13274222	13285182
27128	ENSMUSG00000020576	chr12	+	13289881	13289980	13288804	13300092
27129	ENSMUSG00000020576	chr12	+	13335830	13335935	13331102	13336273
27130	ENSMUSG00000020576	chr12	+	13356823	13356977	13352866	13360930
27131	ENSMUSG00000020576	chr12	+	13374695	13374829	13362615	13377433
27132	ENSMUSG00000020576	chr12	+	13432896	13433061	13415731	13441466
27133	ENSMUSG00000020576	chr12	+	13482385	13482636	13474237	13483709
27134	ENSMUSG00000020576	chr12	+	13483709	13484044	13474237	13513369
27135	ENSMUSG00000020576	chr12	+	13513369	13513588	13484044	13518944
27136	ENSMUSG00000020639	chr12	+	4774391	4774529	4770269	4775419
27137	ENSMUSG00000035152	chr11	+	83305035	83305090	83299053	83308214
27138	ENSMUSG00000035152	chr11	+	83305035	83305090	83302837	83308214
27139	ENSMUSG00000035152	chr11	+	83305035	83305090	83303426	83308214
27140	ENSMUSG00000035152	chr11	+	83308214	83308274	83299053	83316419
27141	ENSMUSG00000035152	chr11	+	83308214	83308274	83302837	83316419
27142	ENSMUSG00000035152	chr11	+	83316419	83316525	83308274	83321938
27143	ENSMUSG00000035152	chr11	+	83324510	83324756	83322074	83332985
27144	ENSMUSG00000035152	chr11	+	83324624	83324756	83322074	83332985
27145	ENSMUSG00000035152	chr11	+	83339312	83339428	83336861	83341273
27146	ENSMUSG00000035152	chr11	+	83341273	83341439	83336861	83342599
27147	ENSMUSG00000035152	chr11	+	83364794	83364836	83351171	83365646
27148	ENSMUSG00000035152	chr11	+	83397754	83397909	83390781	83402569
27149	ENSMUSG00000026584	chr1	+	163936417	163936531	163934817	163938739
27150	ENSMUSG00000026584	chr1	+	163939880	163939983	163938796	163941020
27151	ENSMUSG00000026584	chr1	+	163939880	163939983	163938796	163941106
27152	ENSMUSG00000026584	chr1	+	163943823	163943901	163941218	163944795
27154	ENSMUSG00000079184	chr14	+	56690906	56691061	56689115	56693423
27155	ENSMUSG00000020680	chr11	+	83473607	83473699	83473206	83481933
27156	ENSMUSG00000020680	chr11	+	83481933	83481973	83473206	83484650
27157	ENSMUSG00000020680	chr11	+	83487222	83487413	83485079	83488924
27158	ENSMUSG00000020680	chr11	+	83488924	83489045	83481973	83497893
27159	ENSMUSG00000020680	chr11	+	83488924	83489045	83487413	83497893
27160	ENSMUSG00000020680	chr11	+	83497261	83497296	83489045	83497893
27161	ENSMUSG00000020680	chr11	+	83501114	83501244	83499182	83502759
27162	ENSMUSG00000000530	chr15	+	101129964	101130051	101129063	101134644
27163	ENSMUSG00000000530	chr15	+	101129964	101130051	101129063	101134675
27164	ENSMUSG00000000530	chr15	+	101134136	101134197	101129063	101134675
27165	ENSMUSG00000000530	chr15	+	101136983	101137130	101136227	101137363
27166	ENSMUSG00000020783	chr11	+	73070797	73070901	73069813	73073225
27167	ENSMUSG00000020783	chr11	+	73075614	73075769	73073520	73077854
27174	ENSMUSG00000029992	chr6	+	87050920	87051028	87043005	87053750
27175	ENSMUSG00000029992	chr6	+	87053201	87053260	87051028	87053750
27176	ENSMUSG00000029992	chr6	+	87060784	87060832	87060600	87063804
27177	ENSMUSG00000029992	chr6	+	87067683	87067779	87066787	87073381
27178	ENSMUSG00000029992	chr6	+	87073381	87073479	87067779	87076256
27179	ENSMUSG00000029992	chr6	+	87082472	87082587	87077240	87085251
27187	ENSMUSG00000020532	chr11	+	84193078	84193125	84130130	84195437
27188	ENSMUSG00000020532	chr11	+	84193078	84193125	84179926	84195437
27189	ENSMUSG00000020532	chr11	+	84214157	84214290	84195687	84215833
27190	ENSMUSG00000020532	chr11	+	84214157	84214290	84195687	84223141
27191	ENSMUSG00000020532	chr11	+	84215833	84215972	84195687	84223141
27192	ENSMUSG00000020532	chr11	+	84215833	84215972	84214290	84223141
27193	ENSMUSG00000020532	chr11	+	84238825	84239035	84231761	84243277
27194	ENSMUSG00000020532	chr11	+	84256683	84256765	84251335	84257175
27195	ENSMUSG00000020532	chr11	+	84257175	84257321	84251335	84259322
27196	ENSMUSG00000020532	chr11	+	84290287	84290311	84280510	84292890
27197	ENSMUSG00000020532	chr11	+	84294937	84295045	84293993	84300067
27198	ENSMUSG00000020532	chr11	+	84300420	84300465	84300124	84307116
27199	ENSMUSG00000020532	chr11	+	84345965	84346086	84342024	84346704
27218	ENSMUSG00000059439	chr11	+	85354593	85354661	85353233	85354887
27219	ENSMUSG00000059439	chr11	+	85354593	85354679	85353233	85354887
27220	ENSMUSG00000059439	chr11	+	85359624	85359679	85354975	85365551
27221	ENSMUSG00000059439	chr11	+	85361023	85361062	85359679	85365551
27222	ENSMUSG00000059439	chr11	+	85365551	85365627	85359679	85371056
27223	ENSMUSG00000059439	chr11	+	85371056	85371163	85365627	85395338
27224	ENSMUSG00000059439	chr11	+	85476637	85476808	85470835	85482642
27225	ENSMUSG00000059439	chr11	+	85495827	85495961	85482736	85531792
27226	ENSMUSG00000059439	chr11	+	85509427	85509692	85495961	85531792
27227	ENSMUSG00000059439	chr11	+	85531792	85531943	85509692	85543927
27228	ENSMUSG00000059439	chr11	+	85531792	85531943	85509692	85576781
27229	ENSMUSG00000059439	chr11	+	85543927	85543972	85531943	85554189
27230	ENSMUSG00000059439	chr11	+	85554189	85554314	85531943	85557322
27231	ENSMUSG00000059439	chr11	+	85801784	85801952	85583994	85813999
27232	ENSMUSG00000059439	chr11	+	85801784	85801952	85583994	85825201
27233	ENSMUSG00000059439	chr11	+	85813999	85814065	85583994	85822021
27234	ENSMUSG00000059439	chr11	+	85813999	85814065	85583994	85825201
27235	ENSMUSG00000059439	chr11	+	85813999	85814065	85801952	85822021
27236	ENSMUSG00000059439	chr11	+	85813999	85814065	85801952	85825201
27237	ENSMUSG00000059439	chr11	+	85822021	85822112	85583994	85825201
27238	ENSMUSG00000059439	chr11	+	85822021	85822112	85801952	85825201
27239	ENSMUSG00000059439	chr11	+	85822021	85822112	85814065	85825201
27240	ENSMUSG00000020473	chr11	+	5866432	5866510	5865453	5866919
27241	ENSMUSG00000020473	chr11	+	5866432	5866510	5865453	5867097
27242	ENSMUSG00000020473	chr11	+	5866919	5867000	5865453	5867097
27243	ENSMUSG00000020473	chr11	+	5866919	5867000	5866510	5867097
27244	ENSMUSG00000020473	chr11	+	5870752	5870852	5870653	5871244
27245	ENSMUSG00000020521	chr11	+	86484950	86485217	86484799	86486060
27246	ENSMUSG00000020521	chr11	+	86486655	86486732	86486505	86489066
27247	ENSMUSG00000020521	chr11	+	86490357	86490511	86489167	86491678
27248	ENSMUSG00000058325	chr7	+	134789150	134789285	134782847	134804541
27249	ENSMUSG00000058325	chr7	+	135143755	135143842	135140391	135145413
27275	ENSMUSG00000032383	chr9	+	66061466	66061580	66060400	66062988
27276	ENSMUSG00000020513	chr11	+	86552787	86553004	86549471	86555072
27277	ENSMUSG00000020513	chr11	+	86555072	86555304	86549471	86557724
27278	ENSMUSG00000020513	chr11	+	86556694	86556787	86555304	86557724
27279	ENSMUSG00000020513	chr11	+	86561235	86561376	86557889	86565684
27302	ENSMUSG00000039205	chr2	+	32363432	32363656	32363158	32363804
27303	ENSMUSG00000039205	chr2	+	32363622	32363656	32363158	32363804
27304	ENSMUSG00000039205	chr2	+	32363622	32363656	32363298	32363804
27305	ENSMUSG00000039205	chr2	+	32364218	32364334	32363979	32365802
27306	ENSMUSG00000039205	chr2	+	32364218	32364334	32363979	32367302
27307	ENSMUSG00000039205	chr2	+	32365802	32365874	32364334	32367302
27308	ENSMUSG00000039205	chr2	+	32371248	32371408	32371113	32371635
27309	ENSMUSG00000039205	chr2	+	32377292	32377362	32376427	32377508
27310	ENSMUSG00000097365	chr3	+	9404817	9404929	9403239	9410930
27327	ENSMUSG00000019432	chr17	+	35244135	35244263	35243450	35244455
27337	ENSMUSG00000037400	chr3	+	35778024	35778141	35754410	35782511
27338	ENSMUSG00000037400	chr3	+	35782511	35782601	35778141	35784506
27339	ENSMUSG00000037400	chr3	+	35788425	35788554	35788194	35789557
27340	ENSMUSG00000037400	chr3	+	35798593	35798658	35795806	35800483
27341	ENSMUSG00000037400	chr3	+	35798593	35798658	35795806	35805733
27342	ENSMUSG00000037400	chr3	+	35800483	35800565	35795806	35805733
27343	ENSMUSG00000037400	chr3	+	35800483	35800565	35798658	35805733
27344	ENSMUSG00000037400	chr3	+	35805733	35805879	35800565	35809356
27345	ENSMUSG00000037400	chr3	+	35812062	35812136	35810714	35812212
27346	ENSMUSG00000037400	chr3	+	35812212	35812316	35812136	35814043
27347	ENSMUSG00000037400	chr3	+	35814043	35814225	35812316	35819908
27348	ENSMUSG00000037400	chr3	+	35819908	35820112	35814225	35826944
27349	ENSMUSG00000037400	chr3	+	35832920	35832980	35831511	35834294
27350	ENSMUSG00000037400	chr3	+	35841029	35841115	35839214	35843570
27351	ENSMUSG00000037400	chr3	+	35841029	35841115	35839214	35849433
27352	ENSMUSG00000037400	chr3	+	35843570	35843696	35839214	35849433
27353	ENSMUSG00000037400	chr3	+	35843570	35843696	35841115	35849433
27354	ENSMUSG00000037400	chr3	+	35849433	35849564	35839214	35855104
27355	ENSMUSG00000037400	chr3	+	35855104	35855228	35849564	35856071
27379	ENSMUSG00000020486	chr11	+	87570298	87570306	87568958	87583317
27380	ENSMUSG00000020486	chr11	+	87578909	87579028	87578537	87583317
27381	ENSMUSG00000020486	chr11	+	87583317	87583614	87570306	87583920
27382	ENSMUSG00000020486	chr11	+	87583317	87583614	87578537	87583920
27383	ENSMUSG00000020486	chr11	+	87583317	87583614	87579028	87583920
27384	ENSMUSG00000020486	chr11	+	87583317	87583614	87581225	87583920
27385	ENSMUSG00000020486	chr11	+	87583920	87584014	87579028	87584398
27386	ENSMUSG00000020486	chr11	+	87588967	87589085	87588852	87589174
27387	ENSMUSG00000063646	chr5	+	37029950	37030030	37028599	37085235
27388	ENSMUSG00000063646	chr5	+	37085235	37085498	37028599	37091126
27389	ENSMUSG00000063646	chr5	+	37091126	37091621	37085498	37100635
27390	ENSMUSG00000063646	chr5	+	37101764	37101884	37100845	37104812
27391	ENSMUSG00000063646	chr5	+	37118778	37118907	37117570	37120940
27392	ENSMUSG00000063646	chr5	+	37127376	37127478	37124975	37134236
27393	ENSMUSG00000063646	chr5	+	37128004	37128058	37127478	37134236
27394	ENSMUSG00000063646	chr5	+	37128590	37128656	37128058	37134236
27395	ENSMUSG00000031786	chr8	+	95059024	95059219	95058520	95061712
27396	ENSMUSG00000031786	chr8	+	95070402	95070475	95068180	95071240
27397	ENSMUSG00000031786	chr8	+	95071240	95071369	95068180	95071542
27398	ENSMUSG00000027660	chr3	+	31096702	31097190	31095157	31097269
27405	ENSMUSG00000027357	chr2	+	132854892	132855022	132850003	132861208
27406	ENSMUSG00000027357	chr2	+	132854892	132855022	132850003	132862334
27407	ENSMUSG00000027357	chr2	+	132861208	132861294	132850003	132862334
27408	ENSMUSG00000027357	chr2	+	132861208	132861294	132855022	132862334
27409	ENSMUSG00000027357	chr2	+	132862334	132862403	132850003	132864089
27446	ENSMUSG00000020310	chr10	+	79666338	79666770	79665757	79668236
27453	ENSMUSG00000018379	chr11	+	88049411	88049598	88049215	88049976
27454	ENSMUSG00000018377	chr11	+	88078402	88078555	88076374	88081397
27455	ENSMUSG00000033773	chr5	+	107598521	107598567	107597594	107601730
27456	ENSMUSG00000033773	chr5	+	107633062	107633131	107625968	107641782
27457	ENSMUSG00000033773	chr5	+	107633062	107633131	107625968	107655156
27458	ENSMUSG00000033773	chr5	+	107655156	107655310	107633131	107661480
27459	ENSMUSG00000023723	chr11	+	88205188	88205359	88204485	88209852
27460	ENSMUSG00000023723	chr11	+	88210103	88210230	88209930	88210649
27463	ENSMUSG00000050074	chr9	+	109824508	109824551	109820696	109826371
27464	ENSMUSG00000064289	chr2	+	61593996	61594201	61593208	61613650
27465	ENSMUSG00000064289	chr2	+	61593996	61594201	61593208	61626902
27466	ENSMUSG00000064289	chr2	+	61613650	61613798	61593208	61626902
27467	ENSMUSG00000064289	chr2	+	61613650	61613798	61593208	61626905
27468	ENSMUSG00000064289	chr2	+	61613650	61613798	61593208	61643714
27469	ENSMUSG00000064289	chr2	+	61613650	61613798	61594201	61626902
27470	ENSMUSG00000064289	chr2	+	61626902	61627014	61593208	61643714
27471	ENSMUSG00000064289	chr2	+	61626902	61627014	61613798	61627720
27472	ENSMUSG00000064289	chr2	+	61626902	61627014	61613798	61643714
27473	ENSMUSG00000064289	chr2	+	61626905	61627014	61593208	61643714
27474	ENSMUSG00000064289	chr2	+	61626905	61627014	61613798	61627720
27475	ENSMUSG00000064289	chr2	+	61626905	61627014	61613798	61643714
27476	ENSMUSG00000064289	chr2	+	61627720	61627839	61613798	61643714
27477	ENSMUSG00000064289	chr2	+	61627720	61627839	61627014	61629284
27478	ENSMUSG00000064289	chr2	+	61627720	61627839	61627014	61643714
27479	ENSMUSG00000064289	chr2	+	61629284	61629372	61627014	61643714
27480	ENSMUSG00000064289	chr2	+	61629284	61629372	61627839	61643714
27481	ENSMUSG00000064289	chr2	+	61643714	61643785	61593208	61644306
27482	ENSMUSG00000064289	chr2	+	61643714	61643785	61627839	61644306
27483	ENSMUSG00000064289	chr2	+	61644306	61644422	61627839	61649737
27484	ENSMUSG00000064289	chr2	+	61646150	61646366	61644422	61649737
27485	ENSMUSG00000064289	chr2	+	61651426	61651529	61650288	61653378
27505	ENSMUSG00000036617	chr2	+	20116972	20117053	19910279	20289893
27506	ENSMUSG00000036617	chr2	+	20289893	20290041	20117053	20529958
27507	ENSMUSG00000036617	chr2	+	20339921	20340109	20290041	20529958
27508	ENSMUSG00000036617	chr2	+	20339921	20340109	20290041	20661897
27509	ENSMUSG00000036617	chr2	+	20529958	20530242	20290041	20661897
27510	ENSMUSG00000036617	chr2	+	20529958	20530242	20340109	20661897
27511	ENSMUSG00000036617	chr2	+	20661897	20662096	20290041	20709404
27512	ENSMUSG00000036617	chr2	+	20709404	20709603	20662096	20743458
27513	ENSMUSG00000036617	chr2	+	20713354	20713448	20709603	20743458
27514	ENSMUSG00000036617	chr2	+	20743458	20744291	20713448	20759546
27515	ENSMUSG00000036617	chr2	+	20759546	20759651	20744291	20760214
27516	ENSMUSG00000036617	chr2	+	20801541	20801661	20798783	20805584
27517	ENSMUSG00000036617	chr2	+	20801541	20801661	20798783	20807901
27518	ENSMUSG00000036617	chr2	+	20805584	20805662	20798783	20807901
27519	ENSMUSG00000036617	chr2	+	20805584	20805662	20801661	20807901
27520	ENSMUSG00000036617	chr2	+	20805774	20807373	20805662	20807901
27531	ENSMUSG00000002395	chr8	+	71367497	71367693	71367369	71367769
27532	ENSMUSG00000002395	chr8	+	71367643	71367693	71367369	71367769
27533	ENSMUSG00000002395	chr8	+	71367769	71367848	71367693	71367958
27534	ENSMUSG00000002395	chr8	+	71367958	71368111	71367848	71368549
27535	ENSMUSG00000002395	chr8	+	71368549	71368562	71368111	71368849
27553	ENSMUSG00000047473	chr7	+	29788048	29788175	29786303	29789337
27554	ENSMUSG00000047473	chr7	+	29788048	29788175	29786303	29789340
27555	ENSMUSG00000047473	chr7	+	29789337	29789436	29786303	29792359
27556	ENSMUSG00000047473	chr7	+	29789340	29789436	29786303	29792359
27557	ENSMUSG00000086022	chr12	+	11459361	11459436	11458815	11462565
27558	ENSMUSG00000070644	chr1	+	133374526	133374610	133373277	133376905
27559	ENSMUSG00000070644	chr1	+	133378448	133378522	133377051	133379316
27560	ENSMUSG00000040711	chr11	+	32403860	32403995	32397091	32407561
27561	ENSMUSG00000079507	chr17	+	35321274	35321550	35321090	35323063
27563	ENSMUSG00000046280	chr3	+	89851608	89851750	89849673	89852366
27564	ENSMUSG00000046280	chr3	+	89852366	89852486	89851750	89854530
27565	ENSMUSG00000059474	chr11	+	93887021	93887073	93886121	93891338
27566	ENSMUSG00000059474	chr11	+	93887021	93887073	93886121	93905158
27567	ENSMUSG00000059474	chr11	+	93887021	93887073	93886416	93891338
27568	ENSMUSG00000059474	chr11	+	93887021	93887073	93886416	93905158
27569	ENSMUSG00000059474	chr11	+	93891338	93891388	93886062	93905158
27570	ENSMUSG00000059474	chr11	+	93891338	93891388	93886121	93905158
27571	ENSMUSG00000059474	chr11	+	93891338	93891388	93886416	93905158
27572	ENSMUSG00000059474	chr11	+	93891338	93891388	93887073	93905158
27573	ENSMUSG00000059474	chr11	+	93905158	93905358	93886416	93908803
27574	ENSMUSG00000059474	chr11	+	93908803	93908937	93905358	93910282
27575	ENSMUSG00000059474	chr11	+	93918830	93918947	93912458	93921366
27576	ENSMUSG00000059474	chr11	+	93929613	93929761	93926326	93931812
27577	ENSMUSG00000059474	chr11	+	93931812	93931895	93926326	93932219
27578	ENSMUSG00000086003	chr11	+	94149835	94149965	94138663	94155455
27579	ENSMUSG00000086003	chr11	+	94151337	94151412	94138663	94155455
27580	ENSMUSG00000086003	chr11	+	94151337	94151412	94149965	94155455
27581	ENSMUSG00000054083	chr7	+	28890155	28890226	28889838	28890323
27582	ENSMUSG00000054083	chr7	+	28890910	28890989	28890386	28892618
27591	ENSMUSG00000024414	chr11	+	94656407	94656618	94653841	94656982
27592	ENSMUSG00000024414	chr11	+	94656407	94656618	94654160	94656982
27593	ENSMUSG00000024414	chr11	+	94656486	94656618	94653841	94656982
27594	ENSMUSG00000024414	chr11	+	94656486	94656618	94654160	94656982
27595	ENSMUSG00000024414	chr11	+	94656982	94657050	94653841	94659608
27596	ENSMUSG00000017679	chr2	+	163607208	163607674	163602414	163611758
27597	ENSMUSG00000017679	chr2	+	163607211	163607674	163602414	163611758
27598	ENSMUSG00000017679	chr2	+	163607211	163607674	163602414	163613734
27599	ENSMUSG00000017679	chr2	+	163611758	163611952	163602414	163613734
27600	ENSMUSG00000017679	chr2	+	163611758	163611952	163607674	163613734
27609	ENSMUSG00000022337	chr15	+	43513744	43513849	43511810	43527396
27612	ENSMUSG00000046491	chr11	+	43485820	43486073	43480969	43490723
27614	ENSMUSG00000060063	chr5	+	149279175	149279246	149272480	149285343
27616	ENSMUSG00000078816	chr7	+	3305343	3305426	3304337	3310563
27617	ENSMUSG00000078816	chr7	+	3310563	3310675	3305426	3310835
27618	ENSMUSG00000078816	chr7	+	3314132	3314220	3313832	3314511
27619	ENSMUSG00000078816	chr7	+	3318859	3319012	3314541	3319530
27620	ENSMUSG00000078816	chr7	+	3322339	3322431	3319719	3322516
27621	ENSMUSG00000078816	chr7	+	3322339	3322431	3319719	3323455
27622	ENSMUSG00000078816	chr7	+	3322516	3322579	3319719	3323455
27623	ENSMUSG00000078816	chr7	+	3322516	3322579	3322431	3323455
27624	ENSMUSG00000078816	chr7	+	3323455	3323594	3319719	3327415
27625	ENSMUSG00000078816	chr7	+	3327415	3327496	3323594	3329034
27633	ENSMUSG00000038651	chr13	+	41157433	41157517	41155645	41163071
27641	ENSMUSG00000019726	chr13	+	13616546	13616745	13613927	13631008
27642	ENSMUSG00000019726	chr13	+	13656833	13656994	13651750	13658596
27643	ENSMUSG00000019726	chr13	+	13674329	13674461	13673454	13677648
27644	ENSMUSG00000019726	chr13	+	13687618	13687810	13684101	13696609
27645	ENSMUSG00000019726	chr13	+	13696609	13696788	13687810	13698326
27646	ENSMUSG00000019726	chr13	+	13708021	13708210	13707695	13709287
27647	ENSMUSG00000019726	chr13	+	13710723	13710785	13709610	13711617
27648	ENSMUSG00000019726	chr13	+	13757310	13757447	13752132	13759377
27649	ENSMUSG00000038893	chr11	+	95355665	95355854	95340073	95363998
27650	ENSMUSG00000020873	chr11	+	95385800	95385904	95385113	95386485
27651	ENSMUSG00000020873	chr11	+	95385800	95385904	95385113	95387210
27652	ENSMUSG00000020873	chr11	+	95386485	95386616	95385113	95387210
