	GeneID	chr	strand	1stExonStart	1stExonEnd	2ndExonStart	2ndExonEnd	upstreamEE	downstreamES
4154	ENSMUSG00000020792	chr11	-	116300265	116300433	116301103	116301326	116297663	116304576
4155	ENSMUSG00000027894	chr3	-	107477176	107477418	107491419	107491530	107476920	107493058
4157	ENSMUSG00000085936	chr13	-	28669781	28669994	28711116	28711208	28668704	28772618
4158	ENSMUSG00000020435	chr11	-	3715087	3715234	3715496	3715551	3714716	3717096
4161	ENSMUSG00000009894	chr11	-	59421524	59421649	59428340	59428813	59407810	59437977
4162	ENSMUSG00000009894	chr11	-	59428340	59428813	59437977	59438513	59421649	59449914
4163	ENSMUSG00000025892	chr9	-	4427029	4427144	4432772	4432887	4424454	4456004
4164	ENSMUSG00000025892	chr9	-	4537634	4537819	4664767	4665007	4519539	4793809
4165	ENSMUSG00000062202	chr17	-	30220344	30220570	30228799	30228878	30220144	30274853
4166	ENSMUSG00000062202	chr17	-	30299530	30299720	30334222	30334332	30274961	30513555
4167	ENSMUSG00000062202	chr17	-	30334222	30334332	30513555	30513675	30299720	30517103
4181	ENSMUSG00000008999	chr2	-	172893447	172893596	172916466	172916659	172879523	172939654
4182	ENSMUSG00000056073	chr10	-	49132678	49132904	49272739	49272963	49113620	49355908
4183	ENSMUSG00000038546	chr13	-	43422550	43422663	43425029	43425214	43421319	43430447
4184	ENSMUSG00000038546	chr13	-	43425029	43425214	43430447	43430470	43422663	43434813
4186	ENSMUSG00000043510	chr5	-	110834654	110834799	110835974	110836069	110830983	110836306
4187	ENSMUSG00000043510	chr5	-	110834654	110834799	110835979	110836069	110830983	110836306
4188	ENSMUSG00000062591	chr17	-	57085991	57086102	57086230	57086339	57081747	57087456
4190	ENSMUSG00000001036	chr11	-	61521658	61521874	61522405	61522492	61519707	61523028
4191	ENSMUSG00000001036	chr11	-	61535270	61535383	61544157	61544328	61523193	61546149
4192	ENSMUSG00000001036	chr11	-	61553509	61553579	61565821	61565894	61548042	61579566
4193	ENSMUSG00000020528	chr11	-	61731424	61731571	61735007	61735078	61730302	61736915
4194	ENSMUSG00000004798	chr11	-	61782005	61782124	61783536	61783715	61781749	61787428
4195	ENSMUSG00000004798	chr11	-	61783536	61783715	61787428	61787637	61782124	61791433
4196	ENSMUSG00000004798	chr11	-	61840109	61840146	61841298	61841331	61834953	61851061
4197	ENSMUSG00000026189	chr1	-	72274885	72274967	72276165	72276331	72270373	72277286
4198	ENSMUSG00000026189	chr1	-	72275652	72275802	72276165	72276331	72274967	72277286
4200	ENSMUSG00000069670	chr10	-	31746501	31746562	31951118	31951319	31694413	32329764
4201	ENSMUSG00000069670	chr10	-	31951118	31951319	32329764	32329845	31746562	32402235
4202	ENSMUSG00000069670	chr10	-	32329764	32329845	32402235	32402373	31951319	32889642
4203	ENSMUSG00000047766	chr9	-	60593605	60593759	60598085	60598195	60587891	60601302
4204	ENSMUSG00000047766	chr9	-	60598085	60598195	60601302	60601488	60593759	60602578
4205	ENSMUSG00000047766	chr9	-	60614998	60615177	60621568	60621716	60610421	60649479
4206	ENSMUSG00000047766	chr9	-	60615093	60615177	60621568	60621716	60610421	60649479
4207	ENSMUSG00000047766	chr9	-	60621568	60621716	60649479	60649541	60615177	60666288
4208	ENSMUSG00000047766	chr9	-	60649479	60649541	60666288	60666432	60621716	60677079
4209	ENSMUSG00000006920	chr11	-	101200835	101200927	101203254	101203451	101199986	101203760
4212	ENSMUSG00000041889	chr1	-	135372196	135372364	135373151	135373285	135371996	135374377
4213	ENSMUSG00000036940	chr4	-	136551871	136552018	136552460	136552588	136551033	136553795
4214	ENSMUSG00000033352	chr11	-	65719483	65719603	65735191	65735366	65696365	65756268
4215	ENSMUSG00000033352	chr11	-	65719483	65719603	65735191	65735366	65712297	65756268
4216	ENSMUSG00000033352	chr11	-	65719483	65719603	65756268	65756371	65712297	65788135
4217	ENSMUSG00000033352	chr11	-	65719483	65719603	65756268	65756371	65712297	65775732
4218	ENSMUSG00000033352	chr11	-	65735191	65735366	65775732	65775765	65719603	65788135
4219	ENSMUSG00000033352	chr11	-	65756268	65756371	65775732	65775765	65719603	65788135
4235	ENSMUSG00000009207	chr2	-	74554987	74555046	74568940	74569128	74551101	74570934
4236	ENSMUSG00000036751	chr7	-	30623414	30623515	30624499	30624613	30617162	30626050
4239	ENSMUSG00000046909	chr11	-	80137917	80138067	80139865	80140323	80137279	80142076
4244	ENSMUSG00000027634	chr2	-	156929931	156929970	156931215	156931267	156928881	156934941
4245	ENSMUSG00000027634	chr2	-	156929931	156929970	156931429	156931465	156928881	156934941
4246	ENSMUSG00000027634	chr2	-	156931215	156931267	156931429	156931465	156928881	156934941
4247	ENSMUSG00000027634	chr2	-	156931429	156931465	156934941	156934989	156931267	156937326
4248	ENSMUSG00000027634	chr2	-	156934941	156934989	156937326	156937378	156931465	156937485
4249	ENSMUSG00000027634	chr2	-	156937326	156937378	156937485	156937551	156934989	156938550
4250	ENSMUSG00000027634	chr2	-	156946016	156946079	156948241	156948362	156944445	156950033
4251	ENSMUSG00000027634	chr2	-	156958466	156958502	156970036	156970138	156950139	156991998
4252	ENSMUSG00000040451	chr19	-	32142745	32142863	32159523	32160363	32129694	32210827
4253	ENSMUSG00000040451	chr19	-	32142745	32142863	32159523	32160363	32129694	32223508
4254	ENSMUSG00000040451	chr19	-	32159523	32160363	32223508	32223590	32142863	32247993
4255	ENSMUSG00000040451	chr19	-	32223508	32223590	32247993	32248036	32160363	32289540
4256	ENSMUSG00000040451	chr19	-	32223508	32223590	32247993	32248036	32160363	32259975
4257	ENSMUSG00000040451	chr19	-	32247993	32248036	32259975	32260097	32223590	32289540
4258	ENSMUSG00000040451	chr19	-	32247993	32248036	32289540	32289631	32223590	32351944
4259	ENSMUSG00000032254	chr9	-	61921018	61921246	61923904	61924216	61919957	61924631
4260	ENSMUSG00000032892	chr11	-	68972942	68973028	68973116	68973273	68972741	68973440
4266	ENSMUSG00000018761	chr11	-	69657724	69657843	69658565	69658698	69657530	69658810
4267	ENSMUSG00000025027	chr19	-	53014610	53014674	53025258	53025383	53013503	53038513
4268	ENSMUSG00000068134	chr2	-	150119480	150119628	150119824	150119951	150118200	150136567
4269	ENSMUSG00000024957	chr19	-	6928281	6928408	6932702	6932968	6928154	6934347
4270	ENSMUSG00000018752	chr11	-	69693620	69693674	69694749	69694825	69693541	69695393
4286	ENSMUSG00000024622	chr18	-	61167195	61167693	61171207	61171382	61165583	61172150
4287	ENSMUSG00000036427	chr7	-	34208249	34208310	34215955	34216009	34207900	34218297
4288	ENSMUSG00000037336	chr12	-	4865727	4865871	4866158	4866268	4865313	4866448
4298	ENSMUSG00000071691	chr19	-	4627168	4627247	4642112	4642223	4626190	4645599
4299	ENSMUSG00000071691	chr19	-	4660229	4660289	4663531	4663615	4659498	4672057
4300	ENSMUSG00000071691	chr19	-	4660233	4660289	4663531	4663615	4659498	4672057
4301	ENSMUSG00000052026	chr18	-	61007715	61007847	61009421	61009605	61007609	61013976
4302	ENSMUSG00000034235	chr14	-	20591478	20591613	20604051	20604144	20589487	20607081
4303	ENSMUSG00000040667	chr11	-	70951259	70951358	70954500	70954648	70950236	70956135
4304	ENSMUSG00000040667	chr11	-	70954500	70954648	70956135	70956322	70951358	70958265
4323	ENSMUSG00000034108	chr19	-	4832832	4832893	4833340	4833518	4826021	4834172
4324	ENSMUSG00000020326	chr11	-	40751439	40751518	40752103	40752357	40751359	40753807
4325	ENSMUSG00000026482	chr1	-	152571597	152571675	152586406	152586615	152557587	152623817
4326	ENSMUSG00000026482	chr1	-	152571597	152571675	152586406	152586615	152557587	152674859
4327	ENSMUSG00000026482	chr1	-	152586406	152586615	152623817	152623928	152571675	152674859
4328	ENSMUSG00000026482	chr1	-	152586406	152586615	152674859	152675023	152571675	152765906
4331	ENSMUSG00000023905	chr17	-	23676138	23676273	23676518	23676623	23676046	23677326
4338	ENSMUSG00000044322	chr18	-	20085834	20085880	20086648	20086870	20085751	20087474
4342	ENSMUSG00000067713	chr15	-	98815658	98815740	98815875	98815985	98815555	98825687
4356	ENSMUSG00000078789	chr11	-	75179725	75179804	75180560	75180661	75179313	75181292
4358	ENSMUSG00000020448	chr11	-	3428883	3428902	3432399	3432620	3426678	3438204
4359	ENSMUSG00000020448	chr11	-	3432399	3432620	3438204	3438323	3428902	3452208
4361	ENSMUSG00000017288	chr11	-	76138307	76138394	76163797	76163864	76136314	76174626
4365	ENSMUSG00000026361	chr1	-	143609369	143609511	143615302	143615403	143608557	143617278
4366	ENSMUSG00000062753	chr17	-	27564148	27564254	27564384	27564410	27564016	27564561
4367	ENSMUSG00000062753	chr17	-	27564384	27564410	27564561	27564750	27564254	27565659
4372	ENSMUSG00000020946	chr11	-	103683791	103683932	103687524	103687633	103679397	103689254
4373	ENSMUSG00000020946	chr11	-	103683791	103683932	103689254	103689319	103679397	103697629
4374	ENSMUSG00000020946	chr11	-	103683791	103683932	103687524	103687633	103679397	103697629
4378	ENSMUSG00000042772	chr1	-	152841512	152841593	152843229	152843379	152841184	152844035
4379	ENSMUSG00000002265	chr7	-	6717112	6717196	6717798	6717888	6716157	6718425
4380	ENSMUSG00000002265	chr7	-	6717112	6717196	6718425	6718556	6716157	6726489
4383	ENSMUSG00000022994	chr15	-	98594912	98595042	98595126	98595162	98594594	98596039
4386	ENSMUSG00000021187	chr12	-	101665552	101665744	101678513	101678630	101652853	101688959
4387	ENSMUSG00000021363	chr13	-	41030016	41030136	41032524	41032599	41026562	41034753
4388	ENSMUSG00000021363	chr13	-	41030016	41030139	41032524	41032599	41026562	41034753
4389	ENSMUSG00000038260	chr7	-	45319241	45319354	45321787	45321887	45318680	45321998
4390	ENSMUSG00000038260	chr7	-	45327271	45327452	45327720	45327895	45327140	45333381
4398	ENSMUSG00000042508	chr5	-	9121781	9121937	9124441	9124527	9121462	9127956
4399	ENSMUSG00000042508	chr5	-	9140385	9140480	9148899	9149022	9137240	9150375
4400	ENSMUSG00000042508	chr5	-	9148899	9149022	9150375	9150492	9137240	9151797
4401	ENSMUSG00000042508	chr5	-	9148899	9149022	9150375	9150492	9140480	9151797
4402	ENSMUSG00000054459	chr12	-	11332000	11332216	11386814	11386981	11326504	11436356
4403	ENSMUSG00000046337	chr1	-	36564329	36564482	36564830	36564908	36563020	36578518
4404	ENSMUSG00000046337	chr1	-	36564830	36564908	36578518	36578644	36564482	36585915
4406	ENSMUSG00000058076	chr1	-	171135992	171136156	171138693	171138755	171129905	171143557
4407	ENSMUSG00000058076	chr1	-	171135992	171136156	171143557	171143659	171129905	171145755
4408	ENSMUSG00000058076	chr1	-	171135992	171136156	171138693	171138755	171129905	171145755
4409	ENSMUSG00000058076	chr1	-	171138693	171138755	171143557	171143659	171136156	171145755
4410	ENSMUSG00000058076	chr1	-	171138693	171138755	171145755	171145812	171136156	171150558
4411	ENSMUSG00000024908	chr19	-	3507241	3507355	3511928	3512041	3496651	3514653
4412	ENSMUSG00000024908	chr19	-	3507241	3507355	3514653	3514719	3496651	3518244
4413	ENSMUSG00000024908	chr19	-	3511928	3512041	3514653	3514719	3507355	3518244
4414	ENSMUSG00000024908	chr19	-	3514653	3514719	3518244	3518382	3512041	3521733
4415	ENSMUSG00000024908	chr19	-	3518244	3518382	3521733	3521920	3514719	3526701
4416	ENSMUSG00000024325	chr17	-	34023292	34023453	34024288	34024418	34023194	34024509
4417	ENSMUSG00000026383	chr1	-	119567795	119567860	119570044	119570173	119555142	119572805
4420	ENSMUSG00000056185	chr19	-	5497446	5497552	5497674	5497779	5497365	5497904
4422	ENSMUSG00000026721	chr1	-	160231795	160231867	160236625	160236709	160226682	160238530
4423	ENSMUSG00000057554	chr13	-	12448418	12448507	12456343	12456432	12447312	12459173
4424	ENSMUSG00000000197	chr14	-	123308328	123308435	123314031	123314136	123303000	123315983
4425	ENSMUSG00000000197	chr14	-	123314031	123314136	123315983	123316151	123308435	123316994
4426	ENSMUSG00000000197	chr14	-	123396206	123396281	123409695	123409833	123371614	123460236
4427	ENSMUSG00000000197	chr14	-	123464663	123464831	123486385	123486517	123460428	123507480
4428	ENSMUSG00000000197	chr14	-	123486385	123486517	123507480	123507567	123464831	123515300
4429	ENSMUSG00000000197	chr14	-	123571939	123572094	123599842	123599989	123515773	123626815
4432	ENSMUSG00000007646	chr11	-	87397623	87397757	87401389	87401556	87395397	87402597
4434	ENSMUSG00000018651	chr11	-	84118247	84118307	84121081	84121188	84110045	84126987
4436	ENSMUSG00000103866	chr18	-	78783258	78783429	78856483	78859931	78755825	78923988
4437	ENSMUSG00000022223	chr14	-	55899646	55899729	55899813	55899920	55899305	55900189
4438	ENSMUSG00000038930	chr7	-	80320091	80320213	80320301	80320698	80319341	80320861
4447	ENSMUSG00000020516	chr11	-	86504265	86504378	86506790	86506898	86502962	86511588
4448	ENSMUSG00000020516	chr11	-	86511824	86511887	86512805	86512913	86511666	86513299
4449	ENSMUSG00000020516	chr11	-	86516743	86516987	86517349	86517392	86516191	86517582
4450	ENSMUSG00000020516	chr11	-	86534025	86534146	86535410	86535460	86532840	86543930
4451	ENSMUSG00000020516	chr11	-	86534025	86534146	86535410	86535460	86532840	86544565
4452	ENSMUSG00000018425	chr11	-	86793161	86793261	86797622	86797754	86789572	86798921
4453	ENSMUSG00000042642	chr3	-	89405580	89405770	89407408	89407556	89403469	89408421
4454	ENSMUSG00000042642	chr3	-	89405854	89405953	89407408	89407556	89405770	89408421
4455	ENSMUSG00000046442	chr11	-	87240602	87240791	87244268	87244468	87237575	87248931
4456	ENSMUSG00000046442	chr11	-	87244268	87244468	87248931	87249050	87240791	87358448
4463	ENSMUSG00000040430	chr11	-	107252021	107252117	107296198	107296270	107234502	107320792
4464	ENSMUSG00000071415	chr11	-	97781333	97781462	97781805	97781889	97778378	97782343
4467	ENSMUSG00000021301	chr13	-	14285547	14285682	14297269	14297455	14280521	14300325
4468	ENSMUSG00000021301	chr13	-	14297269	14297455	14300325	14300447	14285682	14305975
4469	ENSMUSG00000026335	chr1	-	97822935	97822989	97825836	97826040	97821988	97831454
4470	ENSMUSG00000026335	chr1	-	97822935	97822989	97825836	97826037	97821988	97831454
4471	ENSMUSG00000026335	chr1	-	97864202	97864520	97884125	97884197	97853232	97885601
4472	ENSMUSG00000074785	chr10	-	94866910	94866998	94870974	94871119	94865033	94882517
4473	ENSMUSG00000038352	chr11	-	97992281	97992433	97993424	97993508	97990339	97994337
4474	ENSMUSG00000038352	chr11	-	97993424	97993508	97994337	97994485	97992433	97995066
4475	ENSMUSG00000038352	chr11	-	97994337	97994485	97995066	97995127	97993508	97995817
4484	ENSMUSG00000069769	chr11	-	88347052	88347125	88348783	88348938	88344660	88366784
4485	ENSMUSG00000069769	chr11	-	88347052	88347125	88348783	88348992	88344660	88366784
4486	ENSMUSG00000069769	chr11	-	88480005	88480054	88590054	88590147	88413990	88712437
4487	ENSMUSG00000014355	chr2	-	128650195	128650374	128652695	128652766	128648519	128652851
4488	ENSMUSG00000014355	chr2	-	128680108	128680209	128680393	128680445	128679602	128684501
4497	ENSMUSG00000046836	chr1	-	183292474	183292581	183294333	183294450	183292003	183294776
4498	ENSMUSG00000046836	chr1	-	183294333	183294450	183294776	183294864	183292581	183296902
4502	ENSMUSG00000046822	chr10	-	81033611	81033933	81034917	81035005	81031700	81037203
4503	ENSMUSG00000046822	chr10	-	81033611	81033933	81034917	81035009	81031700	81037203
4506	ENSMUSG00000019785	chr10	-	33528322	33528543	33543381	33543492	33513346	33595743
4509	ENSMUSG00000037013	chr18	-	14636495	14636618	14640256	14640361	14633676	14640955
4510	ENSMUSG00000037013	chr18	-	14637391	14637484	14640256	14640361	14636618	14640955
4511	ENSMUSG00000037013	chr18	-	14651022	14651244	14655026	14655180	14641123	14679386
4512	ENSMUSG00000037437	chr8	-	24863388	24863545	24878720	24878829	24852278	24884437
4518	ENSMUSG00000034290	chr12	-	85308818	85308989	85310386	85310548	85307989	85311337
4519	ENSMUSG00000034290	chr12	-	85310386	85310548	85311337	85311446	85308989	85312945
4520	ENSMUSG00000014418	chr7	-	46762942	46763213	46764818	46764925	46761450	46767093
4521	ENSMUSG00000063894	chr13	-	21521785	21521909	21522223	21522315	21520962	21525137
4522	ENSMUSG00000000538	chr11	-	60261054	60261213	60262648	60262783	60258972	60270317
4523	ENSMUSG00000000538	chr11	-	60262648	60262783	60270317	60270467	60258972	60274923
4524	ENSMUSG00000000538	chr11	-	60262648	60262783	60270317	60270467	60261213	60274923
4525	ENSMUSG00000000538	chr11	-	60274923	60275002	60280198	60280283	60262783	60352756
4526	ENSMUSG00000022843	chr16	-	20709076	20709315	20709569	20709629	20708767	20709879
4527	ENSMUSG00000022843	chr16	-	20709076	20709315	20709569	20709680	20708767	20709879
4528	ENSMUSG00000022843	chr16	-	20709076	20709315	20709569	20709724	20708767	20709879
4529	ENSMUSG00000022843	chr16	-	20709101	20709315	20709569	20709629	20708767	20709879
4530	ENSMUSG00000022843	chr16	-	20709101	20709315	20709569	20709680	20708767	20709879
4531	ENSMUSG00000022843	chr16	-	20709101	20709315	20709569	20709724	20708767	20709879
4534	ENSMUSG00000002602	chr7	-	25773098	25773125	25773342	25773493	25770765	25774514
4542	ENSMUSG00000047879	chr18	-	10017990	10018095	10022817	10022850	10016644	10024533
4544	ENSMUSG00000018160	chr11	-	98183841	98183920	98189181	98189288	98180308	98193058
4545	ENSMUSG00000020198	chr10	-	80716473	80716619	80717698	80717930	80716012	80719008
4546	ENSMUSG00000038208	chr11	-	98391079	98391141	98391694	98391757	98390813	98397895
4547	ENSMUSG00000038208	chr11	-	98391694	98391757	98397895	98398048	98391141	98398884
4560	ENSMUSG00000037601	chr11	-	93960667	93960780	93963226	93963328	93959513	93965807
4561	ENSMUSG00000057788	chr8	-	70298080	70298166	70300978	70301102	70297997	70302322
4562	ENSMUSG00000024493	chr18	-	42250828	42250909	42251292	42251380	42246077	42257069
4563	ENSMUSG00000024493	chr18	-	42251292	42251380	42257069	42257194	42250909	42261960
4564	ENSMUSG00000029088	chr5	-	48398478	48398586	48409794	48409865	48396755	48419211
4565	ENSMUSG00000037316	chr8	-	25771078	25771333	25777422	25777527	25769536	25784898
4566	ENSMUSG00000038094	chr16	-	29413728	29413801	29415782	29415879	29409872	29417764
4567	ENSMUSG00000038094	chr16	-	29413728	29413801	29415810	29415879	29409872	29417764
4568	ENSMUSG00000038094	chr16	-	29469240	29469310	29473433	29473503	29459567	29475387
4569	ENSMUSG00000038094	chr16	-	29471888	29472023	29473433	29473503	29469310	29475387
4570	ENSMUSG00000038094	chr16	-	29479755	29479902	29490009	29490183	29475628	29541243
4572	ENSMUSG00000035629	chr16	-	32844546	32844706	32847216	32847323	32843531	32847829
4573	ENSMUSG00000032782	chr11	-	69320817	69320974	69321355	69321419	69319974	69321848
4574	ENSMUSG00000032782	chr11	-	69321355	69321419	69321848	69321933	69320974	69322689
4583	ENSMUSG00000020642	chr12	-	26339305	26339451	26389393	26389575	26327607	26405318
4584	ENSMUSG00000020642	chr12	-	26339305	26339451	26389393	26389575	26327607	26415100
4585	ENSMUSG00000020642	chr12	-	26389393	26389575	26405318	26405392	26339451	26415100
4587	ENSMUSG00000019948	chr10	-	89728153	89728222	89728899	89729017	89726760	89732173
4588	ENSMUSG00000026667	chr1	-	170205114	170205203	170207113	170207212	170200013	170207345
4589	ENSMUSG00000026667	chr1	-	170208654	170208749	170211030	170211222	170207422	170212235
4591	ENSMUSG00000024012	chr17	-	29333513	29333589	29333774	29333842	29332778	29333957
4596	ENSMUSG00000035086	chr11	-	101296257	101296316	101299008	101299076	101295624	101301727
4598	ENSMUSG00000052373	chr11	-	102025076	102025154	102025380	102025499	102023782	102025731
4599	ENSMUSG00000052373	chr11	-	102025380	102025499	102025731	102025856	102025154	102026866
4600	ENSMUSG00000017314	chr11	-	102062250	102062382	102063187	102063415	102062160	102064293
4602	ENSMUSG00000018677	chr11	-	102405692	102405826	102406205	102406250	102405079	102406361
4605	ENSMUSG00000034621	chr11	-	102531312	102531330	102537111	102537146	102528166	102538281
4606	ENSMUSG00000026768	chr2	-	12119946	12120048	12132438	12132552	12111097	12140377
4607	ENSMUSG00000035189	chr10	-	89068099	89068231	89084546	89084591	89035181	89088192
4608	ENSMUSG00000035189	chr10	-	89068099	89068231	89084546	89084653	89035181	89088192
4609	ENSMUSG00000035189	chr10	-	89084546	89084653	89088192	89088293	89068231	89112790
4610	ENSMUSG00000035189	chr10	-	89088192	89088293	89112790	89112949	89084653	89116865
4619	ENSMUSG00000051730	chr2	-	69873883	69873935	69879101	69879184	69871781	69880766
4626	ENSMUSG00000029406	chr5	-	124140523	124140751	124142068	124142190	124136401	124143432
4627	ENSMUSG00000029406	chr5	-	124142068	124142190	124143432	124143647	124140751	124152543
4628	ENSMUSG00000029406	chr5	-	124143432	124143647	124152543	124152719	124142190	124186938
4636	ENSMUSG00000003500	chr6	-	29206305	29206512	29206922	29206997	29206153	29207094
4637	ENSMUSG00000087385	chr4	-	119533312	119533497	119533740	119533809	119531748	119538607
4638	ENSMUSG00000087385	chr4	-	119533312	119533549	119533740	119533809	119531748	119538607
4639	ENSMUSG00000041596	chr7	-	14582991	14583162	14586617	14586788	14581104	14592645
4644	ENSMUSG00000018433	chr11	-	107184739	107184888	107186634	107186691	107183630	107186808
4645	ENSMUSG00000039753	chr5	-	43750861	43751010	43758221	43758944	43745375	43759742
4646	ENSMUSG00000050965	chr11	-	107951465	107951606	107953641	107953749	107939680	107961572
4647	ENSMUSG00000050965	chr11	-	107953641	107953749	107961572	107961653	107951606	107978233
4648	ENSMUSG00000050965	chr11	-	108192129	108192212	108340645	108340677	108057873	108343494
4650	ENSMUSG00000020114	chr10	-	119206715	119206823	119208026	119208191	119203205	119208272
4651	ENSMUSG00000020620	chr11	-	109936341	109936482	109936696	109936816	109935795	109937706
4652	ENSMUSG00000020620	chr11	-	109936696	109936816	109937706	109937801	109936482	109937892
4654	ENSMUSG00000024096	chr17	-	65854091	65854199	65857661	65857793	65852811	65858972
4655	ENSMUSG00000024096	chr17	-	65854091	65854199	65858972	65859134	65852811	65861255
4656	ENSMUSG00000024096	chr17	-	65857661	65857793	65858972	65859134	65854199	65861255
4657	ENSMUSG00000061306	chr11	-	120134779	120134882	120147720	120147838	120132859	120150979
4658	ENSMUSG00000061306	chr11	-	120140592	120140686	120141599	120141645	120139129	120147720
4661	ENSMUSG00000022696	chr16	-	44291249	44291295	44299801	44299972	44287344	44300940
4664	ENSMUSG00000017631	chr11	-	76486437	76486536	76508887	76509072	76479180	76571030
4666	ENSMUSG00000066839	chr9	-	22076227	22076645	22078147	22078265	22074814	22084022
4667	ENSMUSG00000066839	chr9	-	22076227	22076645	22084022	22084208	22074814	22085348
4668	ENSMUSG00000066839	chr9	-	22076227	22076645	22084022	22084208	22074814	22085356
4669	ENSMUSG00000066839	chr9	-	22078147	22078265	22084022	22084208	22076645	22085356
4670	ENSMUSG00000034566	chr11	-	115417838	115417935	115418385	115418516	115416924	115419891
4671	ENSMUSG00000034566	chr11	-	115417838	115417935	115418385	115418550	115416924	115419891
4680	ENSMUSG00000035181	chr12	-	51916066	51916256	51918583	51918740	51915143	51920389
4682	ENSMUSG00000033323	chr18	-	80420442	80420630	80434165	80434328	80408781	80445885
4683	ENSMUSG00000033323	chr18	-	80434165	80434328	80445885	80446095	80420630	80447423
4689	ENSMUSG00000021285	chr12	-	111846327	111846429	111858209	111858286	111844996	111866414
4691	ENSMUSG00000024511	chr18	-	69989543	69989647	69994476	69994562	69987035	69996068
4694	ENSMUSG00000051786	chr15	-	89102000	89102169	89102544	89102603	89101916	89102816
4695	ENSMUSG00000035439	chr8	-	71255646	71255712	71256007	71256120	71255565	71256458
4701	ENSMUSG00000054423	chr14	-	12411553	12411661	12418004	12418037	12376709	12439870
4702	ENSMUSG00000054423	chr14	-	12418004	12418037	12449721	12449869	12411661	12454163
4703	ENSMUSG00000054423	chr14	-	12457682	12457829	12465858	12466000	12454319	12467022
4704	ENSMUSG00000054423	chr14	-	12485640	12485658	12486524	12486593	12473515	12488980
4705	ENSMUSG00000032656	chr18	-	56783018	56783228	56807663	56807868	56776108	56811831
4711	ENSMUSG00000027327	chr2	-	131149440	131149542	131151617	131151760	131148294	131153593
4712	ENSMUSG00000027327	chr2	-	131151617	131151760	131153593	131153710	131148294	131159952
4713	ENSMUSG00000027327	chr2	-	131151617	131151760	131153584	131153710	131148294	131159952
4714	ENSMUSG00000027327	chr2	-	131151617	131151760	131153593	131153710	131149542	131159952
4717	ENSMUSG00000036019	chr10	-	105369949	105370778	105413216	105413787	105348549	105573666
4722	ENSMUSG00000021557	chr13	-	59460468	59460629	59465984	59466116	59450314	59473687
4723	ENSMUSG00000021557	chr13	-	59460468	59460629	59461996	59462173	59450314	59465984
4724	ENSMUSG00000021557	chr13	-	59460468	59460629	59461996	59462173	59454680	59465984
4725	ENSMUSG00000021557	chr13	-	59460468	59460629	59465984	59466116	59454680	59473687
4726	ENSMUSG00000021557	chr13	-	59461996	59462173	59465984	59466116	59450314	59473687
4727	ENSMUSG00000021557	chr13	-	59461996	59462173	59465984	59466116	59460629	59473687
4728	ENSMUSG00000021557	chr13	-	59495562	59495649	59496975	59497059	59495481	59500013
4729	ENSMUSG00000021557	chr13	-	59528386	59528518	59531056	59531203	59525239	59532012
4730	ENSMUSG00000000627	chr6	-	82930897	82930991	82935586	82935685	82919682	82935894
4735	ENSMUSG00000020671	chr12	-	3256866	3257005	3264688	3264749	3253358	3309291
4756	ENSMUSG00000020652	chr12	-	4217207	4217322	4231515	4231682	4216778	4233530
4766	ENSMUSG00000015143	chr12	-	80170182	80170248	80170685	80170766	80169016	80171728
4772	ENSMUSG00000040964	chr4	-	140552527	140552649	140562713	140562814	140547086	140564186
4781	ENSMUSG00000060275	chr18	-	36031882	36031941	36032335	36032412	36024408	36038230
4785	ENSMUSG00000054519	chr11	-	59465011	59465072	59465450	59465577	59464286	59472340
4786	ENSMUSG00000012296	chr17	-	46271799	46271929	46282345	46282439	46264978	46282959
4797	ENSMUSG00000013155	chr8	-	105704350	105704514	105704634	105704760	105704249	105706565
4798	ENSMUSG00000013155	chr8	-	105704634	105704760	105706565	105706738	105704514	105707548
4800	ENSMUSG00000024002	chr17	-	32229416	32229735	32253040	32253200	32225713	32284062
4801	ENSMUSG00000090272	chr1	-	173865398	173865557	173871377	173871545	173862883	173874350
4802	ENSMUSG00000020664	chr12	-	31341377	31341478	31342743	31342813	31341007	31343374
4803	ENSMUSG00000026110	chr1	-	37449095	37449162	37450328	37450407	37444919	37452230
4805	ENSMUSG00000024937	chr19	-	5710210	5710310	5710573	5710697	5708831	5710792
4806	ENSMUSG00000003863	chr7	-	45342325	45342501	45343552	45343579	45341784	45343740
4807	ENSMUSG00000049313	chr9	-	42008178	42008304	42014454	42014574	42005913	42018115
4811	ENSMUSG00000026356	chr1	-	128387116	128387176	128389118	128389199	128378877	128391270
4815	ENSMUSG00000028033	chr1	-	21457403	21457624	21466382	21466409	21424157	21469469
4816	ENSMUSG00000028033	chr1	-	21535060	21535187	21593523	21593614	21505859	21961180
4821	ENSMUSG00000020954	chr12	-	51629373	51629507	51633578	51633719	51627880	51643103
4822	ENSMUSG00000020954	chr12	-	51633578	51633719	51643103	51643214	51629507	51647993
4828	ENSMUSG00000021027	chr12	-	55702434	55702563	55707952	55708108	55698887	55708993
4831	ENSMUSG00000059456	chr14	-	66163024	66163150	66165263	66165329	66158677	66166666
4841	ENSMUSG00000034912	chr12	-	66568742	66569012	66655107	66655437	66550629	66689257
4842	ENSMUSG00000034912	chr12	-	66629904	66630198	66655107	66655437	66569012	66689257
4852	ENSMUSG00000052752	chr17	-	24514712	24514829	24516504	24516596	24514217	24518741
