	GeneID	chr	strand	shortSplice	longSplice	shareSplice
1745	ENSMUSG00000091625	chr6	-	56703317	56703313	56703033
1747	ENSMUSG00000048747	chr4	-	97569181	97569159	97568964
1748	ENSMUSG00000048747	chr4	-	97574818	97574800	97569278
1751	ENSMUSG00000025413	chr4	-	106676732	106676597	106674488
1752	ENSMUSG00000047502	chr4	-	106690225	106690214	106684011
1756	ENSMUSG00000026860	chr2	-	30355260	30355235	30354981
1758	ENSMUSG00000034171	chr4	-	116004999	116004713	116004479
1759	ENSMUSG00000063882	chr4	-	116070736	116070667	116070024
1763	ENSMUSG00000028680	chr4	-	117131112	117131061	117130817
1764	ENSMUSG00000028677	chr4	-	117285928	117285850	117285511
1765	ENSMUSG00000028677	chr4	-	117289025	117288362	117285972
1766	ENSMUSG00000006389	chr4	-	118455668	118455644	118455280
1767	ENSMUSG00000028644	chr4	-	119183309	119183305	119182875
1776	ENSMUSG00000041530	chr4	-	126453825	126453816	126453691
1777	ENSMUSG00000039989	chr11	-	119084562	119084531	119082583
1779	ENSMUSG00000001524	chr17	-	35671229	35671225	35670962
1780	ENSMUSG00000020530	chr11	-	84840040	84839980	84837988
1781	ENSMUSG00000020530	chr11	-	84841420	84841414	84840435
1782	ENSMUSG00000040928	chr4	-	129181741	129180188	129178332
1783	ENSMUSG00000040928	chr4	-	129182331	129182208	129182100
1793	ENSMUSG00000000804	chr11	-	85036521	85036479	85032223
1794	ENSMUSG00000003038	chr4	-	133966765	133966759	133966479
1797	ENSMUSG00000028898	chr4	-	132321688	132321678	132319574
1800	ENSMUSG00000036438	chr17	-	87435790	87435603	87435211
1801	ENSMUSG00000040860	chr4	-	141020273	141019707	141019312
1802	ENSMUSG00000073795	chr7	-	139976478	139976474	139975958
1803	ENSMUSG00000073795	chr7	-	139976478	139976474	139976128
1804	ENSMUSG00000073795	chr7	-	139978546	139978033	139977222
1806	ENSMUSG00000040606	chr4	-	142147022	142147017	142143344
1807	ENSMUSG00000026385	chr1	-	120119894	120119788	120116448
1809	ENSMUSG00000029022	chr4	-	147865865	147865654	147865270
1811	ENSMUSG00000041459	chr4	-	148618664	148618646	148617705
1812	ENSMUSG00000041459	chr4	-	148618673	148618664	148617635
1813	ENSMUSG00000041459	chr4	-	148618673	148618664	148617705
1814	ENSMUSG00000041459	chr4	-	148618737	148618664	148617705
1815	ENSMUSG00000041459	chr4	-	148618737	148618673	148617705
1816	ENSMUSG00000041459	chr4	-	148618673	148618664	148617825
1817	ENSMUSG00000073705	chr4	-	149132277	149132258	149131672
1819	ENSMUSG00000045031	chr3	-	37312356	37310292	37309181
1820	ENSMUSG00000045031	chr3	-	37312356	37310292	37310065
1824	ENSMUSG00000078350	chr4	-	154023687	154023593	154023453
1825	ENSMUSG00000078350	chr4	-	154025503	154024066	154023891
1826	ENSMUSG00000042042	chr6	-	118126121	118124311	118121123
1828	ENSMUSG00000029055	chr4	-	154986718	154986214	154985392
1834	ENSMUSG00000064068	chr3	-	89212876	89212682	89210676
1835	ENSMUSG00000041936	chr4	-	156168545	156167776	156167506
1836	ENSMUSG00000041936	chr4	-	156173542	156173002	156172882
1842	ENSMUSG00000002221	chr5	-	27783729	27783680	27781485
1848	ENSMUSG00000029151	chr5	-	31094483	31094249	31090237
1849	ENSMUSG00000107283	chr5	-	31145245	31145239	31144752
1852	ENSMUSG00000023452	chr5	-	32739183	32739136	32738920
1856	ENSMUSG00000037916	chr19	-	4011345	4011101	4010009
1859	ENSMUSG00000036553	chr5	-	35714112	35714062	35710994
1860	ENSMUSG00000029192	chr5	-	36524929	36524890	36523009
1861	ENSMUSG00000029122	chr5	-	37300811	37300734	37297236
1862	ENSMUSG00000040669	chr6	-	122334972	122334965	122334150
1863	ENSMUSG00000029086	chr5	-	44034346	44034323	44033007
1865	ENSMUSG00000020472	chr11	-	59503676	59503383	59503100
1874	ENSMUSG00000037971	chr9	-	50764764	50764695	50764290
1877	ENSMUSG00000092060	chr5	-	67400131	67400060	67398450
1882	ENSMUSG00000078671	chr7	-	73441768	73441585	73435978
1883	ENSMUSG00000028149	chr3	-	139021812	139021765	139015671
1886	ENSMUSG00000055923	chr5	-	76886129	76886046	76884201
1889	ENSMUSG00000060601	chr7	-	44553808	44553804	44553708
1892	ENSMUSG00000057335	chr1	-	176742500	176742470	176740089
1893	ENSMUSG00000057335	chr1	-	176742551	176742470	176740089
1894	ENSMUSG00000057335	chr1	-	176742551	176742500	176740089
1895	ENSMUSG00000057335	chr1	-	176769712	176769232	176758517
1896	ENSMUSG00000057335	chr1	-	176769712	176769232	176761500
1897	ENSMUSG00000030881	chr7	-	105637939	105637818	105637278
1900	ENSMUSG00000035325	chr5	-	100363827	100363376	100362230
1901	ENSMUSG00000035325	chr5	-	100373424	100373379	100368352
1902	ENSMUSG00000035234	chr5	-	100809558	100809553	100806890
1903	ENSMUSG00000029782	chr6	-	30508790	30508665	30508512
1906	ENSMUSG00000079363	chr5	-	105136838	105136809	105135190
1908	ENSMUSG00000049606	chr5	-	106695642	106695136	106666845
1909	ENSMUSG00000049606	chr5	-	106695642	106695136	106679743
1910	ENSMUSG00000049606	chr5	-	106696531	106696233	106679743
1911	ENSMUSG00000043410	chr5	-	106904225	106902921	106902146
1915	ENSMUSG00000033615	chr5	-	108548531	108548505	108525567
1918	ENSMUSG00000062234	chr5	-	108591144	108591103	108585534
1919	ENSMUSG00000004815	chr5	-	108650816	108650489	108650379
1920	ENSMUSG00000004815	chr5	-	108653771	108653635	108653219
1921	ENSMUSG00000032413	chr9	-	96568363	96566015	96560781
1924	ENSMUSG00000097767	chr5	-	112228308	112228300	112221874
1925	ENSMUSG00000097767	chr5	-	112224308	112224207	112221855
1926	ENSMUSG00000097767	chr5	-	112228308	112228300	112224356
1927	ENSMUSG00000097767	chr5	-	112228308	112228300	112228178
1928	ENSMUSG00000097767	chr5	-	112228308	112228300	112228214
1929	ENSMUSG00000029346	chr5	-	112338001	112337975	112337741
1932	ENSMUSG00000026600	chr1	-	156466680	156466657	156458004
1933	ENSMUSG00000011884	chr5	-	114676335	114676264	114674185
1935	ENSMUSG00000029524	chr5	-	115482623	115482574	115480525
1936	ENSMUSG00000020523	chr11	-	57514094	57514073	57513735
1938	ENSMUSG00000098950	chr2	-	156098184	156096417	156079464
1939	ENSMUSG00000098950	chr2	-	156098229	156096417	156079464
1940	ENSMUSG00000098950	chr2	-	156098229	156098184	156079464
1941	ENSMUSG00000031433	chrX	-	139995172	139995111	139994104
1942	ENSMUSG00000051811	chr7	-	4752090	4752060	4751975
1943	ENSMUSG00000051811	chr7	-	4752107	4752060	4751975
1944	ENSMUSG00000051811	chr7	-	4752107	4752090	4751975
1946	ENSMUSG00000066861	chr5	-	120881884	120881823	120879332
1947	ENSMUSG00000042726	chr5	-	121373149	121373137	121372675
1948	ENSMUSG00000042726	chr5	-	121373338	121373137	121372675
1949	ENSMUSG00000042726	chr5	-	121373338	121373149	121372675
1950	ENSMUSG00000042726	chr5	-	121384756	121384744	121384104
1951	ENSMUSG00000105340	chr5	-	121537111	121537107	121535939
1955	ENSMUSG00000029472	chr5	-	122791826	122791607	122788464
1959	ENSMUSG00000025575	chr11	-	118418971	118418929	118417654
1960	ENSMUSG00000029478	chr5	-	125019959	125019818	125018990
1961	ENSMUSG00000029478	chr5	-	125028620	125028611	125027217
1963	ENSMUSG00000026309	chr1	-	91388354	91388344	91387341
1967	ENSMUSG00000029673	chr5	-	131472258	131472237	131460156
1968	ENSMUSG00000029673	chr5	-	131472258	131472237	131461353
1969	ENSMUSG00000029673	chr5	-	131472258	131472237	131466127
1970	ENSMUSG00000029673	chr5	-	131472258	131472237	131470458
1971	ENSMUSG00000015950	chr5	-	134222029	134221987	134221868
1972	ENSMUSG00000023079	chr5	-	134388433	134388426	134385837
1975	ENSMUSG00000029703	chr5	-	136133966	136133933	136133445
1976	ENSMUSG00000029705	chr5	-	136256231	136256227	136254183
1977	ENSMUSG00000029705	chr5	-	136360001	136359973	136340137
1981	ENSMUSG00000029713	chr5	-	137530183	137529845	137529765
1982	ENSMUSG00000036980	chr5	-	138187169	138186961	138184547
1984	ENSMUSG00000039244	chr5	-	143314177	143311710	143308140
1985	ENSMUSG00000001844	chr5	-	143321768	143321754	143320475
1987	ENSMUSG00000049676	chr7	-	29184963	29184678	29182329
1988	ENSMUSG00000049676	chr7	-	29184994	29184678	29182329
1989	ENSMUSG00000049676	chr7	-	29184994	29184963	29182329
1990	ENSMUSG00000020831	chr11	-	70236023	70235996	70235468
1991	ENSMUSG00000020831	chr11	-	70236023	70235996	70235464
1992	ENSMUSG00000020831	chr11	-	70236023	70235996	70235800
1993	ENSMUSG00000020831	chr11	-	70236887	70236876	70236211
1994	ENSMUSG00000027366	chr2	-	126920317	126919638	126917881
2000	ENSMUSG00000032815	chr8	-	123313239	123313020	123312657
2003	ENSMUSG00000020288	chr11	-	23492217	23492137	23491582
2004	ENSMUSG00000020288	chr11	-	23496765	23496690	23492306
2005	ENSMUSG00000020288	chr11	-	23496765	23496690	23495064
2006	ENSMUSG00000059022	chr6	-	29489032	29489028	29487576
2008	ENSMUSG00000052142	chr17	-	32395111	32395074	32394274
2010	ENSMUSG00000018999	chr6	-	34166373	34163588	34163389
2011	ENSMUSG00000001642	chr6	-	34311928	34311921	34311002
2020	ENSMUSG00000029544	chr5	-	115180791	115180787	115176270
2022	ENSMUSG00000029687	chr6	-	47551731	47551716	47547436
2023	ENSMUSG00000029687	chr6	-	47576562	47576535	47558294
2025	ENSMUSG00000037470	chr1	-	36211396	36211389	36210064
2027	ENSMUSG00000002797	chr6	-	54989499	54989411	54986968
2033	ENSMUSG00000009079	chr11	-	5082283	5082252	5079519
2036	ENSMUSG00000068329	chr6	-	83053000	83052697	83052542
2037	ENSMUSG00000068329	chr6	-	83053037	83052697	83052542
2038	ENSMUSG00000068329	chr6	-	83053037	83053000	83052542
2039	ENSMUSG00000068329	chr6	-	83053037	83053000	83052726
2040	ENSMUSG00000068329	chr6	-	83053037	83053000	83052803
2057	ENSMUSG00000048930	chr6	-	113374835	113374778	113372606
2059	ENSMUSG00000030172	chr6	-	119777987	119777978	119773901
2060	ENSMUSG00000045962	chr6	-	119932689	119932668	119927234
2061	ENSMUSG00000045962	chr6	-	119932689	119932668	119929867
2063	ENSMUSG00000038429	chr6	-	124818543	124818474	124818031
2069	ENSMUSG00000057666	chr6	-	125165284	125165096	125163436
2071	ENSMUSG00000030345	chr6	-	126880233	126880224	126877338
2072	ENSMUSG00000030243	chr6	-	142366666	142366624	142365607
2073	ENSMUSG00000047767	chr7	-	101291878	101291714	101291592
2074	ENSMUSG00000041540	chr6	-	144155096	144154991	144116654
2077	ENSMUSG00000006335	chr7	-	3620776	3620746	3620474
2082	ENSMUSG00000025871	chr13	-	54564514	54564509	54564272
2083	ENSMUSG00000032503	chr9	-	112157689	112155417	112149372
2084	ENSMUSG00000031109	chrX	-	49023126	49023093	49018894
2085	ENSMUSG00000031109	chrX	-	49286855	49286844	49080751
2086	ENSMUSG00000031109	chrX	-	49286855	49286844	49168784
2087	ENSMUSG00000031109	chrX	-	49288156	49288100	49286904
2088	ENSMUSG00000041890	chr5	-	114743775	114743730	114739281
2090	ENSMUSG00000047554	chr7	-	109986209	109985961	109982773
2092	ENSMUSG00000008305	chr4	-	72169121	72169091	72145420
2093	ENSMUSG00000008305	chr4	-	72169121	72169091	72158417
2094	ENSMUSG00000032182	chr9	-	21592726	21592527	21592218
2095	ENSMUSG00000032182	chr9	-	21592736	21592527	21592218
2096	ENSMUSG00000032182	chr9	-	21592736	21592726	21592218
2097	ENSMUSG00000032182	chr9	-	21592736	21592726	21592588
2098	ENSMUSG00000057894	chr7	-	12810805	12809696	12807973
2108	ENSMUSG00000002983	chr7	-	19617761	19617703	19617403
2109	ENSMUSG00000002984	chr7	-	19703268	19703065	19702950
2112	ENSMUSG00000018501	chr11	-	62349394	62349352	62345318
2113	ENSMUSG00000018501	chr11	-	62354382	62354370	62353334
2114	ENSMUSG00000018501	chr11	-	62378514	62378496	62376761
2115	ENSMUSG00000007880	chr4	-	133686418	133686403	133686325
2116	ENSMUSG00000007880	chr4	-	133695915	133695571	133694830
2126	ENSMUSG00000036634	chr7	-	30914268	30914264	30912879
2127	ENSMUSG00000058239	chr7	-	30955880	30955799	30955440
2132	ENSMUSG00000038056	chr5	-	25281672	25281660	25281400
2133	ENSMUSG00000059475	chr9	-	20474910	20474906	20473108
2135	ENSMUSG00000038520	chr7	-	44842202	44842185	44842099
2136	ENSMUSG00000008140	chr7	-	44493189	44493177	44492658
2137	ENSMUSG00000052429	chr7	-	44984079	44984075	44983875
2138	ENSMUSG00000019539	chr7	-	45092104	45092095	45091688
2140	ENSMUSG00000003269	chr7	-	45810126	45810122	45808449
2143	ENSMUSG00000030615	chr7	-	90452728	90452706	90451657
2144	ENSMUSG00000005150	chr8	-	85076216	85076023	85075937
2145	ENSMUSG00000005150	chr8	-	85080119	85080060	85079691
2146	ENSMUSG00000005150	chr8	-	85080119	85079788	85079707
2147	ENSMUSG00000005150	chr8	-	85080119	85080053	85079837
2148	ENSMUSG00000035310	chr5	-	100485802	100485139	100480321
2150	ENSMUSG00000025586	chr7	-	81356908	81356893	81356011
2152	ENSMUSG00000030557	chr7	-	67349868	67349848	67295578
2153	ENSMUSG00000030557	chr7	-	67349868	67349848	67316982
2154	ENSMUSG00000027829	chr3	-	65950212	65950024	65948790
2155	ENSMUSG00000027829	chr3	-	65955203	65955129	65951554
2157	ENSMUSG00000059146	chr7	-	78356026	78356024	78304426
2159	ENSMUSG00000039176	chr7	-	79459512	79459436	79459300
2164	ENSMUSG00000006423	chrX	-	36856851	36856816	36853419
2165	ENSMUSG00000006423	chrX	-	36856851	36856816	36854421
2170	ENSMUSG00000070436	chr7	-	99353052	99352881	99349464
2175	ENSMUSG00000032580	chr9	-	107770884	107770551	107769626
2178	ENSMUSG00000031553	chr8	-	24725278	24725244	24723541
2183	ENSMUSG00000070044	chr8	-	45342390	45342381	45341284
2184	ENSMUSG00000008575	chr4	-	82323571	82323544	82320556
2188	ENSMUSG00000030788	chr7	-	110837162	110837076	110833845
2189	ENSMUSG00000038296	chr7	-	111548675	111548630	111520175
2190	ENSMUSG00000030980	chr7	-	118852888	118852402	118848574
2191	ENSMUSG00000030980	chr7	-	118852888	118852402	118850689
2192	ENSMUSG00000030871	chr7	-	122048101	122046623	122044666
2194	ENSMUSG00000000131	chr7	-	126108451	126107070	126105199
2195	ENSMUSG00000000131	chr7	-	126152825	126151223	126149360
2196	ENSMUSG00000000131	chr7	-	126152825	126151223	126149537
2197	ENSMUSG00000004934	chr10	-	81157011	81156091	81155906
2198	ENSMUSG00000034218	chr9	-	53451659	53451548	53450634
2200	ENSMUSG00000078812	chr11	-	69921041	69921023	69919336
2205	ENSMUSG00000070371	chr7	-	127934509	127934389	127933492
2206	ENSMUSG00000070371	chr7	-	127934509	127934389	127933832
2207	ENSMUSG00000070371	chr7	-	127934509	127934389	127934280
2212	ENSMUSG00000010476	chr7	-	137231190	137231163	137225886
2213	ENSMUSG00000049571	chr7	-	139603875	139603826	139603524
2214	ENSMUSG00000049571	chr7	-	139653394	139653338	139652820
2222	ENSMUSG00000019082	chr7	-	141432662	141432613	141432139
2223	ENSMUSG00000019082	chr7	-	141433580	141433575	141432753
2224	ENSMUSG00000019082	chr7	-	141433592	141433575	141432753
2225	ENSMUSG00000019082	chr7	-	141433592	141433580	141432753
2226	ENSMUSG00000019082	chr7	-	141434300	141434155	141433636
2227	ENSMUSG00000019082	chr7	-	141434300	141434155	141434025
2230	ENSMUSG00000019470	chr8	-	3613367	3613158	3613076
2231	ENSMUSG00000019470	chr8	-	3618944	3618858	3618666
2241	ENSMUSG00000028295	chr4	-	34771877	34771873	34771414
2243	ENSMUSG00000029207	chr5	-	66543461	66543398	66492172
2246	ENSMUSG00000008892	chr8	-	22587552	22587549	22583736
2249	ENSMUSG00000031549	chr8	-	24553720	24553606	24550887
2251	ENSMUSG00000050914	chr8	-	45999650	45999616	45999403
2259	ENSMUSG00000004319	chr8	-	60927231	60922789	60919556
2262	ENSMUSG00000030465	chr8	-	67904116	67904110	67883070
2269	ENSMUSG00000070000	chr8	-	71713976	71713974	71713591
2270	ENSMUSG00000070000	chr8	-	71714882	71714878	71714772
2274	ENSMUSG00000021411	chr13	-	34639011	34639006	34638282
2275	ENSMUSG00000035151	chr8	-	83332354	83332349	83331258
2276	ENSMUSG00000027086	chr2	-	69702449	69702362	69700238
2277	ENSMUSG00000018774	chr11	-	69665502	69665475	69665366
2278	ENSMUSG00000004994	chr8	-	84262992	84262966	84261800
2281	ENSMUSG00000053693	chr8	-	84921099	84920796	84920716
2282	ENSMUSG00000038608	chr1	-	80586719	80586648	80586451
2283	ENSMUSG00000031788	chr8	-	95106492	95106462	95105824
2284	ENSMUSG00000036550	chr8	-	95754979	95754964	95753150
2285	ENSMUSG00000052616	chr8	-	104452624	104452600	104451860
2287	ENSMUSG00000031921	chr8	-	107076878	107076609	107072645
2288	ENSMUSG00000014633	chr8	-	116911127	116911083	116894159
2289	ENSMUSG00000042269	chr8	-	120171739	120171605	120169809
2290	ENSMUSG00000031819	chr8	-	120660834	120660783	120659074
2301	ENSMUSG00000028391	chr4	-	62470818	62470711	62468933
2302	ENSMUSG00000029922	chr6	-	39400461	39400394	39399936
2303	ENSMUSG00000053110	chr9	-	7962288	7962282	7953134
2304	ENSMUSG00000031922	chr9	-	13816886	13816816	13816132
2305	ENSMUSG00000031858	chr8	-	70023613	70023610	70022669
2306	ENSMUSG00000046111	chr9	-	15335049	15331935	15330910
2309	ENSMUSG00000066892	chr9	-	20644194	20642203	20642096
2311	ENSMUSG00000025980	chr1	-	55088144	55087988	55086941
2312	ENSMUSG00000039706	chr5	-	44479098	44479092	44476635
2313	ENSMUSG00000032041	chr9	-	35199220	35199210	35191696
2314	ENSMUSG00000039048	chr9	-	35209944	35209939	35209507
2315	ENSMUSG00000039048	chr9	-	35209944	35209939	35209529
2316	ENSMUSG00000011114	chr9	-	37653032	37652614	37651387
2319	ENSMUSG00000040111	chr9	-	40333444	40333435	40327438
2320	ENSMUSG00000015120	chr17	-	25274172	25274161	25269479
2321	ENSMUSG00000059890	chr9	-	44963363	44963336	44960139
2322	ENSMUSG00000032064	chr9	-	50710842	50710764	50706250
2323	ENSMUSG00000032030	chr9	-	53642680	53642517	53635065
2328	ENSMUSG00000025722	chr7	-	80901184	80900643	80900436
2333	ENSMUSG00000029617	chr5	-	143998543	143998162	143993259
2337	ENSMUSG00000090626	chr9	-	72480596	72479923	72478422
2338	ENSMUSG00000090626	chr9	-	72491925	72491738	72488075
2343	ENSMUSG00000032423	chr9	-	88463059	88462954	88462385
2344	ENSMUSG00000032423	chr9	-	88477099	88477073	88476965
2347	ENSMUSG00000032557	chr9	-	104060217	104060158	104056983
2348	ENSMUSG00000042210	chr9	-	106443826	106443805	106440856
2349	ENSMUSG00000042210	chr9	-	106443826	106443805	106440910
2351	ENSMUSG00000023192	chr9	-	106648104	106647150	106645477
2352	ENSMUSG00000057969	chr9	-	107606753	107606549	107605587
2354	ENSMUSG00000041528	chr9	-	108058792	108058782	108058596
2355	ENSMUSG00000041528	chr9	-	108063920	108063902	108063681
2356	ENSMUSG00000041528	chr9	-	108069675	108069671	108069282
2358	ENSMUSG00000039952	chr9	-	108253100	108253008	108243023
2361	ENSMUSG00000105383	chr9	-	109065212	109065127	109061668
2371	ENSMUSG00000040174	chr2	-	94010682	94010262	94008592
2375	ENSMUSG00000025786	chr9	-	123100262	123100258	123084310
2376	ENSMUSG00000025786	chr9	-	123100262	123100258	123089156
2377	ENSMUSG00000040537	chr5	-	8095072	8094985	8092831
2381	ENSMUSG00000031167	chrX	-	8143250	8143246	8142955
2382	ENSMUSG00000031169	chrX	-	8199066	8198205	8198085
