	GeneID	chr	strand	1stExonStart	1stExonEnd	2ndExonStart	2ndExonEnd	upstreamEE	downstreamES
3817	ENSMUSG00000026240	chr1	+	86587015	86587235	86592290	86592366	86583096	86596750
3818	ENSMUSG00000026240	chr1	+	86587015	86587235	86596750	86596839	86583096	86599002
3819	ENSMUSG00000026240	chr1	+	86589163	86589341	86596750	86596839	86587235	86599002
3820	ENSMUSG00000026240	chr1	+	86592290	86592366	86596750	86596839	86589341	86599002
3821	ENSMUSG00000026240	chr1	+	86592290	86592366	86599002	86599205	86589341	86601082
3822	ENSMUSG00000026240	chr1	+	86596750	86596839	86601082	86601188	86592366	86605057
3823	ENSMUSG00000026427	chr1	+	131164402	131164506	131164619	131164769	131163565	131165119
3824	ENSMUSG00000026427	chr1	+	131166326	131166422	131168119	131168240	131165209	131170936
3830	ENSMUSG00000063052	chr3	+	158041585	158041659	158041862	158041933	158040622	158043560
3831	ENSMUSG00000063052	chr3	+	158041619	158041659	158041862	158041933	158040622	158043560
3832	ENSMUSG00000039678	chr2	+	30135408	30135552	30136672	30136713	30134870	30137120
3833	ENSMUSG00000039678	chr2	+	30136672	30136713	30137120	30137182	30134870	30137281
3834	ENSMUSG00000039678	chr2	+	30136672	30136713	30137120	30137182	30135552	30137281
3836	ENSMUSG00000053641	chr9	+	64835953	64836081	64838812	64839144	64835352	64842439
3837	ENSMUSG00000053641	chr9	+	64838812	64839144	64842439	64842689	64836081	64849125
3838	ENSMUSG00000053641	chr9	+	64859298	64859357	64862326	64862502	64857733	64867761
3841	ENSMUSG00000047459	chr2	+	155242730	155242806	155247770	155247938	155236617	155249920
3842	ENSMUSG00000047459	chr2	+	155242730	155242806	155247770	155247938	155236936	155249920
3843	ENSMUSG00000047459	chr2	+	155242734	155242806	155247770	155247938	155236617	155249920
3846	ENSMUSG00000033740	chr1	+	6737579	6737657	6752993	6753036	6487741	6795385
3847	ENSMUSG00000033740	chr1	+	6770943	6770974	6795385	6795576	6768952	6802319
3854	ENSMUSG00000006476	chr2	+	25057271	25057277	25057964	25057970	25057176	25059020
3855	ENSMUSG00000006476	chr2	+	25057271	25057277	25058252	25058321	25057176	25059020
3856	ENSMUSG00000006476	chr2	+	25057964	25057970	25058252	25058321	25057176	25059020
3857	ENSMUSG00000006476	chr2	+	25059604	25059694	25060138	25060263	25059073	25060478
3858	ENSMUSG00000006476	chr2	+	25060691	25060725	25060813	25060884	25060562	25061058
3859	ENSMUSG00000021583	chr13	+	74666443	74666575	74666717	74666789	74666230	74667957
3862	ENSMUSG00000068663	chr16	+	10571668	10571674	10572917	10572923	10571599	10573299
3863	ENSMUSG00000068663	chr16	+	10638786	10638915	10644760	10644881	10635296	10688479
3864	ENSMUSG00000068663	chr16	+	10694619	10694790	10731660	10731819	10691590	10741613
3865	ENSMUSG00000052387	chr19	+	22889393	22889444	22897483	22897519	22885482	22897669
3866	ENSMUSG00000027001	chr2	+	80621193	80621240	80624207	80624360	80617606	80630791
3867	ENSMUSG00000027001	chr2	+	80621193	80621240	80624325	80624360	80617606	80630791
3868	ENSMUSG00000055862	chr10	+	80703729	80703756	80703852	80703928	80703280	80704038
3869	ENSMUSG00000055862	chr10	+	80703852	80703928	80704038	80704086	80703756	80704179
3870	ENSMUSG00000055862	chr10	+	80703852	80703928	80704179	80704194	80703756	80704417
3874	ENSMUSG00000021111	chr12	+	105807164	105807218	105808554	105808666	105806596	105809342
3875	ENSMUSG00000021111	chr12	+	105809523	105809662	105811036	105811109	105809432	105812273
3876	ENSMUSG00000021111	chr12	+	105813197	105813282	105818355	105818409	105812394	105818779
3881	ENSMUSG00000034274	chr11	+	4901151	4901295	4902085	4902199	4899906	4902334
3882	ENSMUSG00000020476	chr11	+	5798215	5798325	5799233	5799339	5798111	5799859
3894	ENSMUSG00000071866	chr11	+	6418100	6418314	6419112	6419285	6415979	6419477
3901	ENSMUSG00000032998	chr4	+	119560602	119560663	119573475	119573800	119539845	119585749
3902	ENSMUSG00000032998	chr4	+	119573475	119573800	119585749	119585824	119560663	119602408
3903	ENSMUSG00000032998	chr4	+	119585749	119585824	119602408	119602492	119573800	119616507
3906	ENSMUSG00000017715	chr11	+	118014573	118014722	118019606	118019732	118005891	118023404
3907	ENSMUSG00000017715	chr11	+	118014646	118014722	118019606	118019732	118005891	118023404
3908	ENSMUSG00000034780	chr2	+	67877827	67877892	67981742	67981790	67748304	68073448
3909	ENSMUSG00000034780	chr2	+	67981742	67981790	68073448	68073573	67877892	68117712
3910	ENSMUSG00000025086	chr19	+	57458089	57458188	57464369	57464425	57453196	57472698
3911	ENSMUSG00000022808	chr16	+	33276941	33276997	33284409	33284471	33269703	33285986
3915	ENSMUSG00000055320	chr7	+	112841887	112841950	112842039	112842102	112839480	112856052
3916	ENSMUSG00000055320	chr7	+	112842039	112842102	112856052	112856064	112839480	112856797
3917	ENSMUSG00000055320	chr7	+	112842039	112842102	112856052	112856064	112841950	112856797
3925	ENSMUSG00000079484	chr2	+	30279954	30280083	30280170	30280287	30277210	30281009
3926	ENSMUSG00000026960	chr2	+	53194283	53194337	53202918	53203051	53192522	53217294
3927	ENSMUSG00000078427	chr10	+	128833311	128833411	128838443	128838490	128821971	128839801
3928	ENSMUSG00000078427	chr10	+	128851156	128851182	128853182	128853251	128848789	128872420
3929	ENSMUSG00000020070	chr10	+	62989122	62989240	62990979	62991081	62982844	62993116
3930	ENSMUSG00000020070	chr10	+	62994704	62994770	62995309	62995379	62994041	62997880
3931	ENSMUSG00000053046	chr7	+	141985709	141985778	141985885	141985933	141985467	141987421
3932	ENSMUSG00000053046	chr7	+	141985709	141985778	141985885	141986032	141985467	141987421
3933	ENSMUSG00000053046	chr7	+	141985709	141985778	141985885	141986032	141985467	141987750
3934	ENSMUSG00000053046	chr7	+	141985885	141986032	141987421	141987453	141985778	141987750
3935	ENSMUSG00000053046	chr7	+	141988285	141988436	141992239	141992300	141988211	141993111
3936	ENSMUSG00000053046	chr7	+	141998377	141998558	141998632	141998722	141997012	141998919
3937	ENSMUSG00000053046	chr7	+	141998632	141998722	141998919	141999014	141998558	142000841
3938	ENSMUSG00000042323	chr14	+	31110414	31110579	31113848	31114004	31107310	31117012
3944	ENSMUSG00000034544	chr3	+	66996464	66996590	67082535	67082709	66994712	67180828
3945	ENSMUSG00000034544	chr3	+	66996464	66996590	67082535	67082709	66994712	67290346
3946	ENSMUSG00000034544	chr3	+	66996470	66996590	67082535	67082709	66994712	67290346
3947	ENSMUSG00000034544	chr3	+	67082535	67082709	67180828	67180865	66996590	67206425
3948	ENSMUSG00000034544	chr3	+	67082535	67082709	67180828	67180865	66996590	67290346
3949	ENSMUSG00000034544	chr3	+	67180828	67180865	67206425	67206477	67082709	67290346
3950	ENSMUSG00000034544	chr3	+	67206425	67206477	67290346	67290415	67180865	67349908
3956	ENSMUSG00000002059	chr11	+	78190684	78190736	78191207	78191289	78190542	78191364
3957	ENSMUSG00000061911	chr12	+	29566701	29566797	29644312	29644419	29528796	29730940
3958	ENSMUSG00000061911	chr12	+	29566701	29566797	29644312	29644419	29535229	29730940
3959	ENSMUSG00000061911	chr12	+	29644312	29644419	29730940	29731076	29566797	29775439
3960	ENSMUSG00000061911	chr12	+	29783854	29783888	29811372	29811734	29783675	29826865
3961	ENSMUSG00000061911	chr12	+	29784250	29784313	29811372	29811734	29783888	29826865
3962	ENSMUSG00000061911	chr12	+	29784250	29784313	29826865	29827831	29783888	29832287
3963	ENSMUSG00000061911	chr12	+	29784250	29784313	29826865	29827837	29783888	29832287
3964	ENSMUSG00000061911	chr12	+	29811372	29811734	29832287	29832422	29784313	29836349
3965	ENSMUSG00000061911	chr12	+	29886122	29886185	29893361	29893445	29855283	29895092
3966	ENSMUSG00000020319	chr11	+	21813359	21813462	21857446	21857609	21748941	21884983
3973	ENSMUSG00000020290	chr11	+	23278142	23278324	23278675	23278724	23277080	23278805
3974	ENSMUSG00000020290	chr11	+	23282528	23282726	23284241	23284380	23281464	23284547
3976	ENSMUSG00000037669	chr12	+	8220599	8220755	8227219	8227363	8208192	8238442
3977	ENSMUSG00000037669	chr12	+	8227219	8227363	8238442	8238615	8220755	8268363
3978	ENSMUSG00000037669	chr12	+	8227219	8227363	8268363	8268598	8220755	8283899
3979	ENSMUSG00000037669	chr12	+	8238442	8238615	8268363	8268598	8227363	8275807
3980	ENSMUSG00000037669	chr12	+	8238442	8238615	8268363	8268598	8227363	8283899
3981	ENSMUSG00000037669	chr12	+	8268363	8268598	8275807	8275890	8238615	8283899
3991	ENSMUSG00000020463	chr11	+	29202866	29202908	29205545	29205704	29200803	29209316
3998	ENSMUSG00000040557	chr5	+	134933472	134933601	134934288	134934424	134932847	134940456
4000	ENSMUSG00000020458	chr11	+	29706409	29708770	29733632	29733840	29705591	29736359
4002	ENSMUSG00000004789	chr12	+	85111497	85111531	85115272	85115321	85110959	85118358
4004	ENSMUSG00000020271	chr11	+	32680200	32680302	32711771	32711997	32642935	32720471
4005	ENSMUSG00000020271	chr11	+	32680200	32680302	32711771	32711997	32652904	32720471
4006	ENSMUSG00000030307	chr6	+	114134598	114134733	114134849	114134990	114131517	114138900
4007	ENSMUSG00000030307	chr6	+	114134849	114134990	114138900	114138991	114134733	114162040
4008	ENSMUSG00000030307	chr6	+	114138900	114138991	114162040	114162173	114134990	114194610
4009	ENSMUSG00000030307	chr6	+	114162040	114162173	114194610	114194745	114138991	114225822
4010	ENSMUSG00000030307	chr6	+	114243865	114243968	114245605	114245776	114238496	114247587
4011	ENSMUSG00000030307	chr6	+	114244809	114244910	114245605	114245776	114243968	114247587
4014	ENSMUSG00000020412	chr11	+	4658214	4658325	4664228	4664303	4656336	4668314
4015	ENSMUSG00000024059	chr17	+	71803555	71803674	71806504	71806741	71801936	71810846
4016	ENSMUSG00000024294	chr18	+	10755503	10755687	10760803	10760948	10752027	10763188
4022	ENSMUSG00000000223	chrX	+	134435022	134435101	134437020	134437081	134434571	134437409
4023	ENSMUSG00000024076	chr17	+	78534614	78534684	78546378	78546444	78508325	78566014
4024	ENSMUSG00000024076	chr17	+	78574084	78574218	78579353	78579431	78566171	78586657
4025	ENSMUSG00000034292	chr1	+	91501004	91501424	91505422	91505494	91500910	91507492
4026	ENSMUSG00000029625	chr5	+	145175556	145175652	145176110	145176204	145173459	145177229
4029	ENSMUSG00000033819	chr15	+	76693226	76693352	76693438	76693514	76693138	76693594
4032	ENSMUSG00000071646	chr19	+	8950911	8951030	8951135	8951284	8950389	8951489
4033	ENSMUSG00000067916	chr4	+	147134571	147134664	147165340	147165386	147132189	147175846
4034	ENSMUSG00000067916	chr4	+	147140037	147140119	147165340	147165386	147134664	147175846
4035	ENSMUSG00000039356	chr2	+	31675838	31676736	31678450	31678627	31674784	31679850
4038	ENSMUSG00000034902	chr10	+	81315878	81315956	81316691	81316960	81315118	81317325
4039	ENSMUSG00000029344	chr5	+	112311683	112311734	112313241	112313290	112309887	112314890
4040	ENSMUSG00000029804	chr6	+	58860251	58860412	58862972	58863049	58859083	58868641
4041	ENSMUSG00000029804	chr6	+	58862972	58863049	58868641	58868766	58860412	58870153
4042	ENSMUSG00000029804	chr6	+	58868641	58868766	58870153	58870213	58863049	58873733
4043	ENSMUSG00000029804	chr6	+	58887407	58887578	58888619	58888763	58885157	58890067
4046	ENSMUSG00000020366	chr11	+	49863543	49863673	49866982	49867041	49854382	49869211
4047	ENSMUSG00000020366	chr11	+	49866982	49867041	49869211	49869310	49863673	49872733
4048	ENSMUSG00000020366	chr11	+	49873835	49873907	49874263	49874335	49872899	49878230
4051	ENSMUSG00000038576	chr1	+	182833062	182833275	182853956	182854130	182765188	182858421
4058	ENSMUSG00000047098	chr14	+	55594294	55594472	55594922	55595301	55593075	55595469
4060	ENSMUSG00000021259	chr12	+	108351181	108351320	108351913	108352024	108346175	108352773
4061	ENSMUSG00000020385	chr11	+	51268164	51268231	51268768	51268846	51267331	51270536
4062	ENSMUSG00000020385	chr11	+	51268164	51268231	51270536	51270595	51267331	51271799
4063	ENSMUSG00000020385	chr11	+	51268768	51268846	51270536	51270595	51268231	51271799
4068	ENSMUSG00000032410	chr9	+	95995099	95995203	95998215	95998347	95991287	95999413
4069	ENSMUSG00000032410	chr9	+	95998215	95998347	95999413	95999576	95995203	96002134
4070	ENSMUSG00000032410	chr9	+	96026837	96026933	96033584	96033693	96024220	96035634
4071	ENSMUSG00000036309	chr11	+	52238250	52238350	52242404	52242474	52236933	52242586
4073	ENSMUSG00000015092	chr2	+	25560539	25560700	25560968	25561062	25560202	25561850
4075	ENSMUSG00000025026	chr19	+	53242503	53242627	53244309	53244405	53239493	53244997
4084	ENSMUSG00000018906	chr11	+	54126237	54126297	54126345	54126411	54125816	54129047
4088	ENSMUSG00000026648	chr2	+	3425363	3425415	3429267	3429352	3424326	3433746
4112	ENSMUSG00000022359	chr15	+	58150605	58150656	58152596	58152745	58148433	58153579
4117	ENSMUSG00000038555	chr18	+	34842453	34842526	34842856	34842933	34840787	34845251
4118	ENSMUSG00000038555	chr18	+	34842453	34842526	34845251	34845372	34840787	34845574
4119	ENSMUSG00000038555	chr18	+	34842856	34842933	34845251	34845372	34842526	34845574
4120	ENSMUSG00000038555	chr18	+	34845944	34846092	34846188	34846319	34845688	34846400
4121	ENSMUSG00000061859	chr4	+	98538958	98539058	98568938	98569135	98535587	98591932
4124	ENSMUSG00000030861	chr7	+	131431936	131432062	131434269	131434362	131430117	131437401
4125	ENSMUSG00000030861	chr7	+	131434269	131434362	131437401	131437491	131432062	131441201
4126	ENSMUSG00000030861	chr7	+	131437401	131437491	131441201	131441339	131434362	131443468
4127	ENSMUSG00000030861	chr7	+	131441201	131441339	131443468	131443568	131437491	131444236
4132	ENSMUSG00000038696	chr2	+	34432002	34432330	34435132	34435222	34406848	34444257
4133	ENSMUSG00000038696	chr2	+	34435132	34435222	34444257	34444406	34432330	34497700
4134	ENSMUSG00000038696	chr2	+	34444257	34444406	34497700	34497873	34435222	34518672
4135	ENSMUSG00000038696	chr2	+	34497700	34497873	34518672	34518849	34444406	34533787
4136	ENSMUSG00000038696	chr2	+	34597422	34597560	34619844	34619942	34581332	34623422
4138	ENSMUSG00000055932	chr8	+	91401806	91401884	91409222	91409841	91313620	91441662
4139	ENSMUSG00000055932	chr8	+	91409222	91409841	91441662	91441806	91401884	91468316
4140	ENSMUSG00000055932	chr8	+	91485158	91485278	91522771	91522896	91474452	91666281
4141	ENSMUSG00000026131	chr1	+	34296741	34296759	34299720	34299838	34295536	34302829
4142	ENSMUSG00000075302	chr2	+	70512759	70512816	70521072	70521108	70509701	70522479
4156	ENSMUSG00000072915	chr11	+	58848645	58848702	58854259	58854386	58847259	58856060
4159	ENSMUSG00000036860	chr11	+	59204171	59204255	59204555	59204757	59202659	59205648
4160	ENSMUSG00000036860	chr11	+	59204174	59204255	59204555	59204757	59202659	59205648
4168	ENSMUSG00000003762	chr7	+	27242211	27242293	27243302	27243396	27242119	27250286
4169	ENSMUSG00000003762	chr7	+	27243302	27243396	27250286	27250428	27242293	27250535
4170	ENSMUSG00000005417	chr11	+	59727551	59727703	59731507	59731592	59697023	59735829
4171	ENSMUSG00000005417	chr11	+	59744751	59744820	59748546	59748636	59743827	59749518
4172	ENSMUSG00000026017	chr1	+	60131843	60132033	60136263	60136384	60128073	60139199
4173	ENSMUSG00000026017	chr1	+	60131843	60132033	60139199	60139343	60128073	60141334
4174	ENSMUSG00000026017	chr1	+	60136263	60136384	60139199	60139343	60132033	60141334
4175	ENSMUSG00000026017	chr1	+	60136263	60136384	60141334	60141568	60132033	60143993
4176	ENSMUSG00000026017	chr1	+	60139199	60139343	60141334	60141568	60136384	60143993
4177	ENSMUSG00000026017	chr1	+	60139199	60139343	60143993	60144156	60136384	60146108
4178	ENSMUSG00000035469	chr14	+	59205624	59205722	59206803	59206930	59201584	59209927
4179	ENSMUSG00000062115	chr11	+	60140240	60140370	60185095	60190622	60105394	60193938
4180	ENSMUSG00000075297	chr10	+	22286139	22286403	22287053	22287248	22285876	22288714
4185	ENSMUSG00000031629	chr8	+	46554014	46554063	46556081	46556193	46552127	46559868
4189	ENSMUSG00000044912	chr12	+	74129371	74129551	74222581	74222839	73997863	74229214
4199	ENSMUSG00000073856	chr7	+	118915510	118915595	118941584	118941696	118899886	118971434
4210	ENSMUSG00000020492	chr11	+	87116103	87116190	87117667	87117844	87109304	87121933
4211	ENSMUSG00000020492	chr11	+	87116144	87116190	87117667	87117844	87109304	87121933
4220	ENSMUSG00000003421	chr7	+	45073489	45073564	45074605	45074687	45062531	45076068
4221	ENSMUSG00000040785	chr16	+	94385335	94385423	94387336	94387390	94384934	94388264
4222	ENSMUSG00000040785	chr16	+	94390201	94390287	94392014	94392109	94388385	94393111
4223	ENSMUSG00000040785	chr16	+	94408553	94408716	94409683	94409729	94403368	94410832
4224	ENSMUSG00000040785	chr16	+	94408553	94408716	94412059	94412123	94403368	94415948
4225	ENSMUSG00000040785	chr16	+	94408553	94408716	94410832	94410956	94403368	94415948
4226	ENSMUSG00000040785	chr16	+	94410832	94410956	94412059	94412123	94403368	94415948
4227	ENSMUSG00000040785	chr16	+	94412059	94412123	94415948	94416009	94410956	94416281
4228	ENSMUSG00000040785	chr16	+	94415948	94416009	94416281	94416366	94403368	94418606
4229	ENSMUSG00000040785	chr16	+	94415948	94416009	94416281	94416366	94412123	94418606
4230	ENSMUSG00000040785	chr16	+	94416281	94416366	94418606	94418741	94416009	94419397
4231	ENSMUSG00000040785	chr16	+	94425086	94425188	94426150	94426243	94424187	94426765
4232	ENSMUSG00000007411	chr12	+	111592576	111592768	111604510	111604564	111575101	111615395
4233	ENSMUSG00000007411	chr12	+	111604510	111604564	111615395	111615444	111592768	111618317
4234	ENSMUSG00000007411	chr12	+	111615395	111615444	111618317	111618383	111604564	111623244
4237	ENSMUSG00000033066	chr11	+	67629609	67629690	67643280	67643366	67603228	67652858
4238	ENSMUSG00000033066	chr11	+	67629609	67629690	67652858	67652912	67603228	67660018
4240	ENSMUSG00000054477	chr18	+	45558289	45558488	45592005	45592424	45401119	45655197
4241	ENSMUSG00000054477	chr18	+	45561220	45561316	45592005	45592424	45560624	45655197
4242	ENSMUSG00000054477	chr18	+	45592005	45592424	45655197	45655339	45561316	45670217
4243	ENSMUSG00000054477	chr18	+	45592005	45592424	45655198	45655339	45561316	45670217
4261	ENSMUSG00000019891	chr10	+	52286347	52286399	52304586	52304720	52284237	52311399
4262	ENSMUSG00000019891	chr10	+	52290850	52290923	52304586	52304720	52286399	52311399
4263	ENSMUSG00000019891	chr10	+	52304586	52304720	52311399	52311440	52290923	52312813
4264	ENSMUSG00000001774	chr9	+	18302025	18302183	18308749	18308820	18301062	18309832
4265	ENSMUSG00000035517	chr4	+	46018529	46018616	46020804	46020939	46017003	46023394
4271	ENSMUSG00000041078	chr14	+	34945752	34946037	35026744	35026950	34822708	35251693
4272	ENSMUSG00000041078	chr14	+	35026744	35026950	35251693	35251747	34946037	35309231
4273	ENSMUSG00000041078	chr14	+	35026744	35026950	35309231	35309402	34946037	35321640
4274	ENSMUSG00000041078	chr14	+	35251693	35251747	35309231	35309402	35026950	35321640
4275	ENSMUSG00000041078	chr14	+	35309231	35309402	35321640	35321802	35251747	35323314
4276	ENSMUSG00000041078	chr14	+	35520688	35520884	35562494	35562661	35452399	35569497
4277	ENSMUSG00000033335	chr9	+	21478898	21479037	21480406	21480545	21478348	21481332
4278	ENSMUSG00000016541	chr15	+	85359453	85359645	85382903	85382984	85336580	85386990
4279	ENSMUSG00000017550	chr11	+	80127256	80127437	80131203	80131382	80124131	80132464
4280	ENSMUSG00000028580	chr4	+	130668924	130669298	130701041	130701110	130663467	130718153
4281	ENSMUSG00000028580	chr4	+	130668924	130669298	130701041	130701110	130663467	130741462
4282	ENSMUSG00000028580	chr4	+	130701041	130701110	130718153	130718262	130669298	130719172
4283	ENSMUSG00000028580	chr4	+	130718153	130718262	130719172	130719351	130701110	130727997
4284	ENSMUSG00000028580	chr4	+	130718153	130718262	130730277	130730548	130701110	130741462
4285	ENSMUSG00000028580	chr4	+	130719172	130719351	130727997	130728164	130718262	130730277
4289	ENSMUSG00000039844	chr2	+	29710152	29710308	29719592	29719850	29707400	29720642
4290	ENSMUSG00000039844	chr2	+	29710155	29710308	29719592	29719850	29707400	29722223
4291	ENSMUSG00000039844	chr2	+	29710155	29710308	29720642	29720738	29707400	29722223
4292	ENSMUSG00000039844	chr2	+	29719592	29719850	29720642	29720738	29707400	29722223
4293	ENSMUSG00000039844	chr2	+	29719592	29719850	29720642	29720738	29710308	29722223
4294	ENSMUSG00000018548	chr11	+	87140484	87140601	87143126	87143214	87129817	87145463
4295	ENSMUSG00000018548	chr11	+	87196820	87197015	87201317	87201626	87190159	87205932
4296	ENSMUSG00000018548	chr11	+	87201317	87201626	87205932	87206055	87190159	87206763
4297	ENSMUSG00000018548	chr11	+	87201317	87201626	87205932	87206055	87197015	87206763
4305	ENSMUSG00000027900	chr3	+	106552155	106552280	106555166	106555308	106547920	106561748
4306	ENSMUSG00000027900	chr3	+	106552155	106552280	106555163	106555308	106550675	106561748
4307	ENSMUSG00000027900	chr3	+	106555163	106555308	106561748	106561816	106547920	106566044
4308	ENSMUSG00000027900	chr3	+	106555163	106555308	106561748	106561816	106552280	106566044
4309	ENSMUSG00000027900	chr3	+	106555166	106555308	106561748	106561816	106552280	106566044
4310	ENSMUSG00000027900	chr3	+	106561748	106561816	106566044	106566184	106555308	106570692
4311	ENSMUSG00000027900	chr3	+	106561748	106561816	106566044	106566184	106555308	106572972
4312	ENSMUSG00000027900	chr3	+	106566044	106566184	106570692	106570870	106561816	106571610
4313	ENSMUSG00000029179	chr5	+	52796581	52796659	52804378	52804451	52796252	52806956
4314	ENSMUSG00000035437	chr2	+	37561368	37561452	37561891	37561963	37560579	37563435
4315	ENSMUSG00000020790	chr11	+	72714364	72714483	72722627	72722763	72712349	72728760
4316	ENSMUSG00000020790	chr11	+	72738251	72738456	72739988	72740057	72732413	72740401
4317	ENSMUSG00000020790	chr11	+	72738251	72738456	72739988	72740106	72732413	72740401
4318	ENSMUSG00000023088	chr16	+	14411448	14411626	14413220	14413382	14410933	14419699
4319	ENSMUSG00000023088	chr16	+	14443347	14443474	14445292	14445469	14440059	14448399
4320	ENSMUSG00000023088	chr16	+	14445292	14445469	14448399	14448583	14443474	14457887
4321	ENSMUSG00000023088	chr16	+	14445292	14445469	14448399	14448592	14443474	14457887
4322	ENSMUSG00000054793	chr7	+	24499155	24499302	24499512	24499665	24482162	24499923
4329	ENSMUSG00000030982	chr7	+	118809877	118809976	118811804	118811882	118807054	118813529
4330	ENSMUSG00000031772	chr8	+	112616397	112616508	112665106	112665300	112570225	112733412
4332	ENSMUSG00000022014	chr14	+	77986691	77986765	77994531	77994631	77974597	78001970
4333	ENSMUSG00000035954	chr12	+	40747979	40748114	40755766	40755865	40745786	40766238
4334	ENSMUSG00000035954	chr12	+	40755766	40755865	40766238	40766333	40748114	40777189
4335	ENSMUSG00000035954	chr12	+	40795636	40795697	40799656	40799750	40794863	40806848
4336	ENSMUSG00000039219	chr13	+	14120140	14120251	14126450	14126516	14064879	14129174
4337	ENSMUSG00000033813	chr1	+	4867469	4867532	4878026	4878132	4857976	4886743
4339	ENSMUSG00000023886	chr17	+	14368907	14369094	14375436	14375519	14348778	14397520
4340	ENSMUSG00000018882	chr11	+	97325708	97325757	97326781	97326931	97323949	97328085
4341	ENSMUSG00000018882	chr11	+	97326781	97326931	97328085	97328259	97325757	97328481
4343	ENSMUSG00000022407	chr15	+	80955619	80955664	80956212	80956292	80952400	80960394
4344	ENSMUSG00000022407	chr15	+	80955619	80955664	80956212	80956292	80952400	80961355
4345	ENSMUSG00000022407	chr15	+	80955619	80955664	80960394	80960566	80952400	80961355
4346	ENSMUSG00000022407	chr15	+	80956212	80956292	80960394	80960566	80952400	80961355
4347	ENSMUSG00000022407	chr15	+	80956212	80956292	80960394	80960566	80955664	80961355
4348	ENSMUSG00000022407	chr15	+	80960394	80960566	80961355	80961402	80955664	80962695
4349	ENSMUSG00000010554	chr11	+	74773521	74773649	74784057	74784257	74770984	74787554
4350	ENSMUSG00000010554	chr11	+	74784057	74784257	74787554	74787695	74773649	74792202
4351	ENSMUSG00000010554	chr11	+	74800325	74800455	74802892	74803012	74796124	74803830
4352	ENSMUSG00000061458	chr12	+	17379247	17379300	17402072	17402199	17373628	17404970
4353	ENSMUSG00000023150	chr1	+	151349375	151349603	151350980	151351109	151344755	151351553
4354	ENSMUSG00000023150	chr1	+	151350980	151351109	151351553	151351723	151349603	151351829
4355	ENSMUSG00000023150	chr1	+	151350980	151351109	151351829	151351905	151349603	151353919
4357	ENSMUSG00000055943	chr2	+	112459459	112459579	112462800	112462939	112455300	112464736
4360	ENSMUSG00000062031	chr7	+	140945625	140945762	140945955	140946013	140945527	140946106
4362	ENSMUSG00000004151	chr12	+	38793170	38793224	38827777	38827907	38783285	38831080
4363	ENSMUSG00000004151	chr12	+	38827777	38827907	38831080	38831269	38793224	38835068
4364	ENSMUSG00000020612	chr11	+	109653778	109653961	109659998	109660169	109650624	109661034
4368	ENSMUSG00000061589	chr10	+	80781367	80781474	80782142	80782184	80780911	80783183
4369	ENSMUSG00000072946	chr12	+	84298010	84298202	84305925	84306135	84295335	84307775
4370	ENSMUSG00000072946	chr12	+	84298010	84298202	84310918	84310958	84295335	84313936
4371	ENSMUSG00000072946	chr12	+	84305925	84306135	84307775	84307897	84302407	84308344
4375	ENSMUSG00000020691	chr11	+	105132440	105132580	105135337	105135444	105131633	105137718
4376	ENSMUSG00000020691	chr11	+	105135337	105135444	105137718	105137784	105132580	105139560
4377	ENSMUSG00000026499	chr1	+	180738462	180738637	180745070	180745257	180736850	180746793
4381	ENSMUSG00000032615	chr11	+	59852790	59852891	59860749	59860810	59839756	59874552
4382	ENSMUSG00000032615	chr11	+	59852790	59852891	59860749	59860810	59848372	59874552
4384	ENSMUSG00000037791	chr11	+	78028226	78028309	78028842	78028981	78027418	78029316
4385	ENSMUSG00000020834	chr11	+	78034012	78034136	78034274	78034586	78032703	78036861
4391	ENSMUSG00000042359	chr2	+	76499256	76499422	76523888	76524144	76406689	76540103
4392	ENSMUSG00000042359	chr2	+	76523888	76524144	76540103	76540196	76499422	76545977
4393	ENSMUSG00000042359	chr2	+	76555889	76555982	76560185	76560260	76555117	76564783
4394	ENSMUSG00000017390	chr11	+	78325048	78325209	78325328	78325412	78324963	78325641
4395	ENSMUSG00000041958	chr11	+	78328731	78328871	78328974	78329086	78328508	78332949
4396	ENSMUSG00000041958	chr11	+	78333666	78333758	78335426	78335634	78333039	78336687
4397	ENSMUSG00000041958	chr11	+	78335426	78335634	78336687	78336830	78333758	78337788
4405	ENSMUSG00000029029	chr4	+	154145242	154145395	154146490	154146607	154142513	154148709
4418	ENSMUSG00000025648	chr9	+	109025046	109025151	109027519	109027649	109011304	109027744
4419	ENSMUSG00000029716	chr5	+	137578878	137579042	137580166	137580286	137577805	137582588
4421	ENSMUSG00000042015	chr13	+	95005730	95005842	95008807	95008870	94999928	95010284
4430	ENSMUSG00000035152	chr11	+	83308214	83308274	83316419	83316525	83299053	83321938
4431	ENSMUSG00000035152	chr11	+	83308214	83308274	83316419	83316525	83302837	83321938
4433	ENSMUSG00000029992	chr6	+	87067683	87067779	87073381	87073479	87066787	87076256
4435	ENSMUSG00000020532	chr11	+	84214157	84214290	84215833	84215972	84195687	84223141
4439	ENSMUSG00000059439	chr11	+	85359624	85359679	85365551	85365627	85354975	85371056
4440	ENSMUSG00000059439	chr11	+	85365551	85365627	85371056	85371163	85359679	85395338
4441	ENSMUSG00000059439	chr11	+	85509427	85509692	85531792	85531943	85495961	85543927
